hip_pitch_delta,knee_pitch_delta,ankle_pitch_delta,joint_delta_l2,right_hip_pitch,right_knee_pitch,right_ankle_pitch,left_hip_pitch,left_knee_pitch,left_ankle_pitch,com_x,com_y,com_z,support_x_min,support_x_max,support_y_min,support_y_max,support_polygon_xy,com_signed_distance,com_inside_support,left_sole_roll,left_sole_pitch,right_sole_roll,right_sole_pitch,sole_tilt_max,candidate_valid
-0.14,-0.032,0.156,0.299866637023861,-0.77,0.118,-0.754,0.77,-0.118,0.754,-0.0002907753709725542,-0.022812475357618725,0.3426264372344149,-0.14245551414872484,0.14160345053042095,-0.02911504987769098,0.13108642607249654,"-0.142456,+0.130864;-0.142200,-0.029115;+0.141348,-0.029037;+0.141603,+0.130943;+0.051604,+0.131086;-0.052456,+0.131008",0.006263428891478737,1,-0.015917339733590694,-1.2597996884387384e-05,-0.0159192036210012,1.3145619428844457e-05,0.0159192036210012,0
-0.136,-0.04,0.16,0.30231109804305895,-0.766,0.10999999999999999,-0.75,0.766,-0.10999999999999999,0.75,-0.0002907724730537442,-0.022782550665876616,0.3425588549682281,-0.1424850455400733,0.1416330132313471,-0.02911105924573465,0.13109046370529723,"-0.142485,+0.130868;-0.142230,-0.029111;+0.141377,-0.029033;+0.141633,+0.130947;+0.051633,+0.131090;-0.052485,+0.131012",0.006289339438546438,1,-0.015917339733591027,-1.2597996884397686e-05,-0.0159192036210012,1.3145619428922938e-05,0.0159192036210012,0
-0.164,0.008,0.14,0.3051556979641704,-0.794,0.158,-0.77,0.794,-0.158,0.77,-0.00029078825817284106,-0.02312217529889283,0.3430094492059488,-0.14229499556828573,0.14144279717301947,-0.02986851803073331,0.1303327625524624,"-0.142295,+0.130111;-0.142039,-0.029869;+0.141187,-0.029790;+0.141443,+0.130189;+0.051443,+0.130333;-0.052295,+0.130255",0.0067072948065335,1,-0.01591733973359125,-1.2597996884015259e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.16,-0.004,0.148,0.30828558188796307,-0.79,0.146,-0.762,0.79,-0.146,0.762,-0.00029078298313448556,-0.02315994905352449,0.3429211091389592,-0.14233709022090402,0.1414849507030302,-0.030236793375295064,0.12996458824180956,"-0.142337,+0.129743;-0.142082,-0.030237;+0.141229,-0.030159;+0.141485,+0.129821;+0.051485,+0.129965;-0.052337,+0.129886",0.007037745835927659,1,-0.01591733973359069,-1.2597996884328404e-05,-0.0159192036210012,1.3145619428942675e-05,0.0159192036210012,0
-0.16,-0.008,0.152,0.3123075407350902,-0.79,0.142,-0.758,0.79,-0.142,0.758,-0.0002907806535441495,-0.023226734860344087,0.3429039780216927,-0.1423480232555264,0.14149591091908137,-0.03060660207633141,0.12959482910608744,"-0.142348,+0.129373;-0.142093,-0.030607;+0.141240,-0.030528;+0.141496,+0.129451;+0.051496,+0.129595;-0.052348,+0.129517",0.00734074391797783,1,-0.01591733973359103,-1.2597996884112896e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.156,-0.016,0.156,0.31281943673627444,-0.786,0.134,-0.754,0.786,-0.134,0.754,-0.00029077772320601426,-0.023197786989131598,0.342834212620604,-0.14237844671374608,0.1415263659412221,-0.030606042844947348,0.12959543621033418,"-0.142378,+0.129373;-0.142123,-0.030606;+0.141271,-0.030528;+0.141526,+0.129452;+0.051526,+0.129595;-0.052379,+0.129517",0.007369108608784002,1,-0.01591733973359081,-1.2597996884416817e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.164,-0.004,0.152,0.31627835841233276,-0.794,0.146,-0.758,0.794,-0.146,0.758,-0.0002907812625947813,-0.02332232344358331,0.3429572591197895,-0.1423282371933306,0.14147612040630225,-0.03097661515093232,0.1292248168286771,"-0.142328,+0.129003;-0.142073,-0.030977;+0.141221,-0.030898;+0.141476,+0.129081;+0.051476,+0.129225;-0.052328,+0.129147",0.007615167994171486,1,-0.01591733973359081,-1.259799688425981e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.156,-0.02,0.16,0.3172885122408311,-0.786,0.13,-0.75,0.786,-0.13,0.75,-0.00029077539829036093,-0.02326470839468156,0.3428176136631804,-0.1423890840936358,0.14153703045831195,-0.03097671583691794,0.12922481098046074,"-0.142389,+0.129003;-0.142134,-0.030977;+0.141282,-0.030898;+0.141537,+0.129081;+0.051537,+0.129225;-0.052389,+0.129147",0.007672836285388141,1,-0.01591733973359136,-1.2597996884417791e-05,-0.0159192036210012,1.3145619429031102e-05,0.0159192036210012,0
-0.172,0.012,0.144,0.3176916744266365,-0.802,0.162,-0.766,0.802,-0.162,0.766,-0.0002907871600714235,-0.023379351997998423,0.3430994884131754,-0.14226620900966308,0.14141402879885223,-0.030975071358635954,0.12922626220212358,"-0.142266,+0.129004;-0.142011,-0.030975;+0.141159,-0.030897;+0.141414,+0.129083;+0.051414,+0.129226;-0.052266,+0.129148",0.00755664488312608,1,-0.01591733973359081,-1.2597996884024287e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.172,0.008,0.148,0.3210981158462316,-0.802,0.158,-0.762,0.802,-0.158,0.762,-0.00029078482819963657,-0.02344606840204893,0.34308209162500625,-0.14227728961044112,0.14142513660252135,-0.03134443903532722,0.12885694499117253,"-0.142277,+0.128635;-0.142022,-0.031344;+0.141170,-0.031266;+0.141425,+0.128713;+0.051425,+0.128857;-0.052277,+0.128779",0.007859270892973079,1,-0.015917339733590913,-1.2597996884318985e-05,-0.0159192036210012,1.3145619428608922e-05,0.0159192036210012,0
-0.168,-0.004,0.156,0.3242714911921799,-0.798,0.146,-0.754,0.798,-0.146,0.754,-0.000290779550348165,-0.02348455120943397,0.3429940550623979,-0.1423190888437352,0.14146699471953272,-0.03171607614854871,0.12848540529829164,"-0.142319,+0.128263;-0.142064,-0.031716;+0.141211,-0.031638;+0.141467,+0.128342;+0.051467,+0.128485;-0.052319,+0.128407",0.008192376446534047,1,-0.01591733973359081,-1.2597996884181303e-05,-0.0159192036210012,1.3145619429011283e-05,0.0159192036210012,0
-0.16,-0.02,0.164,0.32525682160409797,-0.79,0.13,-0.746,0.79,-0.13,0.746,-0.000290773678834389,-0.023427498006252906,0.34285418141500495,-0.1423799352249975,0.14152790429971862,-0.03171861512148319,0.12848295934646292,"-0.142380,+0.128261;-0.142124,-0.031719;+0.141272,-0.031640;+0.141528,+0.128339;+0.051528,+0.128483;-0.052380,+0.128405",0.00825192208810361,1,-0.01591733973359081,-1.2597996884181303e-05,-0.0159192036210012,1.3145619428942675e-05,0.0159192036210012,0
-0.172,-0.004,0.16,0.332264954516723,-0.802,0.146,-0.75,0.802,-0.146,0.75,-0.00029077784642203444,-0.023646629755435678,0.34303149637805,-0.14230964531849133,0.14145757378873233,-0.03245516453678411,0.12774636548122206,"-0.142310,+0.127524;-0.142054,-0.032455;+0.141202,-0.032377;+0.141458,+0.127603;+0.051458,+0.127746;-0.052310,+0.127668",0.00876936195769342,1,-0.01591733973359081,-1.2597996883945784e-05,-0.0159192036210012,1.3145619428687407e-05,0.0159192036210012,0
-0.18,0.008,0.156,0.33704599092705434,-0.81,0.158,-0.754,0.81,-0.158,0.754,-0.0002907814311704605,-0.023769367091083304,0.34315730989160287,-0.14225840562986228,0.14140629773952904,-0.03281889339300764,0.12738259049878498,"-0.142258,+0.127161;-0.142003,-0.032819;+0.141151,-0.032741;+0.141406,+0.127239;+0.051406,+0.127383;-0.052259,+0.127304",0.00901037653680213,1,-0.015917339733590913,-1.2597996884318976e-05,-0.0159192036210012,1.3145619428844457e-05,0.0159192036210012,0
-0.18,0.0,0.164,0.3443718920004941,-0.81,0.15,-0.746,0.81,-0.15,0.746,-0.0002907767837323127,-0.023903276095974927,0.34312437845718136,-0.14227953230579518,0.14142747866709637,-0.03356066262970947,0.1266409158835154,"-0.142280,+0.126419;-0.142024,-0.033561;+0.141172,-0.033482;+0.141427,+0.126497;+0.051428,+0.126641;-0.052280,+0.126563",0.009618189400521993,1,-0.015917339733591027,-1.2597996884260182e-05,-0.0159192036210012,1.3145619428942675e-05,0.0159192036210012,0
-0.18,-0.008,0.172,0.35227262170086393,-0.81,0.142,-0.738,0.81,-0.142,0.738,-0.00029077214601539884,-0.024037445587790793,0.3430925139854715,-0.14230006597740047,0.14144806649753772,-0.03430410112064891,0.12589756839997568,"-0.142300,+0.125675;-0.142045,-0.034304;+0.141193,-0.034226;+0.141448,+0.125754;+0.051448,+0.125898;-0.052300,+0.125819",0.010227412840034937,1,-0.01591733973359136,-1.2597996884339283e-05,-0.0159192036210012,1.3145619429011283e-05,0.0159192036210012,0
-0.184,-0.012,0.18,0.3644173431657719,-0.8140000000000001,0.13799999999999998,-0.73,0.8140000000000001,-0.13799999999999998,0.73,-0.000290768157139633,-0.024266365545939216,0.34311689105141174,-0.14229948457656022,0.1414475344787991,-0.03541513598753162,0.12478662174742447,"-0.142299,+0.124564;-0.142044,-0.035415;+0.141192,-0.035337;+0.141448,+0.124643;+0.051448,+0.124787;-0.052300,+0.124708",0.011109483570311529,1,-0.015917339733591027,-1.2597996884240673e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.184,-0.02,0.188,0.3730951621235526,-0.8140000000000001,0.13,-0.722,0.8140000000000001,-0.13,0.722,-0.00029076353975498163,-0.024401030235076997,0.34308716655465554,-0.1423188283351024,0.14146693220018847,-0.03616177014373059,0.12404007135331827,"-0.142319,+0.123818;-0.142063,-0.036162;+0.141211,-0.036083;+0.141467,+0.123896;+0.051467,+0.124040;-0.052319,+0.123961",0.011721411103333126,1,-0.015917339733591027,-1.2597996884319176e-05,-0.0159192036210012,1.3145619429001422e-05,0.0159192036210012,0
-0.2,0.004,0.18,0.3805679965525215,-0.8300000000000001,0.154,-0.73,0.8300000000000001,-0.154,0.73,-0.0002907707715704969,-0.02464211921053839,0.34334132890991553,-0.14221594525161474,0.14136397597517772,-0.03687072350093547,0.1233310375998453,"-0.142216,+0.123109;-0.141960,-0.036871;+0.141108,-0.036792;+0.141364,+0.123187;+0.051364,+0.123331;-0.052216,+0.123253",0.012189315668475363,1,-0.015917339733591027,-1.2597996884083669e-05,-0.0159192036210012,1.3145619429168332e-05,0.0159192036210012,0
-0.196,-0.012,0.192,0.3883915550060274,-0.8260000000000001,0.13799999999999998,-0.718,0.8260000000000001,-0.13799999999999998,0.718,-0.00029076318699607464,-0.024750605471538862,0.3432404745442927,-0.14226583976469873,0.14141395625709188,-0.03762861152670455,0.12257327300575761,"-0.142266,+0.122351;-0.142010,-0.037629;+0.141158,-0.037550;+0.141414,+0.122430;+0.051414,+0.122573;-0.052266,+0.122495",0.012838655655312933,1,-0.015917339733591027,-1.2597996884024676e-05,-0.0159192036210012,1.3145619429031102e-05,0.0159192036210012,0
-0.192,-0.02,0.196,0.3890501253052105,-0.8220000000000001,0.13,-0.714,0.8220000000000001,-0.13,0.714,-0.00029076022838858586,-0.024724257566711427,0.3431699861057633,-0.14229609619557607,0.14144424442220013,-0.03763939818645379,0.12256252511308252,"-0.142296,+0.122340;-0.142041,-0.037639;+0.141189,-0.037561;+0.141444,+0.122419;+0.051444,+0.122563;-0.052296,+0.122484",0.012875770827749653,1,-0.015917339733591027,-1.2597996884083669e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.204,-0.004,0.192,0.3962221599052733,-0.834,0.146,-0.718,0.834,-0.146,0.718,-0.0002907645177937763,-0.024937575539022833,0.34335418628166675,-0.1422234899153776,0.1413715966362507,-0.03835303999647238,0.12184884624227593,"-0.142223,+0.121626;-0.141968,-0.038353;+0.141116,-0.038274;+0.141372,+0.121705;+0.051372,+0.121849;-0.052224,+0.121770",0.013376113170370161,1,-0.01591733973359103,-1.2597996884348402e-05,-0.0159192036210012,1.3145619429188112e-05,0.0159192036210012,0
-0.2,-0.02,0.204,0.4050086418831085,-0.8300000000000001,0.13,-0.7060000000000001,0.8300000000000001,-0.13,0.7060000000000001,-0.0002907569515405882,-0.025046808680553877,0.3432553758791936,-0.1422721848297003,0.14142037712882352,-0.03911515670702631,0.12108684478247282,"-0.142272,+0.120864;-0.142017,-0.039115;+0.141165,-0.039036;+0.141420,+0.120943;+0.051420,+0.121087;-0.052272,+0.121008",0.01402893905531975,1,-0.01591733973359125,-1.259799688417227e-05,-0.0159192036210012,1.3145619429168332e-05,0.0159192036210012,0
-0.212,0.0,0.196,0.40831360496559505,-0.842,0.15,-0.714,0.842,-0.15,0.714,-0.0002907635700353348,-0.02519110385215662,0.34345519106678446,-0.1421898617067677,0.1413379853913622,-0.0394483189605328,0.12075360861921654,"-0.142190,+0.120531;-0.141934,-0.039448;+0.141082,-0.039370;+0.141338,+0.120610;+0.051338,+0.120754;-0.052190,+0.120675",0.014217843090915675,1,-0.015917339733591027,-1.2597996884319186e-05,-0.0159192036210012,1.3145619429168332e-05,0.0159192036210012,0
-0.216,0.004,0.196,0.4125239386993196,-0.846,0.154,-0.714,0.846,-0.154,0.714,-0.0002907642559579737,-0.02528377995797213,0.3435133436890009,-0.14216818263968048,0.14131630127991854,-0.03980752847821353,0.12039439997498899,"-0.142168,+0.120172;-0.141913,-0.039808;+0.141061,-0.039729;+0.141316,+0.120251;+0.051316,+0.120394;-0.052168,+0.120316",0.014484376048887781,1,-0.015917339733591142,-1.2597996884593923e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.212,-0.008,0.204,0.416230705258514,-0.842,0.142,-0.7060000000000001,0.842,-0.142,0.7060000000000001,-0.00029075897416498507,-0.02532622926519133,0.34342761415429063,-0.14220801060035027,0.14135618803798874,-0.04019795764772496,0.12000404642736762,"-0.142208,+0.119782;-0.141953,-0.040198;+0.141101,-0.040119;+0.141356,+0.119860;+0.051356,+0.120004;-0.052208,+0.119925",0.014832318067185884,1,-0.01591733973359103,-1.2597996884034393e-05,-0.0159192036210012,1.3145619429266552e-05,0.0159192036210012,0
-0.22,0.008,0.196,0.4168452950436169,-0.85,0.158,-0.714,0.85,-0.158,0.714,-0.0002907649477196711,-0.02537622154479315,0.3435718646973349,-0.14214636032013345,0.1412944738708845,-0.040165866340847234,0.1200360629915795,"-0.142146,+0.119814;-0.141891,-0.040166;+0.141039,-0.040087;+0.141294,+0.119892;+0.051295,+0.120036;-0.052146,+0.119957",0.014750271867890793,1,-0.015917339733590913,-1.2597996884161972e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.212,-0.012,0.208,0.4203617489734288,-0.842,0.13799999999999998,-0.7020000000000001,0.842,-0.13799999999999998,0.7020000000000001,-0.0002907566804109675,-0.025393874036711714,0.34341422926813575,-0.14221686042052661,0.14136506469362742,-0.040573316373923946,0.11962872458382419,"-0.142217,+0.119406;-0.141961,-0.040573;+0.141110,-0.040495;+0.141365,+0.119485;+0.051365,+0.119629;-0.052217,+0.119550",0.015140013555993787,1,-0.015917339733591027,-1.2597996884397694e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.208,-0.02,0.212,0.42097030774153177,-0.838,0.13,-0.6980000000000001,0.838,-0.13,0.6980000000000001,-0.0002907537094207021,-0.02536866293344312,0.3433433304100298,-0.14224709576779426,0.1413953318475572,-0.04058895125740643,0.11961312480452674,"-0.142247,+0.119391;-0.141992,-0.040589;+0.141140,-0.040510;+0.141395,+0.119469;+0.051395,+0.119613;-0.052247,+0.119534",0.01518084198367933,1,-0.01591733973359081,-1.2597996884014583e-05,-0.0159192036210012,1.3145619428922938e-05,0.0159192036210012,0
-0.216,-0.008,0.208,0.42422635467401126,-0.846,0.142,-0.7020000000000001,0.846,-0.142,0.7020000000000001,-0.00029075736633360906,-0.02548655014252724,0.3434723818903523,-0.14219518135343942,0.14134338058218368,-0.04093252589160476,0.11926951593959659,"-0.142195,+0.119047;-0.141940,-0.040933;+0.141088,-0.040854;+0.141343,+0.119126;+0.051343,+0.119270;-0.052195,+0.119191",0.015406546513922906,1,-0.015917339733591142,-1.2597996884279908e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.22,-0.004,0.208,0.4282055581143243,-0.85,0.146,-0.7020000000000001,0.85,-0.146,0.7020000000000001,-0.000290758058095296,-0.025578991729348244,0.34353090289868626,-0.1421733590338924,0.14132155317314982,-0.04129086375423846,0.11891117895618725,"-0.142173,+0.118689;-0.141918,-0.041291;+0.141066,-0.041212;+0.141322,+0.118767;+0.051322,+0.118911;-0.052173,+0.118832",0.015672442332882765,1,-0.015917339733591027,-1.2597996884397686e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.216,-0.012,0.212,0.42835499296728174,-0.846,0.13799999999999998,-0.6980000000000001,0.846,-0.13799999999999998,0.6980000000000001,-0.0002907550754159703,-0.025554248181252973,0.3434592663379046,-0.14220388123294433,0.1413521072692052,-0.04130823620047061,0.11889384160258389,"-0.142204,+0.118671;-0.141948,-0.041308;+0.141097,-0.041229;+0.141352,+0.118750;+0.051352,+0.118894;-0.052204,+0.118815",0.015714540773957533,1,-0.01591733973359114,-1.2597996884427207e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.26,-0.016,0.26,0.52049207486762,-0.89,0.134,-0.65,0.89,-0.134,0.65,-0.0002907357469823987,-0.027374019818230955,0.34398674323548034,-0.14204868969600307,0.14119717663878348,-0.04973451101423931,0.11046793719931859,"-0.142049,+0.110245;-0.141793,-0.049735;+0.140942,-0.049655;+0.141197,+0.110324;+0.051197,+0.110468;-0.052049,+0.110389",0.022320858292083277,1,-0.015917339733591027,-1.2597996884476192e-05,-0.0159192036210012,1.3145619428844372e-05,0.0159192036210012,0
-0.268,-0.008,0.26,0.52818178688781,-0.898,0.142,-0.65,0.898,-0.142,0.65,-0.000290737263162966,-0.02755329800893883,0.3441121203441951,-0.14200180167895432,0.1411502774168545,-0.05043032027766843,0.1097721298250024,"-0.142002,+0.109549;-0.141746,-0.050430;+0.140895,-0.050351;+0.141150,+0.109628;+0.051150,+0.109772;-0.052002,+0.109693",0.02283738838475408,1,-0.01591733973359136,-1.259799688426078e-05,-0.0159192036210012,1.3145619428922897e-05,0.0159192036210012,0
-0.268,-0.016,0.268,0.5364773993375677,-0.898,0.134,-0.642,0.898,-0.134,0.642,-0.00029073276505538193,-0.027689919357448797,0.3440931988401821,-0.1420151277286794,0.14116365624339605,-0.05119005110128562,0.10901244625258133,"-0.142015,+0.108789;-0.141760,-0.051190;+0.140908,-0.051111;+0.141164,+0.108869;+0.051164,+0.109012;-0.052015,+0.108933",0.023460474196019494,1,-0.015917339733591027,-1.2597996884240673e-05,-0.0159192036210012,1.3145619428687407e-05,0.0159192036210012,0
-0.268,-0.024,0.276,0.5451165013095824,-0.898,0.126,-0.634,0.898,-0.126,0.634,-0.00029072828047220246,-0.027826688465116517,0.3440753654406211,-0.14202784667858254,0.14117642783280093,-0.051950825423412214,0.1082517155100625,"-0.142028,+0.108029;-0.141772,-0.051951;+0.140921,-0.051872;+0.141176,+0.108108;+0.051177,+0.108252;-0.052028,+0.108172",0.02408445758401052,1,-0.01591733973359081,-1.2597996884181291e-05,-0.0159192036210012,1.3145619428844457e-05,0.0159192036210012,0
-0.276,-0.012,0.272,0.5482773021017741,-0.906,0.13799999999999998,-0.638,0.906,-0.13799999999999998,0.638,-0.00029073205998750263,-0.027936550400662168,0.3442109461956641,-0.14197412098120546,0.14112266445210517,-0.05226233987219528,0.10794018164204128,"-0.141974,+0.107717;-0.141719,-0.052262;+0.140867,-0.052183;+0.141123,+0.107796;+0.051123,+0.107940;-0.051974,+0.107861",0.024286119789329284,1,-0.01591733973359125,-1.259799688409376e-05,-0.0159192036210012,1.3145619429031102e-05,0.0159192036210012,0
-0.268,-0.036,0.288,0.5586841683813852,-0.898,0.11399999999999999,-0.6220000000000001,0.898,-0.11399999999999999,0.6220000000000001,-0.0002907215795832528,-0.028032100025017995,0.3440506580147298,-0.1420457850212644,0.14119444486990368,-0.05309383694097569,0.10710876247164552,"-0.142046,+0.106886;-0.141790,-0.053094;+0.140939,-0.053014;+0.141194,+0.106965;+0.051195,+0.107109;-0.052046,+0.107029",0.02502202825008088,1,-0.01591733973359114,-1.2597996884191684e-05,-0.0159192036210012,1.3145619428844372e-05,0.0159192036210012,0
-0.292,-0.004,0.28,0.5721538254700391,-0.9219999999999999,0.146,-0.63,0.9219999999999999,-0.146,0.63,-0.00029073072799817314,-0.028426832026157613,0.3444514941097486,-0.14189000149660858,0.14103857424994043,-0.054396158013183066,0.10580640913316414,"-0.141890,+0.105583;-0.141635,-0.054396;+0.140783,-0.054317;+0.141039,+0.105663;+0.051039,+0.105806;-0.051890,+0.105727",0.025929633381093106,1,-0.01591733973359125,-1.259799688409376e-05,-0.0159192036210012,1.3145619429168332e-05,0.0159192036210012,0
-0.276,-0.036,0.296,0.5746094325713772,-0.906,0.11399999999999999,-0.6140000000000001,0.906,-0.11399999999999999,0.6140000000000001,-0.0002907186689970178,-0.02834746462854256,0.34416234985839683,-0.14200954058375645,0.14115824133294866,-0.05454903586088988,0.10565359985211764,"-0.142010,+0.105430;-0.141754,-0.054549;+0.140903,-0.054470;+0.141158,+0.105510;+0.051158,+0.105654;-0.052010,+0.105574",0.026161844347812643,1,-0.01591733973359114,-1.2597996884191706e-05,-0.0159192036210012,1.3145619429266552e-05,0.0159192036210012,0
-0.296,-0.008,0.288,0.5841643604329179,-0.9259999999999999,0.142,-0.6220000000000001,0.9259999999999999,-0.142,0.6220000000000001,-0.00029072706473458055,-0.028651515479436344,0.34450063079823,-0.14187733308489503,0.14102595233476828,-0.05549910978505915,0.1047034964144565,"-0.141877,+0.104480;-0.141622,-0.055499;+0.140770,-0.055420;+0.141026,+0.104560;+0.051026,+0.104703;-0.051877,+0.104624",0.026807882120686015,1,-0.015917339733591027,-1.2597996884024676e-05,-0.0159192036210012,1.3145619429089805e-05,0.0159192036210012,0
-0.292,-0.016,0.292,0.5844381917705241,-0.9219999999999999,0.134,-0.6180000000000001,0.9219999999999999,-0.134,0.6180000000000001,-0.00029072403768236576,-0.0286323412688606,0.34442760442081977,-0.1419074833231997,0.14105613466291986,-0.05553987907198654,0.10466274379581228,"-0.141907,+0.104440;-0.141652,-0.055540;+0.140801,-0.055461;+0.141056,+0.104519;+0.051056,+0.104663;-0.051908,+0.104583",0.02686781728548267,1,-0.015917339733591027,-1.2597996884240673e-05,-0.0159192036210012,1.3145619429266552e-05,0.0159192036210012,0
-0.296,-0.02,0.3,0.5966841710653971,-0.9259999999999999,0.13,-0.6100000000000001,0.9259999999999999,-0.13,0.6100000000000001,-0.0002907203958860111,-0.028857210221801537,0.34447837771683953,-0.1418939010474867,0.1410425986639129,-0.05664419501674517,0.103558461386202,"-0.141894,+0.103335;-0.141638,-0.056644;+0.140787,-0.056565;+0.141043,+0.103415;+0.051043,+0.103558;-0.051894,+0.103479",0.027747247459689046,1,-0.01591733973359081,-1.2597996883945784e-05,-0.0159192036210012,1.3145619429188068e-05,0.0159192036210012,0
-0.176,0.02,0.14,0.3192992326956017,-0.806,0.16999999999999998,-0.77,0.806,-0.16999999999999998,0.77,-0.0002907901211314699,-0.023407645197735864,0.34317156916053276,-0.14223475317417936,0.14138254115071566,-0.03097375832488948,0.12922752468549953,"-0.142235,+0.129006;-0.141979,-0.030974;+0.141127,-0.030896;+0.141383,+0.129084;+0.051383,+0.129228;-0.052235,+0.129149",0.007527063938494004,1,-0.015917339733591027,-1.2597996883926654e-05,-0.015919203621001302,1.3145619429384393e-05,0.015919203621001302,0
-0.128,-0.02,0.132,0.26156452358834903,-0.758,0.13,-0.778,0.758,-0.13,0.778,-0.0002907876677583555,-0.02212124759513554,0.34257982034803114,-0.14244482229835098,0.14159260778035296,-0.02577398445952571,0.1344271837382331,"-0.142445,+0.134206;-0.142189,-0.025774;+0.141337,-0.025696;+0.141593,+0.134283;+0.051593,+0.134427;-0.052445,+0.134349",0.0036137453405199753,1,-0.015917339733591027,-1.2597996884319186e-05,-0.015919203621001306,1.3145619429070335e-05,0.015919203621001306,0
-0.14,-0.016,0.14,0.280912797857271,-0.77,0.134,-0.77,0.77,-0.134,0.77,-0.0002907846938222189,-0.022545473071911053,0.34269549249284037,-0.14241148723014174,0.14155931484406817,-0.027636708949042015,0.13256456694063692,"-0.142411,+0.132343;-0.142156,-0.027637;+0.141304,-0.027559;+0.141559,+0.132421;+0.051559,+0.132565;-0.052412,+0.132487",0.005052190397200593,1,-0.015917339733591027,-1.2597996884162167e-05,-0.015919203621001306,1.3145619428913366e-05,0.015919203621001306,0
-0.172,0.0,0.156,0.32839001202838064,-0.802,0.15,-0.754,0.802,-0.15,0.754,-0.00029078017133768783,-0.02357970834988572,0.34304809533547354,-0.14229900793860173,0.14144690927164252,-0.03208449154481359,0.12811699071109553,"-0.142299,+0.127895;-0.142044,-0.032084;+0.141191,-0.032006;+0.141447,+0.127973;+0.051447,+0.128117;-0.052299,+0.128039",0.00846563428115697,1,-0.015917339733590476,-1.2597996884092507e-05,-0.015919203621001306,1.3145619428834884e-05,0.015919203621001306,0
-0.176,0.0,0.16,0.3363807366660582,-0.806,0.15,-0.75,0.806,-0.15,0.75,-0.0002907784733661467,-0.023741568888993494,0.34308591494468366,-0.1422894174726521,0.1414373413541582,-0.03282277224550906,0.12737875858748565,"-0.142289,+0.127157;-0.142034,-0.032823;+0.141182,-0.032745;+0.141437,+0.127235;+0.051437,+0.127379;-0.052290,+0.127300",0.009042030108660767,1,-0.015917339733591027,-1.2597996884319183e-05,-0.015919203621001306,1.3145619429296203e-05,0.015919203621001306,0
-0.22,-0.016,0.22,0.44058143401645966,-0.85,0.134,-0.6900000000000001,0.85,-0.134,0.6900000000000001,-0.0002907511939981222,-0.025782241313637856,0.34349236507754627,-0.1421990082960026,0.14134728277225692,-0.04241902537787984,0.11778312251341043,"-0.142199,+0.117560;-0.141944,-0.042419;+0.141092,-0.042340;+0.141347,+0.117639;+0.051347,+0.117783;-0.052199,+0.117704",0.01659730171036252,1,-0.015917339733590476,-1.2597996884092493e-05,-0.015919203621001306,1.314561942914886e-05,0.015919203621001306,0
-0.244,-0.032,0.26,0.5062805546334956,-0.874,0.118,-0.65,0.874,-0.118,0.65,-0.00029073278326288487,-0.027012468061058167,0.3437402901205441,-0.14214079132856522,0.14128930015006147,-0.04833173007922363,0.11187071442356401,"-0.142141,+0.111648;-0.141885,-0.048332;+0.141034,-0.048253;+0.141289,+0.111727;+0.051289,+0.111871;-0.052141,+0.111792",0.021279631040260046,1,-0.01591733973359125,-1.2597996884407777e-05,-0.015919203621001306,1.314561942914886e-05,0.015919203621001306,0
-0.24,-0.04,0.264,0.5077322128839178,-0.87,0.10999999999999999,-0.646,0.87,-0.10999999999999999,0.646,-0.00029072980597626906,-0.02698975617320201,0.3436699819727706,-0.14217020461069985,0.1413187451960907,-0.048358473987685155,0.11184399368591312,"-0.142170,+0.111621;-0.141915,-0.048358;+0.141063,-0.048279;+0.141319,+0.111700;+0.051319,+0.111844;-0.052170,+0.111765",0.021329075249510936,1,-0.01591733973359081,-1.25979968841028e-05,-0.015919203621001306,1.3145619429296203e-05,0.015919203621001306,0
-0.244,-0.04,0.268,0.5156743158234662,-0.874,0.10999999999999999,-0.642,0.874,-0.10999999999999999,0.642,-0.0002907282851552982,-0.027149089409568134,0.3437213686165311,-0.14215411737829028,0.14130267897660304,-0.04909146090284085,0.11111103085114298,"-0.142154,+0.110888;-0.141899,-0.049091;+0.141047,-0.049012;+0.141303,+0.110967;+0.051303,+0.111111;-0.052154,+0.111032",0.021902716851650083,1,-0.01591733973359147,-1.2597996884241249e-05,-0.015919203621001306,1.3145619428991849e-05,0.015919203621001306,0
