time,com_x,com_y,com_z,base_x,base_y,base_z,base_roll,base_pitch,base_yaw,support_x_min,support_x_max,support_y_min,support_y_max,com_inside_support,left_contact,right_contact,support_point_count,left_fx,left_fy,left_fz,right_fx,right_fy,right_fz,left_contact_x_mean,left_contact_y_mean,right_contact_x_mean,right_contact_y_mean,right_minus_left_fz,left_force_age,right_force_age,left_force_stale,right_force_stale,com_support_signed_distance,source_sim_time,pose_updated
0.47000000000000003,-0.025006959121363376,-0.16405191520763718,0.33115949858935345,-0.02330967426511407,-0.1632911740824869,0.405932201576872,0.3405166229287759,0.015339494444740153,-0.40858080187075074,-0.12084034867491686,0.20261434204413886,-0.12564737167678863,0.1194750976744864,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.09712030575112886,0.459,0
0.48,-0.030761662325775332,-0.17358798576572562,0.32816395265712234,-0.029750369120477838,-0.17462717792931115,0.4029288728797694,0.36353178800737346,0.01651925895145166,-0.42073777623113123,-0.1218769399059493,0.20200127411509272,-0.12992781154170216,0.11693744359643035,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.1056639069568123,0.47600000000000003,1
0.49,-0.030761662325775332,-0.17358798576572562,0.32816395265712234,-0.029750369120477838,-0.17462717792931115,0.4029288728797694,0.36353178800737346,0.01651925895145166,-0.42073777623113123,-0.1218769399059493,0.20200127411509272,-0.12992781154170216,0.11693744359643035,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.1056639069568123,0.47600000000000003,0
0.5,-0.03694368132420524,-0.18375900389727526,0.3250428545126461,-0.03659272261492961,-0.18668045321725807,0.3997508711345052,0.3916528326840134,0.01949871425746755,-0.43478918646843584,-0.12305535368200471,0.20038030754479058,-0.1345992239826137,0.11368550300232422,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.11400188535932963,0.493,1
0.51,-0.043530185693273084,-0.19448354107947421,0.3213992407422123,-0.04412136758138636,-0.19941191800501973,0.3960087963521336,0.4195265625483728,0.021048568092790227,-0.446460952202887,-0.12374809177410546,0.19944779492137538,-0.138950181648476,0.10976313784184988,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.12326847438613997,0.51,1
0.52,-0.043530185693273084,-0.19448354107947421,0.3213992407422123,-0.04412136758138636,-0.19941191800501973,0.3960087963521336,0.4195265625483728,0.021048568092790227,-0.446460952202887,-0.12374809177410546,0.19944779492137538,-0.138950181648476,0.10976313784184988,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.12326847438613997,0.51,0
0.53,-0.05056308396171648,-0.20586584174736916,0.3175674584190967,-0.05216438904952611,-0.2129515251335586,0.3919804532947333,0.45340672848271707,0.02124463343088831,-0.45638529822939,-0.1252444481025476,0.1972575384445879,-0.14310270411083087,0.1057117129815173,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.1330870883642414,0.527,1
0.54,-0.05056308396171648,-0.20586584174736916,0.3175674584190967,-0.05216438904952611,-0.2129515251335586,0.3919804532947333,0.45340672848271707,0.02124463343088831,-0.45638529822939,-0.1252444481025476,0.1972575384445879,-0.14310270411083087,0.1057117129815173,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.1330870883642414,0.527,0
0.55,-0.0579505340886989,-0.21769687634607662,0.31253876866414804,-0.06077838745326974,-0.22710062642173848,0.38666815796198184,0.486880371570254,0.022053793868900592,-0.4629092422033312,-0.12618186363137254,0.19511008727455426,-0.14642407054080564,0.1009429432471004,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.14386690066933125,0.544,1
0.56,-0.0579505340886989,-0.21769687634607662,0.31253876866414804,-0.06077838745326974,-0.22710062642173848,0.38666815796198184,0.486880371570254,0.022053793868900592,-0.4629092422033312,-0.12618186363137254,0.19511008727455426,-0.14642407054080564,0.1009429432471004,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.14386690066933125,0.544,0
0.5700000000000001,-0.06576181539191087,-0.230084714396773,0.3064868078544383,-0.06973772053651307,-0.24191633825148673,0.38021065363738477,0.5244377175634803,0.02378328043272355,-0.4674257594304668,-0.12783386823134685,0.1908385182805004,-0.1497578429926239,0.09604433474694908,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.15481035664712806,0.561,1
0.58,-0.07405904981375538,-0.2433792331832483,0.30009725138424903,-0.07948858227483688,-0.2577948809213805,0.37327478855373175,0.5634123064585271,0.02264470895938165,-0.470781137621886,-0.13001981651001737,0.18798245315449436,-0.15328538878828593,0.09003357822779953,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.16671269547273287,0.5780000000000001,1
0.59,-0.07405904981375538,-0.2433792331832483,0.30009725138424903,-0.07948858227483688,-0.2577948809213805,0.37327478855373175,0.5634123064585271,0.02264470895938165,-0.470781137621886,-0.13001981651001737,0.18798245315449436,-0.15328538878828593,0.09003357822779953,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.16671269547273287,0.5780000000000001,0
0.6,-0.08280946428626029,-0.2574567709783122,0.29262002518544256,-0.08949088859162277,-0.2745624960341723,0.3651072940674673,0.6050727156008497,0.025805056731843006,-0.47139696122497565,-0.13252896097265549,0.18197891638483682,-0.1569338066958883,0.08343791308382618,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.17852540308273127,0.595,1
0.61,-0.08280946428626029,-0.2574567709783122,0.29262002518544256,-0.08949088859162277,-0.2745624960341723,0.3651072940674673,0.6050727156008497,0.025805056731843006,-0.47139696122497565,-0.13252896097265549,0.18197891638483682,-0.1569338066958883,0.08343791308382618,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.17852540308273127,0.595,0
0.62,-0.09158893704225639,-0.2722473248856816,0.284074385382699,-0.09983904034291495,-0.2923295273922343,0.3556411971466135,0.6504452931193389,0.025761638120321263,-0.47232405442673053,-0.1351612515232365,0.1780655806637557,-0.16030509383881497,0.07605947391274462,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.19167664120560277,0.612,1
0.63,-0.10069094375271924,-0.2876981869598016,0.2739863172623165,-0.11039614728691138,-0.31084743963649636,0.3444328066939248,0.6998241340256739,0.027610593625752255,-0.4722860232591882,-0.13803532513433492,0.17198513883169383,-0.16410301005721228,0.06819482658022069,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.2046366974444351,0.629,1
0.64,-0.10069094375271924,-0.2876981869598016,0.2739863172623165,-0.11039614728691138,-0.31084743963649636,0.3444328066939248,0.6998241340256739,0.027610593625752255,-0.4722860232591882,-0.13803532513433492,0.17198513883169383,-0.16410301005721228,0.06819482658022069,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.2046366974444351,0.629,0
0.65,-0.10996626546486427,-0.30393031220244704,0.2626502723558344,-0.121538884244547,-0.33032188973466386,0.33167287116745525,0.7515140077155238,0.025572717913898892,-0.4724337504987056,-0.13982352138120907,0.16712793067225967,-0.16815492565516416,0.0587152901527021,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.21878213227540794,0.646,1
0.66,-0.10996626546486427,-0.30393031220244704,0.2626502723558344,-0.121538884244547,-0.33032188973466386,0.33167287116745525,0.7515140077155238,0.025572717913898892,-0.4724337504987056,-0.13982352138120907,0.16712793067225967,-0.16815492565516416,0.0587152901527021,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,-0.21878213227540794,0.646,0
