frame,time,RL0,RL1,RL2,RL3,RL4,RL5,LL0,LL1,LL2,LL3,LL4,LL5
72,0.720000000,-0.002984915448,+0.312611421039,-0.608915951042,-0.274614788535,-0.507855932121,-0.312631421572,-0.003118296076,+0.121954218688,+0.806962665025,-0.122213657912,+0.707218212217,-0.121976029986
73,0.730000000,-0.003066108185,+0.318090950117,-0.595404532778,-0.301938345216,-0.494018652476,-0.318111494685,-0.003203116538,+0.127923411360,+0.804294567598,-0.117137697081,+0.704799823419,-0.127945815945
74,0.740000000,-0.003144046183,+0.323332306731,-0.581097935728,-0.330929116527,-0.479309947853,-0.323353373528,-0.003284536793,+0.133644729462,+0.801595027708,-0.112009229458,+0.702360320127,-0.133667703551
75,0.750000000,-0.003219347585,+0.328378939508,-0.567060452111,-0.359413632460,-0.464838847614,-0.328400510866,-0.003362490550,+0.139114245627,+0.798880329955,-0.106861174387,+0.699916405152,-0.139137764973
76,0.760000000,-0.003293680466,+0.333343712144,-0.556776412513,-0.380232537827,-0.454279871148,-0.333365781573,-0.003436927792,+0.144329241737,+0.796166235123,-0.101725567318,+0.697484417637,-0.144353281745
77,0.770000000,-0.003367158751,+0.338234697795,-0.551282102790,-0.391223481049,-0.448759061867,-0.338257259570,-0.003507812298,+0.149288016292,+0.793467918716,-0.096633441531,+0.695080276055,-0.149312552110
78,0.780000000,-0.003439793933,+0.343053091184,-0.551079746940,-0.391331533240,-0.448829134374,-0.343076139654,-0.003575119340,+0.153989705790,+0.790799928189,-0.091614745895,+0.692719438656,-0.154014712396
79,0.790000000,-0.003511566040,+0.347798007188,-0.555982043126,-0.380939171701,-0.454294933186,-0.347821536572,-0.003638833543,+0.158434119722,+0.788176155885,-0.086698293078,+0.690416878744,-0.158459571985
80,0.800000000,-0.003582420589,+0.352466315551,-0.565181051524,-0.361722569786,-0.464288256758,-0.352490319701,-0.003698946908,+0.162621588696,+0.785609824874,-0.081911732915,+0.688187072294,-0.162647461430
81,0.810000000,-0.003652266093,+0.357052514934,-0.577603088382,-0.335910773104,-0.477653788825,-0.357076987088,-0.003755456984,+0.166552824953,+0.783113485139,-0.077281546172,+0.686043995658,-0.166579092953
82,0.820000000,-0.003720981097,+0.361549231980,-0.592278039955,-0.305984987216,-0.492880495029,-0.361574164563,-0.003808365176,+0.170228794384,+0.780699017835,-0.072833054391,+0.684001131347,-0.170255432458
83,0.830000000,-0.003788404670,+0.365946632365,-0.608496255797,-0.273883589337,-0.508739721858,-0.365972016724,-0.003857675186,+0.173650599228,+0.778377645470,-0.068590441797,+0.682071479966,-0.173677582207
84,0.840000000,-0.003854326394,+0.370231809846,-0.625715916844,-0.240721695379,-0.524658265816,-0.370257635918,-0.003903391569,+0.176819370440,+0.776159946150,-0.064576785746,+0.680267576663,-0.176846673188
85,0.850000000,-0.003918495043,+0.374389393822,-0.643530783329,-0.207326250600,-0.540215532498,-0.374415649860,-0.003945518395,+0.179736168769,+0.774055870200,-0.060814092518,+0.678601510555,-0.179763766178
86,0.860000000,-0.003980619529,+0.378401642080,-0.661630828809,-0.174317775348,-0.555101156985,-0.378428314387,-0.003984058010,+0.182401893649,+0.772074757558,-0.057323335431,+0.677084945705,-0.182429760630
87,0.870000000,-0.004040370724,+0.382248583914,-0.679772424510,-0.142172142585,-0.569083041695,-0.382275656588,-0.004019009876,+0.184817198913,+0.770225354619,-0.054124492739,+0.675729142445,-0.184845310369
88,0.880000000,-0.004097384255,+0.385908214980,-0.697757621014,-0.111263371145,-0.581985280624,-0.385935669678,-0.004050369490,+0.186982414476,+0.768515829198,-0.051236582791,+0.674544977823,-0.187010745280
89,0.890000000,-0.004151264279,+0.389356744096,-0.715420230406,-0.081892269170,-0.593673432359,-0.389384559820,-0.004078127372,+0.188897473157,+0.766953782453,-0.048677694229,+0.673542964115,-0.188925998118
90,0.900000000,-0.004201588284,+0.392568890616,-0.732616592470,-0.054305385125,-0.604044800845,-0.392597043540,-0.004102268104,+0.190561841851,+0.765546256674,-0.046465009100,+0.672733264383,-0.190590535667
91,0.910000000,-0.004247912876,+0.395518229237,-0.749219483381,-0.028707522217,-0.613022009627,-0.395546692562,-0.004122769427,+0.191974456314,+0.764299737913,-0.044614816946,+0.672125704130,-0.192003293530
92,0.920000000,-0.004289780491,+0.398177576695,-0.765114132107,-0.005270011016,-0.620548709525,-0.398206320557,-0.004139601371,+0.193133658865,+0.763220152520,-0.043142518057,+0.671729778203,-0.193162613814
93,0.930000000,-0.004326726922,+0.400519412620,-0.780195669910,+0.015863821678,-0.626586656418,-0.400548404045,-0.004152725428,+0.194037138245,+0.762312856750,-0.042062614359,+0.671554652220,-0.194066184992
94,0.940000000,-0.004358289463,+0.402516324058,-0.794367576346,+0.034575053906,-0.631113661943,-0.402545526970,-0.004162093739,+0.194681870733,+0.761582618791,-0.041388686854,+0.671609158099,-0.194710983007
95,0.950000000,-0.004384015461,+0.404141460819,-0.807540836963,+0.050766831787,-0.634122094319,-0.404170836110,-0.004167648299,+0.195064061409,+0.761033592747,-0.041133358990,+0.671901783532,-0.195093212535
96,0.960000000,-0.004403470954,+0.405368986398,-0.819633624081,+0.064362899301,-0.635617722411,-0.405398492051,-0.004169320142,+0.195179084047,+0.760669284405,-0.041308246170,+0.672440655765,-0.195208246867
97,0.970000000,-0.004416249081,+0.406174507579,-0.830571372512,+0.075306737536,-0.635618774334,-0.406204098853,-0.004167028498,+0.195021417873,+0.760492508758,-0.041923892000,+0.673233520337,-0.195050564664
98,0.980000000,-0.004421977882,+0.406535464833,-0.840287160624,+0.083561149722,-0.634155136712,-0.406565094494,-0.004160679889,+0.194584579251,+0.760505339260,-0.042989691985,+0.674287715485,-0.194613681636
99,0.990000000,-0.004420327126,+0.406431466357,-0.848722331222,+0.089108190699,-0.631267658995,-0.406461084957,-0.004150167140,+0.193861047032,+0.760709048155,-0.044513803874,+0.675610142091,-0.193890075884
100,1.000000000,-0.004411013857,+0.405844551311,-0.855827301790,+0.091949381368,-0.627007554063,-0.405874107506,-0.004135368336,+0.192842182390,+0.761104035645,-0.046503039836,+0.677207226548,-0.192871107730
101,1.010000000,-0.004393806425,+0.404759373550,-0.861562521733,+0.092106173272,-0.621435902762,-0.404788814446,-0.004116145782,+0.191518147938,+0.761689743021,-0.048962728677,+0.679084869644,-0.191546938824
102,1.020000000,-0.004368526948,+0.403163305997,-0.865899537462,+0.089620639190,-0.614623277508,-0.403192577506,-0.004092345143,+0.189877837702,+0.762464540979,-0.051896525643,+0.681248367706,-0.189906462110
103,1.030000000,-0.004335052343,+0.401046477256,-0.868822125772,+0.084556365230,-0.606649499961,-0.401075524465,-0.004063795047,+0.187908838125,+0.763425580424,-0.055306135857,+0.683702284715,-0.187937262836
104,1.040000000,-0.004293314409,+0.398401772793,-0.870327442026,+0.076999485506,-0.597603527196,-0.398430540334,-0.004030307724,+0.185597458397,+0.764568585557,-0.059190894680,+0.686450238761,-0.185625648877
105,1.050000000,-0.004243299508,+0.395224835188,-0.870427141217,+0.067059819668,-0.587583468332,-0.395253267601,-0.003991681170,+0.182928866905,+0.765887576238,-0.063547163311,+0.689494574075,-0.182956787206
106,1.060000000,-0.004177913142,+0.391058781631,-0.869865468324,+0.056239435430,-0.577349775012,-0.391086775918,-0.003940798864,+0.179409548065,+0.767699521360,-0.069009054722,+0.693153662117,-0.179437112463
107,1.070000000,-0.004092458985,+0.385592494973,-0.869186782562,+0.045654447564,-0.567475788586,-0.385619916668,-0.003872738255,+0.174695067978,+0.770179335336,-0.075930027880,+0.697606773632,-0.174722156318
108,1.080000000,-0.003990618337,+0.379046215570,-0.868118276406,+0.034860606083,-0.557788398712,-0.379072954875,-0.003790604491,+0.168995324899,+0.773107065253,-0.083884103088,+0.702647121439,-0.169021838743
109,1.090000000,-0.003876074211,+0.371642394979,-0.866404309679,+0.023444202275,-0.548127897803,-0.371668366773,-0.003697486757,+0.162519942714,+0.776274702793,-0.092469425213,+0.708080122249,-0.162545805234
110,1.100000000,-0.003752405295,+0.363600565114,-0.863820775121,+0.011048494609,-0.538360111344,-0.363625708257,-0.003596381636,+0.155473556787,+0.779497121282,-0.101330445585,+0.713734679470,-0.155498712114
111,1.110000000,-0.003622963315,+0.355130330869,-0.860188826630,-0.002600467657,-0.528388557050,-0.355154606678,-0.003490095181,+0.148049285437,+0.782619335660,-0.110173312590,+0.719471345229,-0.148073697330
112,1.120000000,-0.003490734253,+0.346422468618,-0.855388475399,-0.017667073096,-0.518167675866,-0.346445858418,-0.003381122207,+0.140420284983,+0.785520227707,-0.118775102627,+0.725187849744,-0.140443934652
113,1.130000000,-0.003358190695,+0.337638645952,-0.849372379219,-0.034177369885,-0.507717865440,-0.337661147635,-0.003271508511,+0.132729825668,+0.788112925204,-0.126987422390,+0.730822338822,-0.132752708630
114,1.140000000,-0.003227152495,+0.328901031953,-0.842179591790,-0.051988826470,-0.497141998732,-0.328922655608,-0.003162712460,+0.125081111317,+0.790342108315,-0.134734523948,+0.736354185984,-0.125103233290
115,1.150000000,-0.003098684495,+0.320283935697,-0.833947942900,-0.070762386401,-0.486640995214,-0.320304698545,-0.003055495275,+0.117529000875,+0.792178801743,-0.142005571806,+0.741801458353,-0.117550372905
116,1.160000000,-0.002973334240,+0.311828237944,-0.824894378867,-0.089998967444,-0.476496876974,-0.311848160876,-0.002950147544,+0.110095452535,+0.793606821276,-0.148826511974,+0.747206287682,-0.110116087698
117,1.170000000,-0.002851866052,+0.303590220223,-0.815243414435,-0.109185103776,-0.466998433844,-0.303609329251,-0.002847222905,+0.102821086588,+0.794603531102,-0.155211758766,+0.752605707019,-0.102841001831
118,1.180000000,-0.002734524718,+0.295591522883,-0.805305394526,-0.127665114281,-0.458491014805,-0.295609845660,-0.002746794971,+0.095712658100,+0.795168333557,-0.161194305793,+0.758033351499,-0.095731870887
119,1.190000000,-0.002620963700,+0.287813253690,-0.795483380915,-0.144649925522,-0.451360817710,-0.287830815546,-0.002648372072,+0.088736743290,+0.795330017014,-0.166814159774,+0.763500534268,-0.088755267647
120,1.200000000,-0.002509394478,+0.280136391159,-0.786358284295,-0.159018736836,-0.446148304795,-0.280153205440,-0.002550011972,+0.081756643239,+0.795148169732,-0.172151995008,+0.769028539555,-0.081774479604
121,1.210000000,-0.002397248170,+0.272385525297,-0.778600436389,-0.169476767238,-0.443478653853,-0.272401588137,-0.002448976031,+0.074578362956,+0.794685208063,-0.177287245910,+0.774634588386,-0.074595492613
122,1.220000000,-0.002284552912,+0.264562795574,-0.772562282695,-0.175469882539,-0.443553527813,-0.264578103294,-0.002345207487,+0.067197951384,+0.793944801514,-0.182179955745,+0.780274999639,-0.067214355219
123,1.230000000,-0.002171971905,+0.256714779797,-0.768444510906,-0.177333438211,-0.445836697576,-0.256729333163,-0.002239342643,+0.059660915419,+0.792921899698,-0.186771432773,+0.785896032828,-0.059676578770
124,1.240000000,-0.002059980924,+0.248875709184,-0.766411907481,-0.174893374406,-0.450337316846,-0.248889512150,-0.002131878929,+0.052003136140,+0.791618220894,-0.191016400497,+0.791450619152,-0.052018047823
125,1.250000000,-0.001948906768,+0.241069867231,-0.766563426411,-0.167992630546,-0.457113422649,-0.241082925940,-0.002023202050,+0.044252729451,+0.790040289401,-0.194880345710,+0.796897666534,-0.044266880981
126,1.260000000,-0.001838967088,+0.233314163633,-0.768916440737,-0.156639237708,-0.466139576578,-0.233326485687,-0.001913620356,+0.036432439808,+0.788197770791,-0.198337100184,+0.802201301004,-0.036445824856
127,1.270000000,-0.001730313455,+0.225621018899,-0.773406178766,-0.141006532412,-0.477307200990,-0.225632612915,-0.001803404770,+0.028562447902,+0.786102210667,-0.201366944715,+0.807330228151,-0.028575062033
128,1.280000000,-0.001623078058,+0.218001584392,-0.779895908176,-0.121411271735,-0.490436267136,-0.218012459874,-0.001692832938,+0.020663494503,+0.783766245446,-0.203955437603,+0.812257348664,-0.020675335227
129,1.290000000,-0.001516995542,+0.210438699324,-0.787499026192,-0.099641817830,-0.504625098464,-0.210448863996,-0.001582236553,+0.012760240199,+0.781203326348,-0.206093105399,+0.816959724883,-0.012771307343
130,1.300000000,-0.001411355979,+0.202883061464,-0.794438877264,-0.079217896184,-0.518130789420,-0.202892518294,-0.001472051064,+0.004884795190,+0.778427976301,-0.207776082858,+0.821418965829,-0.004895091629
131,1.310000000,-0.001306516731,+0.195361398648,-0.800690166381,-0.060207280976,-0.530910797788,-0.195370153000,-0.001362700646,-0.002931532036,+0.775456491314,-0.209007516826,+0.825621933351,+0.002922000462
132,1.320000000,-0.001202383835,+0.187868209353,-0.806331681747,-0.042472395107,-0.543023944154,-0.187876265959,-0.001254087296,-0.010694788772,+0.772305584743,-0.209794655790,+0.829559181054,+0.010686016907
