frame,RL_target_x,RL_target_y,RL_target_z,LL_target_x,LL_target_y,LL_target_z,RL_target_roll,RL_target_pitch,RL_target_yaw,LL_target_roll,LL_target_pitch,LL_target_yaw,RL0_raw,RL1_raw,RL2_raw,RL3_raw,RL4_raw,RL5_raw,LL0_raw,LL1_raw,LL2_raw,LL3_raw,LL4_raw,LL5_raw,RL0_wrap,RL1_wrap,RL2_wrap,RL3_wrap,RL4_wrap,RL5_wrap,LL0_wrap,LL1_wrap,LL2_wrap,LL3_wrap,LL4_wrap,LL5_wrap,RL_roll_sum,LL_roll_sum,RL_roll_abs_sum,LL_roll_abs_sum,Ref_RL_x,Ref_RL_y,Ref_RL_z,Ref_LL_x,Ref_LL_y,Ref_LL_z,COM_y,ZMP_y_ref,CP_y,RF_y,LF_y,IK_RL_y_input,IK_LL_y_input,RL_condition_number,LL_condition_number,RL_min_singular_value,LL_min_singular_value,RL_iteration_count,LL_iteration_count,RL_final_ERR,LL_final_ERR,RL_converged,LL_converged,RL_roll_jump_guard_used,LL_roll_jump_guard_used,RL_roll_jump_delta_before,LL_roll_jump_delta_before,RL_roll_lowpass_used,LL_roll_lowpass_used,RL_roll_lowpass_delta_before,LL_roll_lowpass_delta_before,RL_pitch_chain_lowpass_used,LL_pitch_chain_lowpass_used,RL_pitch_chain_delta_before,LL_pitch_chain_delta_before,RL_post_guard_fk_pos_err,LL_post_guard_fk_pos_err,RL_post_guard_fk_ori_err,LL_post_guard_fk_ori_err,RL_convergence_fallback_used,LL_convergence_fallback_used,RL_max_abs_delta_theta,LL_max_abs_delta_theta,RL_delta_theta_1,RL_delta_theta_5,LL_delta_theta_1,LL_delta_theta_5,RL_frame_delta_0,RL_frame_delta_1,RL_frame_delta_2,RL_frame_delta_3,RL_frame_delta_4,RL_frame_delta_5,LL_frame_delta_0,LL_frame_delta_1,LL_frame_delta_2,LL_frame_delta_3,LL_frame_delta_4,LL_frame_delta_5,RL_max_abs_frame_delta,LL_max_abs_frame_delta
331,-11.597727030744242,-59.843281610040052,-84.04000000000002,18.402272969255755,60.156718389959948,-84.04000000000002,0,0,0,0,0,0,-2.7963107347520876e-19,0.026921052861861815,-23.301068387277223,2.5630421409051043,20.738026246372119,-0.026921052861861812,1.3016577606562844e-18,0.026921052861860952,-22.854135658814307,2.5494800692510062,20.304655589563303,-0.026921052861860948,-2.7963107347520876e-19,0.035292724655219168,1.8341492589258346,2.5633037251113069,1.8857323231424445,-0.035292724655219168,1.3016577606562844e-18,0.026137058460276055,2.2810950065773961,2.5489000691244152,1.453190231477776,-0.026137058460276009,0,4.5102810375396984e-17,0.070585449310438336,0.052274116920552061,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.048083323463699569,0.071916676536300433,1380.8340131799846,1855.5995877203154,0.087519772278701058,0.083730056605919603,3,3,9.7956998464365787e-09,9.5596791250534573e-09,1,1,0,0,0.016743343586714705,0.0015679888031698737,1,1,0.016743343586714705,0.0015679888031698737,1,1,0.01369000845456725,0.012447183366791849,0.18012034201299049,0.1737682512821852,4.9994959305414574e-16,7.9266470911697068e-16,0,0,1.7403787143652005e-06,2.0363908720719318e-06,-1.4563015897887845e-06,1.4563015895078332e-06,-1.4563016944358465e-06,1.4563016947203248e-06,-1.7391805558510211e-18,-0.0083716717933573492,-0.00990566993884201,-0.0010463368248103677,0.010952006763652378,0.0083716717933573492,-8.53284072980231e-19,0.00078399440158489694,-0.0099577466934341885,0.0023200005063630513,0.0076377461870720254,-0.00078399440158493511,0.010952006763652378,0.0099577466934341885
332,-12.289509602435841,-59.892754806869377,-84.04000000000002,17.710490397564158,60.107245193130623,-84.04000000000002,0,0,0,0,0,0,7.0119201245864189e-19,0.018424923882101311,-23.310896661267659,2.5619238972899154,20.748972763977743,-0.018424923882101311,-1.6685561268865206e-18,0.018424923882100444,-22.864255732434128,2.5511152105898764,20.31314052184425,-0.018424923882100441,7.0119201245864189e-19,0.026858824268660236,1.8243055057457171,2.5621998628541935,1.8966799385796762,-0.026858824268660236,-1.6685561268865206e-18,0.022280991171188251,2.2710073983428538,2.5506721822967844,1.4615057265399465,-0.022280991171188223,0,2.7755575615628914e-17,0.053717648537320473,0.044561982342376474,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.050556983305165809,0.069443016694834186,1376.1425438804799,1839.0406140702371,0.08716438713001376,0.08414017033514877,3,3,6.1502745166847486e-09,6.0557506065044525e-09,1,1,0,0,0.01686780077311786,0.0077121345781756105,1,1,0.01686780077311786,0.0077121345781756105,1,1,0.013684519296539577,0.012609510293177806,0.18002028895199723,0.17418640158165502,4.9970876953677487e-16,1.8046979976546111e-15,0,0,1.0919107801361087e-06,1.2677067074294646e-06,-6.0257783417109284e-07,6.0257783417112513e-07,-6.0257791421833936e-07,6.0257791411081413e-07,9.8082308593385065e-19,-0.0084339003865589318,-0.0098437531801174316,-0.0011038622571133416,0.010947615437231661,0.0084339003865589318,-2.970213887542805e-18,-0.0038560672890878035,-0.010087608234542245,0.0017721131723691386,0.0083154950621704415,0.0038560672890877862,0.010947615437231661,0.010087608234542245
333,-12.976910861916185,-59.942044818336477,-84.04000000000002,17.023089138083812,60.057955181663523,-84.04000000000002,0,0,0,0,0,0,3.9511173014792139e-18,0.0099578201940752654,-23.320610938944036,2.5607542947139565,20.75985664423008,-0.0099578201940752654,2.9519342994496144e-17,0.0099578201941915405,-22.87434433608701,2.5526843578360641,20.321659978250949,-0.0099578201941915856,3.9511173014792139e-18,0.018408322231367749,1.8145653329685922,2.5610434083420039,1.9075765658689925,-0.018408322231367749,2.9519342994496144e-17,0.016119405682689894,2.2609189937736405,2.5522819227282083,1.4699843906777403,-0.016119405682689904,0,-1.0408340855860843e-17,0.036816644462735498,0.032238811365379802,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.05302148387852082,0.066978516121479176,1371.5813844212985,1822.7535561966627,0.086802109155273324,0.084542004859288783,2,2,6.7140063522207105e-05,6.7140113541467079e-05,1,1,0,0,0.016901004074584971,0.012323170976996711,1,1,0.016901004074584971,0.012323170976996711,1,1,0.013620784111644468,0.012610505711517559,0.17916956911921725,0.17553176671282972,2.1653692303212617e-15,2.6932674961314168e-15,0,0,0.0048532981578019024,0.0048532981579772743,0.0048532981578019024,-0.0048532981578018964,0.0048532981579772344,-0.0048532981579772743,3.2499252890205721e-18,-0.0084505020372924872,-0.0097401727771249114,-0.0011564545121895975,0.010896627289316285,0.0084505020372924872,3.1187899121382665e-17,-0.006161585488498357,-0.010088404569213338,0.0016097404314239228,0.0084786641377938565,0.0061615854884983189,0.010896627289316285,0.010088404569213338
334,-13.657501598272031,-59.990941318122239,-84.04000000000002,16.342498401727966,60.009058681877761,-84.04000000000002,0,0,0,0,0,0,1.4451142956482902e-17,0.0015564831417297785,-23.330177347604224,2.5595407386780207,20.770636608926203,-0.0015564831417297985,-5.9834085599479173e-18,0.0015564831417290829,-22.884363591737515,2.5541844716072508,20.330179120130261,-0.0015564831417290829,1.4451142956482902e-17,0.0099824026865487619,1.8049641714850155,2.5598412726108175,1.918379863083753,-0.0099824026865487723,-5.9834085599479173e-18,0.0088379444122094891,2.2508859083393924,2.5538039618314423,1.4784954370087491,-0.0088379444122094926,-1.0408340855860843e-17,-3.4694469519536142e-18,0.019964805373097534,0.017675888824418982,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.055466308867809011,0.064533691132190985,1366.8992921864451,1806.4174207111662,0.086451757456488545,0.084950144608173822,2,2,2.8377961534200093e-05,2.8377962855812601e-05,1,1,0,0,0.016851839089637975,0.014562922540960822,1,1,0.016851839089637975,0.014562922540960822,1,1,0.013504121518451486,0.012541356792809211,0.17764856911137172,0.1754963890449503,4.4434345871150951e-16,2.6508178106669243e-15,0,0,0.0031732058412767177,0.0031732058411995368,0.00317320584127667,-0.0031732058412767177,0.0031732058411994804,-0.0031732058411995368,1.0500025655003688e-17,-0.0084259195448189873,-0.0096011614835767034,-0.0012021357311864378,0.010803297214760477,0.0084259195448189769,-3.5502751554444061e-17,-0.0072814612704804049,-0.010033085434248079,0.0015220391032340075,0.0085110463310087425,0.0072814612704804119,0.010803297214760477,0.010033085434248079
335,-14.329156269469735,-60.039257905578914,-84.04000000000002,15.670843730530265,59.960742094421086,-84.04000000000002,0,0,0,0,0,0,1.4358077028992152e-17,-0.0067452584251061834,-23.339565648517031,2.5582882018727413,20.781277446644289,0.0067452584251061834,-1.0913538258389821e-17,-0.0067452584251239366,-22.894280152724075,2.5556113359937385,20.338668816730337,0.0067452584251239366,1.4358077028992152e-17,0.0016185721307212884,1.7955332984580545,2.5585988160203565,1.9290531927011749,-0.0016185721307212953,-1.0913538258389821e-17,0.0010463429935427763,2.2409460424632934,2.5552498611612791,1.4869894035550104,-0.001046342993542778,-6.9388939039072284e-18,-1.7347234759768071e-18,0.0032371442614425837,0.0020926859870855543,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.057882138240642839,0.062117861759357157,1362.3533316635519,1790.4300812088966,0.086099551257046839,0.085348553491067944,2,2,6.2198907339722656e-06,6.2198947996856806e-06,1,1,0,0,0.016727661111654954,0.015583202837333429,1,1,0.016727661111654954,0.015583202837333429,1,1,0.013341662021776557,0.012424832345121928,0.17553805157245139,0.17422531416367179,3.3342374062709326e-16,3.5666223125485098e-15,0,0,0.0015127307671039124,0.0015127307670676441,0.0015127307671039124,-0.0015127307671038862,0.0015127307670676181,-0.0015127307670676441,-9.3065927490749369e-20,-0.0083638305558274735,-0.0094308730269609953,-0.0012424565904609608,0.010673329617421956,0.008363830555827477,-4.9301296984419034e-18,-0.0077916014186667128,-0.0099398658760989633,0.0014458993298367417,0.0084939665462613334,0.0077916014186667146,0.010673329617421956,0.0099398658760989633
336,-14.990038793951568,-60.086830918448982,-84.04000000000002,15.00996120604843,59.913169081551018,-84.04000000000002,0,0,0,0,0,0,1.5443315759106813e-18,-0.014918295203102623,-23.348751000475797,2.5570028162019174,20.791748184273878,0.014918295203102623,-1.2876860346539204e-18,-0.014918295203105345,-22.904064474952818,2.5569630660461975,20.347101408906621,0.01491829520310535,1.5443315759106813e-18,-0.0066498615361906656,1.7862988422856505,2.5573220161656054,1.9395644487283292,0.0066498615361906621,-1.2876860346539204e-18,-0.0069359761047812843,2.2311306115050806,2.5566204250692137,1.4954342706052899,0.006935976104781286,-3.4694469519536142e-18,1.7347234759768071e-18,0.013299723072381328,0.01387195220956257,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.060260788884146085,0.05973921111585391,1357.9530824768497,1774.8334108527454,0.085747127927077851,0.085735965089664898,2,2,7.8807072693728555e-08,7.8807152178297055e-08,1,1,0,0,0.016536867333823917,0.015964638196648128,1,1,0.016536867333823917,0.015964638196648128,1,1,0.013139070033943767,0.012269288697766001,0.17291469749256835,0.17205118827705496,1.3878245875672548e-15,2.3315171186205562e-15,0,0,0.00012197178727199132,0.00012197178727819874,-0.00012197178727199132,0.00012197178727198959,-0.00012197178727819315,0.00012197178727819874,-1.2813745453081472e-17,-0.0082684336669119549,-0.0092344561724040375,-0.0012767998547511539,0.010511256027154303,0.0082684336669119583,9.6258522237359003e-18,-0.0079823190983240606,-0.0098154309582128008,0.0013705639079346632,0.0084448670502794698,0.007982319098324064,0.010511256027154303,0.0098154309582128008
337,-15.638585773175853,-60.133518044071032,-84.04000000000002,14.361414226824145,59.866481955928968,-84.04000000000002,0,0,0,0,0,0,3.5948916025098722e-17,-0.022937288891236456,-23.357713031945202,2.5556906686052732,20.802022363339933,0.022937288891236578,-9.4454002203648494e-18,-0.022937288891298733,-22.913690867032248,2.5582388733054824,20.355451993726764,0.022937288891298549,3.5948916025098722e-17,-0.014793575213713561,1.7772823258756434,2.5560169381173394,1.949886043186605,0.014793575213713619,-9.4454002203648494e-18,-0.014936632498040009,2.2214664116498932,2.5579151836582286,1.503803711871462,0.014936632498039918,5.8980598183211441e-17,-9.0205620750793969e-17,0.02958715042742718,0.029873264996079927,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.062595145165248514,0.057404854834751481,1353.7062805610362,1759.661421146368,0.085395980915206893,0.086111332721476447,2,2,9.176658267774184e-06,9.1767033609923991e-06,1,1,0,0,0.016287427355045916,0.016001312786517449,1,1,0.016287427355045916,0.016001312786517449,1,1,0.012901993072844677,0.012080249818982482,0.16985104506833776,0.16922547529575582,1.278145446072225e-15,2.6663089557267972e-15,0,0,0.0017255309030351133,0.0017255309031367946,-0.0017255309030349943,0.0017255309030351133,-0.0017255309031367946,0.001725530903136427,3.4404584449188038e-17,-0.0081437136775228958,-0.0090165164100071138,-0.0013050780482659619,0.01032159445827574,0.0081437136775229582,-8.157714185710929e-18,-0.0080006563932587243,-0.0096641998551874053,0.0012947585890148439,0.0083694412661721174,0.0080006563932586323,0.01032159445827574,0.0096641998551874053
338,-16.273488203360913,-60.179196811420809,-84.04000000000002,13.726511796639084,59.820803188579191,-84.04000000000002,0,0,0,0,0,0,-5.8105272937746001e-17,-0.030780434454211462,-23.366435482028862,2.5543577039834244,20.812077778045435,0.030780434454211469,-4.3065270839982214e-17,-0.030780434454292016,-22.923137311163732,2.5594389091960004,20.363698401967728,0.030780434454292252,-5.8105272937746001e-17,-0.02278700483396251,1.7685010625267141,2.5546895508102074,1.9599946938426627,0.022787004833962544,-4.3065270839982214e-17,-0.02285853347616601,2.2119764163736706,2.5591341640884462,1.5120747267174679,0.022858533476166086,3.4694469519536142e-17,7.6327832942979512e-17,0.045574009667925054,0.045717066952332096,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.064879083532737303,0.055120916467262686,1349.6190105492115,1744.9408989778537,0.085047450931680396,0.086473817169954184,2,2,3.2585100682614542e-05,3.2585367237956401e-05,1,1,0,0,0.015986859240497898,0.015843801956252332,1,1,0.015986859240497898,0.015843801956252332,1,1,0.012635813320070355,0.011862494095279175,0.16641507856914964,0.16591806201177159,2.2206764302604463e-15,1.7642854141114304e-15,0,0,0.0032933202473468415,0.0032933202473963809,-0.0032933202473468311,0.0032933202473468415,-0.0032933202473958015,0.0032933202473963809,-9.4054188962844723e-17,-0.0079934296202489475,-0.008781263348929258,-0.0013273873071319997,0.010108650656057705,0.0079934296202489232,-3.3619870619617365e-17,-0.0079219009781260011,-0.0094899952762226292,0.0012189804302176199,0.0082710148460058974,0.0079219009781261677,0.010108650656057705,0.0094899952762226292
339,-16.893672476172156,-60.223763026155233,-84.04000000000002,13.106327523827844,59.776236973844767,-84.04000000000002,0,0,0,0,0,0,8.7718333577441684e-17,-0.038429204090145039,-23.37490583145718,2.5530096436379299,20.821896187819252,0.038429204090145039,5.9784445393414759e-18,-0.038429204090681325,-22.932385259282174,2.5605641160018724,20.371821143280304,0.038429204090681665,8.7718333577441684e-17,-0.030608104462053771,1.7599685303142758,2.5533456250723856,1.9698711517929255,0.030608104462053788,5.9784445393414759e-18,-0.030643868783423667,2.2026800588236712,2.5602781256191873,1.5202271227367306,0.030643868783423876,1.7347234759768071e-17,2.0816681711721685e-16,0.061216208924107562,0.061287737566847543,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.067107394269458692,0.052892605730541296,1345.6958750916972,1730.6920675890576,0.08470272189334839,0.086822772244748034,2,2,6.9262586083317378e-05,6.9263404281001909e-05,1,1,0,0,0.015642199256182529,0.015570670614515579,1,1,0.015642199256182529,0.015570670614515579,1,1,0.012345572437830299,0.011620446937499196,0.16266996819916338,0.16224613946447788,3.4198259586258904e-16,2.5630633376608804e-15,0,0,0.0048214117765197437,0.0048214117766644474,-0.0048214117765197437,0.0048214117765195755,-0.0048214117766642722,0.0048214117766644474,1.4582360651518769e-16,-0.0078210996280912645,-0.0085325322124383263,-0.0013439257378218272,0.009876457950262818,0.0078210996280912472,4.9043715379323693e-17,-0.0077853353072576577,-0.0092963575499993567,0.0011439615307411444,0.0081523960192626532,0.0077853353072577895,0.009876457950262818,0.0092963575499993567
340,-17.4982812649023,-60.267129194963253,-84.04000000000002,12.5017187350977,59.732870805036747,-84.04000000000002,0,0,0,0,0,0,-1.8967185911861433e-18,-0.045866296746737097,-23.383115629327204,2.5516529483779569,20.831462680949247,0.04586629674673709,-2.4804883102036394e-19,-0.045866296746735619,-22.941419342951704,2.561617133541759,20.379802209409945,0.045866296746735619,-1.8967185911861433e-18,-0.038237200604395435,1.7516941855757695,2.5519914837168427,1.9794996378869769,0.038237200604395442,-2.4804883102036394e-19,-0.038255082765079641,2.193593520378049,2.5613493319572447,1.5282424548442954,0.038255082765079745,6.9388939039072284e-18,1.0408340855860843e-16,0.076474401208790871,0.07651016553015938,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.069275702709859749,0.050724297290140247,1341.345000548092,1716.0254597294513,0.08440257770024924,0.087200023803487625,3,3,5.9307382824260495e-09,5.837650693861799e-09,1,1,0,0,0.015258192284683324,0.015222427963311951,1,1,0.015258192284683324,0.015222427963311951,1,1,0.012035607617562505,0.011358173057029573,0.15867445479637313,0.15829618394934342,2.7219801387858725e-15,2.5993931297306612e-15,0,0,1.6581660663997858e-06,1.6581659908084522e-06,1.6581660659489273e-06,-1.6581660663997858e-06,1.6581659903780854e-06,-1.6581659908084522e-06,-8.9615052168627827e-17,-0.0076290961423416612,-0.0082743447385063007,-0.0013541413555429038,0.009628486094051425,0.0076290961423416508,-6.2264933703618398e-18,-0.0076112139816559739,-0.0090865384456222387,0.0010712063380573511,0.0080153321075648876,0.0076112139816558698,0.009628486094051425,0.0090865384456222387
341,-18.086654733567922,-60.309222973100184,-84.04000000000002,11.913345266432076,59.690777026899816,-84.04000000000002,0,0,0,0,0,0,-8.7117607623918374e-18,-0.053081184630995974,-23.391057728613799,2.550291163946564,20.840766564667238,0.053081184630995974,4.2988508310082158e-18,-0.053081184630993442,-22.950227412004054,2.56259851975376,20.387628892250294,0.053081184630993435,-8.7117607623918374e-18,-0.045659192617695701,1.7436856371987917,2.5506312279006198,1.9888684420801781,0.045659192617695708,4.2988508310082158e-18,-0.045668133698036545,2.1847297574470419,2.562348682194457,1.5361068675380871,0.045668133698036587,6.9388939039072284e-18,4.163336342344337e-17,0.091318385235391403,0.091336267396073131,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.071380391616706354,0.048619608383293635,1337.5250327963613,1702.3899033385976,0.084084447418185757,0.087538637061085209,3,3,8.9638725397635671e-09,8.7530126360774706e-09,1,1,0,0,0.014843984026600539,0.0148261018659138,1,1,0.014843984026600539,0.0148261018659138,1,1,0.011711005241501482,0.011079703663757101,0.15448215939907134,0.15413570248611738,3.11237818870604e-15,4.4668545296557466e-16,0,0,2.8777470040742427e-06,2.8777468931663477e-06,2.8777470040742427e-06,-2.8777470029917956e-06,2.8777468931522891e-06,-2.8777468931663477e-06,-6.815042171205694e-18,-0.0074219920133002659,-0.0080085483769778421,-0.0013602558162228995,0.0093688041932011856,0.0074219920133002659,4.5468996620285797e-18,-0.0074130509329569036,-0.008863762931007102,0.00099935023721231531,0.0078644126937916781,0.0074130509329568411,0.0093688041932011856,0.008863762931007102
342,-18.658312382262288,-60.349985659288684,-84.04000000000002,11.341687617737712,59.650014340711316,-84.04000000000002,0,0,0,0,0,0,1.4058749026823696e-18,-0.060062662617802597,-23.398729070520517,2.548929591755098,20.849799478765419,0.06006266261780259,-8.1076801248925226e-18,-0.060062662617800591,-22.958799935812994,2.563511406572184,20.395288529240808,0.060062662617800584,1.4058749026823696e-18,-0.052860927617749146,1.7359468539980201,2.5492699189842023,1.997968534197365,0.052860927617749146,-8.1076801248925226e-18,-0.052865398157918568,2.176098985813689,2.5632788616966384,1.5438074596692559,0.052865398157918589,0,2.0816681711721685e-17,0.10572185523549829,0.10573079631583715,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.073418525926131351,0.046581474073868645,1333.8530759704511,1689.2111469886086,0.083774558653647274,0.087865243390937597,3,3,1.2533912588315123e-08,1.2127054048188097e-08,1,1,0,0,0.014403470000106895,0.014394528919764046,1,1,0.014403470000106895,0.014394528919764046,1,1,0.01137511514648182,0.010788464541690246,0.15014141440113815,0.14981994426331982,8.3391677746150017e-16,3.0431817659357669e-15,0,0,4.5117618116828579e-06,4.5117620385306046e-06,4.5117618116686904e-06,-4.5117618116828579e-06,4.5117620385306046e-06,-4.5117620372607786e-06,1.0117635665074207e-17,-0.0072017350000534441,-0.0077387832007715929,-0.001361308916417503,0.0091000921171868754,0.0072017350000534372,-1.2406530955900738e-17,-0.0071972644598820232,-0.0086307716333529072,0.00093017950218143852,0.0077005921311688041,0.0071972644598820024,0.0091000921171868754,0.0086307716333529072
343,-19.21293574585027,-60.389370754646407,-84.04000000000002,10.787064254149728,59.610629245353593,-84.04000000000002,0,0,0,0,0,0,-1.3580848054710778e-18,-0.066802642449425423,-23.406128549720894,2.5475725181010924,20.858556031619802,0.066802642449425409,2.1630354207440573e-18,-0.066802642449420288,-22.967129994310763,2.5643586218305452,20.402771372480217,0.066802642449420316,-1.3580848054710778e-18,-0.059831785033587284,1.7284795139975673,2.5479119982777143,2.0067937949043069,0.059831785033587277,2.1630354207440573e-18,-0.059834020303669425,2.167708784688803,2.5641426698037639,1.5513338526870186,0.059834020303669452,-6.9388939039072284e-18,2.7755575615628914e-17,0.11966357006717457,0.11966804060733888,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.075387780694017331,0.044612219305982664,1330.3346660417826,1676.4967194204619,0.083473179252698648,0.08817951582647976,3,3,1.6617384288572028e-08,1.5917179949842253e-08,1,1,0,0,0.013941714831676277,0.013937244291501727,1,1,0.013941714831676277,0.013937244291501727,1,1,0.011031575883677648,0.010487751406106582,0.14569633722820943,0.14539636971786643,2.2799757783708448e-15,8.0408140599820101e-16,0,0,6.5790704889497458e-06,6.5790702169847289e-06,6.5790704882151378e-06,-6.5790704889497458e-06,6.5790702169847289e-06,-6.5790702155271597e-06,-2.7639597081534474e-18,-0.0069708574158381387,-0.0074673400004527934,-0.0013579207064879917,0.0088252607069421174,0.0069708574158381317,1.027071554563658e-17,-0.0069686221457508565,-0.0083902011248859765,0.0008638081071254966,0.0075263930177627003,0.0069686221457508635,0.0088252607069421174,0.0083902011248859765
344,-19.750352088900343,-60.427342596498228,-84.04000000000002,10.249647911099654,59.572657403501772,-84.04000000000002,0,0,0,0,0,0,3.2382784281127463e-18,-0.073295028774890761,-23.413257115880604,2.5462238027496551,20.86703331313095,0.073295028774890761,-4.5785363791970972e-18,-0.073295028774876564,-22.975213004734538,2.56514321348866,20.410069791245878,0.073295028774876564,3.2382784281127463e-18,-0.066563406904239023,1.7212831930697066,2.5465614418552671,2.0153406722546121,0.066563406904239023,-4.5785363791970972e-18,-0.066564524539273001,2.1595643361248067,2.5649431047516806,1.5586778663030991,0.066564524539273001,0,0,0.13312681380847805,0.133129049078546,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.077286372786608257,0.042713627213391739,1326.9740749248658,1664.250375762565,0.083180461090587965,0.088481230247902762,3,3,2.1211452450084008e-08,2.0106230191949258e-08,1,1,0,0,0.013463243741303485,0.013461008471207139,1,1,0.013463243741303485,0.013461008471207139,1,1,0.010683596687883322,0.010180560704995402,0.14118670666019109,0.14090633029475802,5.005751919811167e-16,5.0609948879753285e-17,0,0,9.0846719753374614e-06,9.0846721673002689e-06,9.0846719753374614e-06,-9.0846719753374394e-06,9.0846721648433855e-06,-9.0846721673002689e-06,4.5963632335838241e-18,-0.0067316218706517383,-0.007196320927860711,-0.0013505564224471911,0.0085468773503052375,0.0067316218706517453,-6.7415717999411545e-18,-0.0067305042356035766,-0.0081444485639963204,0.00080043494791670611,0.0073440136160805025,0.0067305042356035488,0.0085468773503052375,0.0081444485639963204
345,-20.270519183013437,-60.463875073490065,-84.001946980917481,9.7294808169865608,59.536124926509935,-84.04000000000002,0,0,0,0,0,0,3.2542332781115224e-18,-0.080056707814393613,-23.419874218695846,2.5445581589738047,20.875316059722042,0.080056707814393613,2.1757910062626251e-18,-0.079535483395897055,-22.983046505956739,2.5658683729047569,20.41717813305198,0.079535483395897055,3.2542332781115224e-18,-0.073310057359316311,1.7145502466319416,2.5449588155500971,2.0236762449975485,0.073310057359316311,2.1757910062626251e-18,-0.073050003967585028,2.1516686454342464,2.5656833192741417,1.565833342471197,0.073050003967585028,0,0,0.14662011471863262,0.14610000793517006,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,0.057000000000000002,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.079112996636200125,0.04088700336379987,1331.8374665002684,1652.4725357716418,0.082391168845845658,0.08877025437134671,3,3,2.6537976638824842e-08,2.4708436370839513e-08,1,1,0,0,0.01349330091015459,0.012970958856624052,1,1,0.01349330091015459,0.012970958856624052,1,1,0.01041946592867049,0.009869613363200358,0.13719864318018074,0.13638620699296553,8.3500586112720738e-16,1.3251285014443919e-15,0,0,1.225852414102147e-05,1.2021229988725305e-05,1.2258524137397596e-05,-1.225852414102147e-05,1.2021229986918924e-05,-1.2021229988725305e-05,1.5954849998776188e-20,-0.0067466504550772882,-0.0067329464377650083,-0.0016026263051700518,0.0083355727429363924,0.0067466504550772882,6.7543273854597223e-18,-0.0064854794283120271,-0.0078956906905602864,0.00074021452246109121,0.0071554761680978629,0.0064854794283120271,0.0083355727429363924,0.0078956906905602864
