frame,RL_target_x,RL_target_y,RL_target_z,LL_target_x,LL_target_y,LL_target_z,RL_target_roll,RL_target_pitch,RL_target_yaw,LL_target_roll,LL_target_pitch,LL_target_yaw,RL0_raw,RL1_raw,RL2_raw,RL3_raw,RL4_raw,RL5_raw,LL0_raw,LL1_raw,LL2_raw,LL3_raw,LL4_raw,LL5_raw,RL0_wrap,RL1_wrap,RL2_wrap,RL3_wrap,RL4_wrap,RL5_wrap,LL0_wrap,LL1_wrap,LL2_wrap,LL3_wrap,LL4_wrap,LL5_wrap,RL_roll_sum,LL_roll_sum,RL_roll_abs_sum,LL_roll_abs_sum,Ref_RL_x,Ref_RL_y,Ref_RL_z,Ref_LL_x,Ref_LL_y,Ref_LL_z,COM_y,ZMP_y_ref,CP_y,RF_y,LF_y,IK_RL_y_input,IK_LL_y_input,RL_condition_number,LL_condition_number,RL_min_singular_value,LL_min_singular_value,RL_iteration_count,LL_iteration_count,RL_final_ERR,LL_final_ERR,RL_converged,LL_converged,RL_roll_jump_guard_used,LL_roll_jump_guard_used,RL_roll_jump_delta_before,LL_roll_jump_delta_before,RL_roll_lowpass_used,LL_roll_lowpass_used,RL_roll_lowpass_delta_before,LL_roll_lowpass_delta_before,RL_pitch_chain_lowpass_used,LL_pitch_chain_lowpass_used,RL_pitch_chain_delta_before,LL_pitch_chain_delta_before,RL_post_guard_fk_pos_err,LL_post_guard_fk_pos_err,RL_post_guard_fk_ori_err,LL_post_guard_fk_ori_err,RL_convergence_fallback_used,LL_convergence_fallback_used,RL_max_abs_delta_theta,LL_max_abs_delta_theta,RL_delta_theta_1,RL_delta_theta_5,LL_delta_theta_1,LL_delta_theta_5,RL_frame_delta_0,RL_frame_delta_1,RL_frame_delta_2,RL_frame_delta_3,RL_frame_delta_4,RL_frame_delta_5,LL_frame_delta_0,LL_frame_delta_1,LL_frame_delta_2,LL_frame_delta_3,LL_frame_delta_4,LL_frame_delta_5,RL_max_abs_frame_delta,LL_max_abs_frame_delta
585,-2.6448449338788427,-59.257423322165721,-84.04000000000002,20.336488359690513,60.742576677834279,-71.451809548974808,0,0,0,0,0,0,3.9839041439169089e-18,0.12690478333397909,-23.170006599274139,2.5720650444951185,20.597941554779023,-0.12690478333397909,7.4996305723015189e-18,-0.10927858997465227,-22.839133982482238,2.4335537545668462,20.40558022791539,0.10927858997465228,3.9839041439169089e-18,0.12928001448777185,1.9640035679953707,2.5720971104794108,1.7470846287048076,-0.12928001448777185,7.4996305723015189e-18,-0.09873312347557682,2.2896778022271116,2.4318037454284238,1.5617037595240497,0.09873312347557682,0,0,0.2585600289755437,0.19746624695115364,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.018790409069982895,0.10120959093001711,1445.9956554867799,1349.3727021166169,0.09143808464526379,0.1091704877991832,3,3,2.2683752901287884e-07,1.6127481973309124e-07,1,1,0,0,0.0047504623075855243,0.021090932998150888,1,1,0.0047504623075855243,0.021090932998150888,1,1,0.0065050226772882525,0.028397265737087451,0.085903212919223412,0.41966818846114695,2.6586107357320597e-15,1.3988258109526174e-15,0,0,8.5505886607842592e-05,5.469884655463005e-05,-8.5505886607842592e-05,8.5505886603951255e-05,5.4698846547890365e-05,-5.469884655463005e-05,-2.846704051799564e-17,-0.0023752311537927617,-0.0050757542046611093,-0.00012826393716958151,0.005204018141832023,0.0023752311537927617,4.7438774416813337e-18,-0.010545466499075437,0.015717776035977238,0.0070000365536895259,-0.02271781258966854,0.010545466499075437,0.005204018141832023,0.02271781258966854
586,-3.0033367287361221,-59.275035675986601,-84.04000000000002,21.4032253791529,60.724964324013399,-72.590681406927558,0,0,0,0,0,0,-1.6885788146842802e-17,0.12392596122569391,-23.17536570601111,2.5719073540968247,20.603458351914288,-0.12392596122569394,-3.2734393852632026e-18,-0.12807867016816746,-22.825255837064589,2.4411021836644946,20.384153653400091,0.12807867016816746,-1.6885788146842802e-17,0.12660298785673288,1.9587011317648626,2.5719453053733421,1.7525388700413835,-0.12660298785673291,-3.2734393852632026e-18,-0.11340589682187215,2.3039238737684267,2.4392424960172803,1.5400189373938737,0.11340589682187215,-2.7755575615628914e-17,0,0.25320597571346581,0.22681179364374429,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.01967102676102718,0.10032897323897282,1442.8746360833418,1668.816510926034,0.091330527124224167,0.089237897337091254,3,3,2.0700651250109654e-07,2.4559505024418268e-07,1,1,0,0,0.0053540532620779402,0.029345546692590624,1,1,0.0053540532620779402,0.029345546692590624,1,1,0.0068178016707207689,0.027106027662718191,0.090043731131690188,0.40120615591610476,1.7899690199958091e-15,5.6537842359282047e-15,0,0,8.0009796262387093e-05,8.8284320201428019e-05,-8.0009796262387093e-05,8.0009796247085437e-05,8.8284320201424671e-05,-8.8284320201428019e-05,-2.0869692290759711e-17,-0.0026770266310389701,-0.0053024362305080786,-0.00015180510606871422,0.0054542413365759046,0.0026770266310389423,-1.0773069957564721e-17,-0.014672773346295312,0.014246071541315075,0.0074387505888564576,-0.021684822130175974,0.014672773346295312,0.0054542413365759046,0.021684822130175974
587,-3.3811712123874016,-59.294743652109972,-84.04000000000002,22.303835773520575,60.705256347890028,-73.749152812568909,0,0,0,0,0,0,-7.6825838808546994e-18,0.12059008048363817,-23.181006090854808,2.5717215341440816,20.609284556710726,-0.12059008048363816,-7.4213105567689462e-18,-0.15645624063500618,-22.8130716638655,2.4490150189620197,20.364056644903478,0.15645624063500627,-7.6825838808546994e-18,0.12359653417018553,1.9531283366438013,2.5717662883899335,1.7582906821458508,-0.12359653417018554,-7.4213105567689462e-18,-0.13493106872843916,2.3165204266359618,2.4470605143730717,1.5196043661705503,0.13493106872843921,-1.3877787807814457e-17,5.5511151231257827e-17,0.24719306834037108,0.26986213745687837,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.020656425567195678,0.09934357443280431,1439.691626554044,2148.5925407370787,0.091208918952073031,0.069984919337602938,3,3,1.8680703528554657e-07,4.7109425719402608e-07,1,1,0,0,0.0060129073730947474,0.04305034381313412,1,1,0.0060129073730947474,0.04305034381313412,1,1,0.0071897651305832255,0.025518214029155217,0.09496560489833987,0.3821654657223415,9.7867926798945831e-16,2.7493265645425505e-15,0,0,7.4137512276540617e-05,0.00016119458563401456,-7.4137512276540617e-05,7.4137512276529355e-05,0.00016119458563401456,-0.00016119458562423853,9.2032042659881031e-18,-0.0030064536865473529,-0.0055727951210613469,-0.00017901698340860861,0.005751812104467291,0.0030064536865473668,-4.1478711715057437e-18,-0.021525171906567012,0.012596552867535138,0.007818018355791434,-0.020414571223323463,0.021525171906567067,0.005751812104467291,0.021525171906567067
588,-3.7827805423309435,-59.316857971734017,-84.04000000000002,23.026198667371432,60.683142028265983,-74.911557427476609,0,0,0,0,0,0,-7.1549808700978195e-18,0.11684367821416158,-23.186992178465164,2.5715022093719533,20.615489969093211,-0.11684367821416161,-1.1986101669659305e-16,-0.20362242900730196,-22.802793399058022,2.4572191641420695,20.345574234915951,0.20362242900730207,-7.1549808700978195e-18,0.12022010619217355,1.9472249075313046,2.5715550251755492,1.764405374472733,-0.12022010619217358,-1.1986101669659305e-16,-0.15993106872843915,2.3272623490554532,2.4551874341882698,1.5007355239358617,0.15993106872843921,-2.7755575615628914e-17,5.5511151231257827e-17,0.24044021238434712,0.31986213745687836,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.021762141548397944,0.098237858451602045,1436.413875951218,2935.0207817221258,0.09107122750842836,0.051637600270435666,3,3,1.664599999220394e-07,1.2370744598460421e-06,1,1,0,1,0.0067528559560239426,0.068691360278862842,1,1,0.0067528559560239426,0.050000000000000017,1,1,0.0076433654086009994,0.023586052793358903,0.1009623438475772,0.37619941107684901,3.6521594394408432e-16,1.7440873938983228e-15,0,0,6.7890028197186192e-05,0.00035484945263568877,-6.7890028193580583e-05,6.7890028197186192e-05,0.00035484945261056753,-0.00035484945263568877,5.2760301075687983e-19,-0.0033764279780119782,-0.0059034291124966387,-0.00021126321438424966,0.0061146923268822206,0.0033764279780119644,-1.124397061398241e-16,-0.024999999999999994,0.010741922419491345,0.0081269198151980859,-0.018868842234688543,0.024999999999999994,0.0061146923268822206,0.024999999999999994
589,-4.2136695989399007,-59.34177446640134,-84.04000000000002,23.558049479126819,60.65822553359866,-76.062175723320394,0,0,0,0,0,0,9.2709484648490459e-18,0.11261861106075333,-23.193403711881832,2.5712422096823837,20.622161502199447,-0.1126186110607533,2.2541474990171403e-16,-0.29607319659731041,-22.794665500586621,2.4655956405673094,20.329069860019313,0.29607319659730924,9.2709484648490459e-18,0.11641935862646344,1.9409149949754732,2.571304772781017,1.7709655394230979,-0.11641935862646344,2.2541474990171403e-16,-0.18493106872843915,2.3359130523164717,2.4635139992915014,1.4837582555716147,0.18493106872843898,0,-1.6653345369377348e-16,0.23283871725292687,0.36986213745687813,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.023007966281764165,0.096992033718235837,1433.0017749905942,4406.5505907586257,0.090914825158605161,0.034534522058430286,3,3,1.4621802061085243e-07,5.1266254684788953e-06,1,1,0,1,0.0076014951314202772,0.13614212786887125,1,1,0.0076014951314202772,0.049999999999999989,1,1,0.0082002061879542509,0.021221585455307945,0.10831568507001457,0.41260182752148788,1.4253643388039758e-15,1.3645868985861442e-15,0,0,6.1273192413845268e-05,0.0010759486850878389,-6.1273192413827636e-05,6.1273192413845268e-05,0.0010759486850878389,-0.0010759486850346852,1.6425929334946865e-17,-0.0038007475657101109,-0.0063099125558316871,-0.00025025239453224657,0.0065601649503648218,0.0038007475657101386,3.4527576659830707e-16,-0.024999999999999994,0.0086507032610185775,0.0083265651032315979,-0.016977268364247067,0.024999999999999772,0.0065601649503648218,0.024999999999999994
590,-4.6794394124705372,-59.369897833830308,-84.04000000000002,23.887997147681915,60.630102166169692,-77.185447561516156,0,0,0,0,0,0,-2.2406730660914816e-17,0.10784490896684505,-23.200320976343505,2.5709328077945592,20.629388168548946,-0.10784490896684501,3.7086288021399397e-15,-0.54701800691842262,-22.788987760442279,2.473777319134649,20.315210441307634,0.54701800691842262,-2.2406730660914816e-17,0.11213213379665424,1.9341192008949664,2.571007200791851,1.7780589054927696,-0.11213213379665422,3.7086288021399397e-15,-0.20993106872843914,2.3421853850841474,2.4717246551660197,1.4692752669294216,0.20993106872843897,1.3877787807814457e-17,-1.6653345369377348e-16,0.22426426759330848,0.41986213745687812,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.024414134653212488,0.095585865346787507,1429.4154596697792,7581.8349741883312,0.090736879373059742,0.019845682910260121,3,3,1.2643373128619029e-07,4.7852147603043214e-05,1,1,0,1,0.0085744496596184272,0.36208693818998361,1,1,0.0085744496596184272,0.050000000000000017,1,1,0.0088667075870887402,0.018103735802739607,0.11710685478520073,0.52944392173528387,3.6270242936021346e-16,3.8940488985294548e-15,0,0,5.4326542920566084e-05,0.0061442022508481015,-5.4326542917166107e-05,5.4326542920566084e-05,0.0061442022508481015,-0.006144202250847856,-3.1677679125763862e-17,-0.0042872248298091997,-0.0067957940805065675,-0.00029757198916602334,0.0070933660696717027,0.0042872248298092136,3.4832140522382257e-15,-0.024999999999999994,0.0062723327676756924,0.0082106558745183023,-0.014482988642193106,0.024999999999999994,0.0070933660696717027,0.024999999999999994
591,-5.1833692563176275,-59.401452968743271,-84.04000000000002,24.007976861077086,60.598547031256729,-78.266182617407011,0,0,0,0,0,0,1.7192093466732283e-17,0.10248282288569092,-23.207788794571076,2.5705653531089174,20.637223441462158,-0.10248282288569092,5.1729033604415802e-15,1.4937892633679246,-22.784611612307874,2.4891512311939077,20.295460381113962,-1.4937892633679228,1.7192093466732283e-17,0.10730747834117259,1.9267857874968088,2.570653722645504,1.7857457970372714,-0.10730747834117259,5.1729033604415802e-15,-0.18493106872843915,2.3469407701452072,2.4856659159883301,1.4505786210460478,0.18493106872843901,0,-1.3877787807814457e-16,0.21461495668234518,0.36986213745687813,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.025991891398860691,0.094008108601139312,1425.6308399146458,8211.1921274462729,0.090535441028549046,0.016780655750773192,3,3,1.0762430135711913e-07,1.3366553235184595e-05,1,1,0,1,0.0096493109109633129,1.7037203320963639,1,1,0.0096493109109633129,0.049999999999999989,1,1,0.0096086144306291033,0.023370807354218925,0.12688256072326365,0.64812250920674597,2.1487279622324275e-15,5.6094005014773826e-15,0,0,4.7168224172296889e-05,0.006613446114437367,-4.7168224172296889e-05,4.7168224169051451e-05,-0.0066134461144355342,0.006613446114437367,3.9598824127647099e-17,-0.0048246554554816634,-0.0073334133981575178,-0.00035347814634700825,0.0076868915445018615,0.0048246554554816495,1.4642745583016404e-15,0.024999999999999994,0.0047553850610597692,0.013941260822310397,-0.018696645883373719,-0.024999999999999967,0.0076868915445018615,0.024999999999999994
592,-5.7240042941837652,-59.436296726165423,-84.04000000000002,23.915691190120491,60.563703273834577,-79.289765803345617,0,0,0,0,0,0,7.5016949031350931e-18,0.096555042725030071,-23.215781092987946,2.5701338662163775,20.645647226771569,-0.096555042725030085,-9.9119901734239959e-16,0.48494484322113507,-22.784802518114027,2.4946851716190865,20.290117346494942,-0.48494484322113501,7.5016949031350931e-18,0.10193126053310132,1.9189252660836802,2.5702378375022028,1.7940222035937012,-0.10193126053310134,-9.9119901734239959e-16,-0.15993106872843915,2.3477391225124977,2.4928813204929354,1.4425648641741546,0.15993106872843904,-1.3877787807814457e-17,-1.1102230246251565e-16,0.20386252106620267,0.31986213745687819,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.027734079269968133,0.09226592073003187,1421.6551864271637,8108.3961473736326,0.090310654543640664,0.018876798649212011,3,3,9.0398512566402029e-08,2.9931184347783002e-05,1,1,0,1,0.010752435616142503,0.66987591194957419,1,1,0.010752435616142503,0.050000000000000017,1,1,0.010345508195538144,0.010017196089865621,0.13658400154617706,0.72796587515068079,2.2867629927476573e-15,1.88903979167196e-15,0,0,4.0013399027404385e-05,0.00455271471177684,-4.0013399027404385e-05,4.0013399024338797e-05,-0.00455271471177684,0.0045527147116038655,-9.6903985635971901e-18,-0.0053762178080712514,-0.0078605214131286516,-0.00041588514330115345,0.0082764065564298051,0.0053762178080712375,-6.1641023777839798e-15,0.024999999999999994,0.00079835236729053349,0.0072154045046053383,-0.0080137568718932073,-0.024999999999999994,0.0082764065564298051,0.024999999999999994
593,-6.2980481167074496,-59.474143465555215,-84.04000000000002,23.611740118326313,60.525856534444785,-80.242354912682615,0,0,0,0,0,0,-2.0600212868300165e-18,0.090108673239821385,-23.2242442657185,2.5696339761047251,20.654610289613775,-0.090108673239821371,-1.8972671182981792e-16,0.25438737052366911,-22.787325603554244,2.5031746527350447,20.2841509508192,-0.25438737052366939,-2.0600212868300165e-18,0.096019966886461347,1.9105826236166132,2.5697547483842205,1.8028479351787532,-0.096019966886461347,-1.8972671182981792e-16,-0.13493106872843916,2.3458803246337796,2.501115986286623,1.4361889962591825,0.13493106872843902,0,-1.3877787807814457e-16,0.19203993377292269,0.26986213745687815,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.02962641623945788,0.090373583760542109,1417.5070943868348,5116.7506481831024,0.090063616961851112,0.030464774256902249,3,3,7.5152014385939625e-08,2.5603471878913023e-06,1,1,0,1,0.011822587293279965,0.41431843925210843,1,1,0.011822587293279965,0.050000000000000003,1,1,0.011032164481314055,0.010293332242109265,0.14560968934828708,0.79798538155925636,4.7454120869264626e-16,1.2541606845389502e-15,0,0,3.3090597960238768e-05,0.00072641786281059449,-3.3090597960218778e-05,3.3090597960238768e-05,-0.00072641786281059449,0.0007264178627943899,-9.5617161899651097e-18,-0.0059112936466399618,-0.0083426424670669519,-0.00048308911798233822,0.0088257315850519547,0.0059112936466399757,8.0147230551258167e-16,0.024999999999999994,-0.0018587978787181214,0.00823466579368759,-0.0063758679149721331,-0.024999999999999994,0.0088257315850519547,0.024999999999999994
594,-6.901587796351083,-59.514660530958317,-84.04000000000002,23.098412203648916,60.485339469041683,-81.111067811865496,0,0,0,0,0,0,3.4120871175368721e-18,0.083199152362649034,-23.233115577852129,2.5690624781958116,20.664053099656314,-0.083199152362649034,6.0357988201058765e-17,0.16632445779834298,-22.792764867005161,2.5119276487275224,20.28083721827764,-0.16632445779834312,3.4120871175368721e-18,0.089609559624555205,1.901817045416295,2.5692009322334934,1.8121673295297953,-0.089609559624555205,6.0357988201058765e-17,-0.10993106872843918,2.3411571542973038,2.5097653162393425,1.4322628366429406,0.10993106872843902,0,-1.5265566588595902e-16,0.17921911924911041,0.21986213745687821,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.031652269509612807,0.088347730490387189,1413.2083134315008,3725.6169185377744,0.089795877191039125,0.042057272887702508,3,3,6.1986943804263663e-08,4.7370333970338712e-07,1,1,0,1,0.012820814523812327,0.30125552652678211,1,1,0.012820814523812327,0.049999999999999989,1,1,0.011649242938801763,0.010811662440899372,0.15370033385641313,0.81413717417751674,2.674356294461351e-15,3.977059289831368e-16,0,0,2.6604302091075545e-05,0.00021069958317528764,-2.6604302091075545e-05,2.6604302085695178e-05,-0.00021069958317528764,0.0002106995831751932,5.4721084043668886e-18,-0.0064104072619061703,-0.0087655782003182026,-0.00055381615072702672,0.0093193943510421207,0.0064104072619061703,2.5008470003087666e-16,0.024999999999999994,-0.0047231703364758459,0.0086493299527194978,-0.0039261596162418755,-0.024999999999999994,0.0093193943510421207,0.024999999999999994
595,-7.5303864780174585,-59.557490998653826,-84.04000000000002,22.469613521982541,60.442509001346174,-81.884156649195774,0,0,0,0,0,0,-9.1585096943095036e-21,0.075886464239330501,-23.242327694210779,2.5684173959892243,20.673910298221553,-0.075886464239330501,-7.1431345681863967e-18,0.12018488129581578,-22.800004166664369,2.5202788998003607,20.279725266864009,-0.12018488129581581,-9.1585096943095036e-21,0.082748011931942825,1.8926942366893131,2.568574103238078,1.8219169672521958,-0.082748011931942825,-7.1431345681863967e-18,-0.084931068728439169,2.3344210805026409,2.518176183088157,1.4305880435887872,0.08493106872843903,0,-1.3877787807814457e-16,0.16549602386388565,0.1698621374568782,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.03379379289438815,0.086206207105611846,1408.7820574757172,2982.4705324823794,0.089509317360469298,0.052635500381501853,3,3,5.0760656241682339e-08,1.3887033104822125e-07,1,1,0,1,0.01372309538522469,0.23011595002425494,1,1,0.01372309538522469,0.050000000000000003,1,1,0.012187047152998788,0.010513583561018169,0.16072860575255515,0.77517803051691558,4.177335155618184e-16,1.4272926944876272e-15,0,0,2.0720672212607543e-05,8.201792523685371e-05,-2.0720672212607543e-05,2.0720672208873225e-05,-8.201792523685371e-05,8.2017925232871192e-05,-3.4212456272311816e-18,-0.006861547692612352,-0.0091228087269819014,-0.00062682899541544046,0.0097496377224004505,0.006861547692612352,-6.7501122769245161e-17,0.024999999999999994,-0.0067360737946629001,0.0084108668488145355,-0.0016747930541534117,-0.024999999999999994,0.0097496377224004505,0.024999999999999994
596,-8.180092090372904,-59.602269881991809,-84.04000000000002,21.819907909627094,60.397730118008191,-82.55116672437002,0,0,0,0,0,0,8.0256494749372862e-18,0.068232419523836213,-23.251811940725741,2.5676980037658401,20.684113936959903,-0.068232419523836213,-2.052154918802498e-17,0.091572951505538139,-22.807812198654872,2.5277930936677881,20.280019104987083,-0.091572951505538153,8.0256494749372862e-18,0.075490215727889526,1.883282277731948,2.5678732236602877,1.832029805787353,-0.075490215727889526,-2.052154918802498e-17,-0.059931068728439174,2.3268274401513063,2.525869711551862,1.4304881554764173,0.059931068728439049,0,-1.2490009027033011e-16,0.15098043145577905,0.11986213745687822,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.036032737061287456,0.083967262938712539,1404.2519436903781,2538.6620853443942,0.089206054358868775,0.061869399920231362,3,3,4.1189091843067309e-08,6.1832112821957758e-08,1,1,0,1,0.014515592408106624,0.17650402023397732,1,1,0.014515592408106624,0.049999999999999996,1,1,0.012641048168948286,0.0096169105796310994,0.16663902535271077,0.68624125699388638,2.2551965629857512e-15,9.516662000660198e-16,0,0,1.555935949154543e-05,3.7555431404297521e-05,-1.5559359491542828e-05,1.555935949154543e-05,-3.755543140429605e-05,3.7555431404297521e-05,8.0348079846315957e-18,-0.0072577962040533128,-0.0094119589573651297,-0.00070087957779030319,0.010112838535157209,0.0072577962040533128,-1.3378414619838584e-17,0.024999999999999994,-0.0075936403513345851,0.0076935284637049683,-9.9888112369939108e-05,-0.024999999999999981,0.010112838535157209,0.024999999999999994
597,-8.8463898461730306,-59.648635951587195,-84.04000000000002,21.153610153826968,60.351364048412805,-83.103077870366519,0,0,0,0,0,0,-5.2388933751399187e-18,0.060298641474694409,-23.26150070482797,2.5669048018497853,20.694595902978183,-0.060298641474694402,8.3877229230278832e-19,0.071831642724872788,-22.81616816323314,2.5343514769238764,20.281816686309263,-0.071831642724872788,-5.2388933751399187e-18,0.067894428601291953,1.8736488746586888,2.567098486211886,1.8424379463090077,-0.067894428601291953,8.3877229230278832e-19,-0.034931068728439173,2.3186239404184272,2.5326551238494734,1.4319062429116862,0.034931068728439076,0,-9.7144514654701197e-17,0.13578885720258391,0.069862137456878248,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.038351040541056855,0.081648959458943141,1399.6413254985202,2255.654506471381,0.088888353736992956,0.069598856071147089,3,3,3.2962114874161551e-08,3.8054631895141901e-08,1,1,0,1,0.015191574253195122,0.13176271145331198,1,1,0.015191574253195122,0.050000000000000003,1,1,0.01301017565207019,0.010254374666100574,0.17142373927714008,0.55919219655424446,4.116958963317033e-15,4.0072112295064249e-16,0,0,1.1190482032601761e-05,1.8906783056344144e-05,-1.1190482031559958e-05,1.1190482032601761e-05,-1.8906783053886302e-05,1.8906783056344144e-05,-1.3264542850077205e-17,-0.0075957871265975585,-0.0096334030732592169,-0.00077473744840172998,0.01040814052165473,0.0075957871265975585,2.1360321480327769e-17,0.025000000000000001,-0.0082034997328790382,0.0067854122976114262,0.0014180874352689443,-0.024999999999999974,0.01040814052165473,0.025000000000000001
598,-9.525111149305765,-59.69624015506006,-84.04000000000002,20.474888850694235,60.30375984493994,-83.532426435730358,0,0,0,0,0,0,2.5700915196135706e-18,0.052145098313887563,-23.271329159166861,2.5660394492307348,20.705289709936125,-0.052145098313887556,-9.2007894389750293e-18,0.057116921661889329,-22.825036307772304,2.5398609428975312,20.285175364874775,-0.057116921661889336,2.5700915196135706e-18,0.060019763457589762,1.8638594305729272,2.5662512566269648,1.853074619979693,-0.060019763457589762,-9.2007894389750293e-18,-0.0099310687284391748,2.30988872484052,2.5384197790879197,1.4348768032511494,0.0099310687284391019,0,-7.2858385991025898e-17,0.12003952691517952,0.019862137456878277,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.040731250714699963,0.079268749285300033,1394.9728978274723,2070.6190008344061,0.088558554602194611,0.075715512694905618,3,3,2.5827679612511075e-08,2.679857220310471e-08,1,1,0,1,0.015749330287404412,0.092047990390328502,1,1,0.015749330287404412,0.049999999999999996,1,1,0.013295842088357547,0.010919019472385827,0.17510825147877582,0.40722270433638591,1.5011764146586853e-15,2.6935228547772374e-15,0,0,7.6358149212091291e-06,1.0032800160548961e-05,-7.6358149193500154e-06,7.6358149212091291e-06,-1.0032800160548961e-05,1.0032800160533062e-05,7.8089848947534893e-18,-0.0078746651437022058,-0.009789444085761545,-0.00084722958492111644,0.010636673670685326,0.0078746651437022058,-1.0039561731277818e-17,0.024999999999999998,-0.0087352155779072405,0.0057646552384462701,0.0029705603394631908,-0.024999999999999974,0.010636673670685326,0.024999999999999998
599,-10.212308779766921,-59.744751406257961,-84.04000000000002,19.787691220233079,60.255248593742039,-83.833406217655536,0,0,0,0,0,0,-2.2169233634982663e-18,0.043829059772269641,-23.281236453694589,2.5651046614001722,20.716131792294416,-0.043829059772269641,6.9664896819977778e-18,0.045439948457982611,-22.834366554409673,2.5442474809829467,20.290119073426727,-0.045439948457982611,-2.2169233634982663e-18,0.051924411614929701,1.85397570613359,2.5653339804455308,1.863875620600463,-0.051924411614929701,6.9664896819977778e-18,0.015068931271560825,2.3006774844150408,2.5430819406039413,1.4394258821606052,-0.015068931271560865,0,-3.9898639947466563e-17,0.1038488232298594,0.030137862543121688,-0.007536014566,-0.041642699822,0.000000000000,0.003195629262,0.078357300179,0.000000000000,-0.018357300179,-0.059999999999999998,-0.015426964193,-0.059999999999999998,0.059999999999999998,-0.043156813274595168,0.076843186725404827,1390.2684810562737,1952.033253934977,0.088219004923063241,0.080138708554427798,3,3,1.9627916524129024e-08,1.9418596885508059e-08,1,1,0,1,0.016190703685320121,0.055371017186421789,1,1,0.016190703685320121,0.050000000000000003,1,1,0.013501250775963316,0.011514050531847175,0.17774130013690656,0.25428216572852669,2.6682376090192216e-15,9.4480908304496802e-16,0,0,4.8731865093413952e-06,5.4302330480676633e-06,-4.8731865077249565e-06,4.8731865093413952e-06,-5.4302330472279826e-06,5.4302330480676633e-06,-4.7870148831118369e-18,-0.0080953518426600604,-0.0098837244393372714,-0.00091727618143400136,0.01080100062076994,0.0080953518426600604,1.6167279120972807e-17,0.025000000000000001,-0.0092112404254791613,0.0046621615160216123,0.0045490789094557726,-0.024999999999999967,0.01080100062076994,0.025000000000000001
