frame,RL1_wrap,RL5_wrap,LL1_wrap,LL5_wrap
419,-0.08044999999999929,0.08044999999999929,-0.02441999999999951,0.02441999999999951
420,-0.030449999999999283,0.030449999999999283,0.02558000000000049,-0.02558000000000049
421,0.01955000000000072,-0.01955000000000072,0.0755800000000005,-0.0755800000000005
422,0.06955000000000072,-0.06955000000000072,0.1255800000000005,-0.1255800000000005
423,0.11955000000000073,-0.11955000000000073,0.1755800000000005,-0.1755800000000005
424,0.16955000000000073,-0.16955000000000073,0.2255800000000005,-0.2255800000000005
425,0.21955000000000074,-0.21955000000000074,0.2755800000000005,-0.2755800000000005
426,0.26955000000000073,-0.26955000000000073,0.3255800000000005,-0.3255800000000005
427,0.3195500000000007,-0.3195500000000007,0.37558000000000047,-0.37558000000000047
428,0.3695500000000007,-0.3695500000000007,0.42558000000000046,-0.42558000000000046
429,0.4195500000000007,-0.4195500000000007,0.47558000000000045,-0.47558000000000045
430,0.4695500000000007,-0.4695500000000007,0.5255800000000005,-0.5255800000000005
431,0.5195500000000007,-0.5195500000000007,0.5755800000000005,-0.5755800000000005
432,0.5695500000000008,-0.5695500000000008,0.6255800000000006,-0.6255800000000006
433,0.6195500000000008,-0.6195500000000008,0.6755800000000006,-0.6755800000000006
434,0.6695500000000009,-0.6695500000000009,0.7255800000000007,-0.7255800000000007
435,0.7195500000000009,-0.7195500000000009,0.7755800000000007,-0.7755800000000007
436,0.769550000000001,-0.769550000000001,0.8255800000000008,-0.8255800000000008
437,0.819550000000001,-0.819550000000001,0.8755800000000008,-0.8755800000000008
438,0.869550000000001,-0.869550000000001,0.9255800000000008,-0.9255800000000008
439,0.9195500000000011,-0.9195500000000011,0.9755800000000009,-0.9755800000000009
440,0.9695500000000011,-0.9695500000000011,1.0255800000000008,-1.0255800000000008
441,1.019550000000001,-1.019550000000001,1.0755800000000009,-1.0755800000000009
442,1.069550000000001,-1.069550000000001,1.125580000000001,-1.125580000000001
443,1.1195500000000012,-1.1195500000000012,1.175580000000001,-1.175580000000001
444,1.1695500000000012,-1.1695500000000012,1.225580000000001,-1.225580000000001
445,1.2195500000000012,-1.2195500000000012,1.275580000000001,-1.275580000000001
446,1.2695500000000013,-1.2695500000000013,1.325580000000001,-1.325580000000001
447,1.3195500000000013,-1.3195500000000013,1.3755800000000011,-1.3755800000000011
448,1.3695500000000014,-1.3695500000000014,1.4255800000000012,-1.4255800000000012
449,1.4195500000000014,-1.4195500000000014,1.4755800000000012,-1.4755800000000012
450,1.45105,-1.45105,1.5255800000000013,-1.5255800000000013
451,1.45024,-1.45024,1.5755800000000013,-1.5755800000000013
452,1.44926,-1.44926,1.6255800000000014,-1.6255800000000014
453,1.44809,-1.44809,1.64079,-1.64079
454,1.44669,-1.44669,1.61701,-1.61701
455,1.44502,-1.44502,1.59327,-1.59327
456,1.44305,-1.44305,1.56978,-1.56978
457,1.44075,-1.44075,1.54676,-1.54676
458,1.43811,-1.43811,1.52445,-1.52445
459,1.43514,-1.43514,1.5031,-1.5031
460,1.43182,-1.43182,1.48296,-1.48296
461,1.42815,-1.42815,1.46432,-1.46432
462,1.42411,-1.42411,1.44746,-1.44746
463,1.4197,-1.4197,1.4327,-1.4327
464,1.4149,-1.4149,1.42035,-1.42035
465,1.4097,-1.4097,1.41074,-1.41074
466,1.40409,-1.40409,1.40409,-1.40409
467,1.39806,-1.39806,1.39806,-1.39806
468,1.39157,-1.39157,1.39157,-1.39157
469,1.38463,-1.38463,1.38463,-1.38463
470,1.37721,-1.37721,1.37721,-1.37721
471,1.36928,-1.36928,1.36928,-1.36928
472,1.36083,-1.36083,1.36083,-1.36083
473,1.35183,-1.35183,1.35183,-1.35183
474,1.34226,-1.34226,1.34226,-1.34226
475,1.3321,-1.3321,1.3321,-1.3321
476,1.32131,-1.32131,1.32131,-1.32131
477,1.30987,-1.30987,1.30987,-1.30987
478,1.29775,-1.29775,1.29775,-1.29775
479,1.28493,-1.28493,1.28493,-1.28493
480,1.27138,-1.27138,1.27138,-1.27138
481,1.25707,-1.25707,1.25707,-1.25707
482,1.24197,-1.24197,1.24197,-1.24197
483,1.22606,-1.22606,1.22606,-1.22606
484,1.20931,-1.20931,1.20931,-1.20931
485,1.19171,-1.19171,1.19171,-1.19171
486,1.17324,-1.17324,1.17324,-1.17324
487,1.15387,-1.15387,1.15387,-1.15387
488,1.13362,-1.13362,1.13362,-1.13362
489,1.11245,-1.11246,1.11245,-1.11246
490,1.0904,-1.0904,1.0904,-1.0904
491,1.06745,-1.06745,1.06745,-1.06745
492,1.04363,-1.04363,1.04363,-1.04363
493,1.01896,-1.01896,1.01896,-1.01896
494,0.993477,-0.993478,0.993477,-0.993478
495,0.96723,-0.967231,0.96723,-0.967231
496,0.940272,-0.940272,0.940272,-0.940272
497,0.912666,-0.912667,0.912666,-0.912667
498,0.884488,-0.884489,0.884488,-0.884489
499,0.855821,-0.855822,0.855821,-0.855822
500,0.826757,-0.826758,0.826757,-0.826758
501,0.797394,-0.797395,0.797394,-0.797395
502,0.767837,-0.767838,0.767837,-0.767838
503,0.738194,-0.738195,0.738194,-0.738195
504,0.708574,-0.708574,0.708574,-0.708574
505,0.679086,-0.679087,0.679086,-0.679087
506,0.649837,-0.649838,0.649837,-0.649838
507,0.620932,-0.620932,0.620932,-0.620932
508,0.592466,-0.592467,0.592466,-0.592467
509,0.56453,-0.564531,0.56453,-0.564531
510,0.537207,-0.537207,0.537207,-0.537207
511,0.510567,-0.510567,0.510567,-0.510567
512,0.484673,-0.484674,0.484673,-0.484674
513,0.459579,-0.459579,0.459579,-0.459579
514,0.435325,-0.435325,0.435325,-0.435325
515,0.411944,-0.411945,0.411944,-0.411945
516,0.38946,-0.38946,0.38946,-0.38946
517,0.367886,-0.367887,0.367886,-0.367887
518,0.34723,-0.34723,0.34723,-0.34723
519,0.32749,-0.32749,0.32749,-0.32749
520,0.308659,-0.30866,0.308659,-0.30866
521,0.290726,-0.290726,0.290726,-0.290726
522,0.273673,-0.273673,0.273673,-0.273673
523,0.257479,-0.257479,0.257479,-0.257479
524,0.242121,-0.242121,0.242121,-0.242121
525,0.227572,-0.227573,0.227572,-0.227573
526,0.213805,-0.213805,0.213805,-0.213805
527,0.20079,-0.20079,0.20079,-0.20079
528,0.188496,-0.188496,0.188496,-0.188496
529,0.176894,-0.176894,0.176894,-0.176894
530,0.165952,-0.165952,0.165952,-0.165952
531,0.15564,-0.15564,0.15564,-0.15564
532,0.145927,-0.145927,0.145927,-0.145927
533,0.136784,-0.136784,0.136784,-0.136784
534,0.128182,-0.128182,0.128182,-0.128182
535,0.120093,-0.120093,0.120093,-0.120093
536,0.112489,-0.112489,0.112489,-0.112489
537,0.105345,-0.105345,0.105345,-0.105345
538,0.0986348,-0.0986349,0.0986348,-0.0986349
539,0.0923345,-0.0923346,0.0923345,-0.0923346
