frame,RL_pos_err_mm,RL_ori_err_deg,LL_pos_err_mm,LL_ori_err_deg,RL_max_delta_deg,LL_max_delta_deg,RL_max_frame_delta_deg,LL_max_frame_delta_deg,RL_max_velocity_deg_s,LL_max_velocity_deg_s,RL_solver_success,LL_solver_success,RL_solver_status,LL_solver_status,RL_nfev,LL_nfev,RL_limit_violation,LL_limit_violation
136,1.96261557335e-14,2.1068455501e-14,2.77555756156e-14,5.6194755242e-15,7.34959469338,7.36185539548,0.782906851772,0.438753468461,78.2906851772,43.8753468461,1,1,3,3,9,7,0,0
137,3.92523114671e-14,1.6538599764e-14,3.41700896807e-14,9.48968351026e-15,6.8114309445,7.50478324644,0.734292101006,0.437877777297,73.4292101006,43.7877777297,1,1,3,3,9,7,0,0
138,1.38777878078e-14,2.57781055495e-14,1.73472347598e-14,6.81290872134e-15,6.30019267172,7.63028481005,0.688239400401,0.436930241571,68.8239400401,43.6930241571,1,1,3,3,8,7,0,0
139,3.10316769156e-14,1.29414067536e-14,4.06088354288e-14,1.00896523491e-14,5.81498486174,7.73824853028,0.644332363955,0.435755617237,64.4332363955,43.5755617237,1,1,3,3,8,7,0,0
140,6.97350206824e-14,1.90798467587e-14,1.38777878078e-14,6.02372815274e-15,5.35502650217,7.82866290058,0.602251815033,0.434205822852,60.2251815033,43.4205822852,1,1,3,3,8,7,0,0
141,1.96261557335e-14,3.05039983151e-14,1.73472347598e-14,1.06975279673e-14,4.91961417935,7.9016263445,0.561760026253,0.432140988681,56.1760026253,43.2140988681,1,1,3,3,8,7,0,0
142,5.72195849815e-14,8.02872931649e-15,4.71895803986e-14,1.18432033972e-14,4.50809173266,7.78486983627,0.522688369414,0.429408784366,52.2688369414,42.9408784366,1,1,3,3,8,7,0,0
143,4.38854183572e-14,1.76268783818e-14,5.81585287368e-14,8.87615254721e-15,4.11982473676,7.65801304132,0.484927252899,0.425956609909,48.4927252899,42.5956609909,1,1,3,3,8,7,0,0
144,3.10316769156e-14,8.46880812338e-15,5.9791366093e-14,5.07140037068e-15,3.75417900935,7.52142040139,0.448417544626,0.421628194919,44.8417544626,42.1628194919,1,1,3,3,8,7,0,0
145,1.96261557335e-14,1.96957178376e-14,6.51849901419e-14,6.42842343123e-13,3.41050261648,7.37557038334,0.417812370455,0.416326972519,41.7812370455,41.6326972519,1,1,3,3,8,7,0,0
146,6.08885468947e-14,1.03983414284e-14,7.15244812269e-14,7.30759830935e-13,3.08811105482,7.22106555784,0.412607874864,0.40996957026,41.2607874864,40.996957026,1,1,3,3,8,7,0,0
147,1.55158384578e-14,4.61095468809e-15,8.61792744692e-14,1.18782471319e-14,2.7862754128,7.05864048507,0.406216336787,0.402486562532,40.6216336787,40.2486562532,1,1,3,3,8,7,0,0
148,1.38777878078e-14,1.21405290983e-14,1.04083408559e-14,1.2754743337e-14,2.50421340438,6.88916708024,0.3985697586,0.393823092178,39.85697586,39.3823092178,1,1,3,3,8,7,0,0
149,5.76387816845e-14,5.5510824597e-15,5.89805981832e-14,2.13708063225e-14,2.24108321812,6.71365710932,0.389615291441,0.383939376728,38.9615291441,38.3939376728,1,1,3,3,8,7,0,0
150,5.72195849815e-14,7.12444995669e-15,3.12250225676e-14,8.18864705943e-15,2.50288074664,6.53326145728,0.379316039522,0.372811096202,37.9316039522,37.2811096202,1,1,3,3,8,7,0,0
151,6.93889390391e-14,1.50287062449e-14,1.04083408559e-14,8.54780374391e-15,2.87053249813,6.34926581378,0.367651751494,0.36042966469,36.7651751494,36.042966469,1,1,3,3,8,7,0,0
152,3.73670872518e-14,1.83123660495e-14,3.81639164715e-14,1.34397314434e-14,3.2251518955,6.16308242883,0.354619397372,0.361350540754,35.4619397372,36.1350540754,1,1,3,3,8,7,0,0
153,1.38777878078e-14,9.92089448736e-15,6.21602521788e-14,1.13381340108e-14,3.56538553067,6.30860354273,0.340233635169,0.362660626195,34.0233635169,36.2660626195,1,1,3,3,8,7,0,0
154,6.35960131078e-14,1.31238809684e-14,7.79661233291e-14,6.27694611254e-15,3.88991270883,6.4842780914,0.324527178158,0.360813003606,32.4527178158,36.0813003606,1,1,3,3,7,7,0,0
155,3.46944695195e-14,8.66647684633e-13,6.29300679179e-14,6.01754156765e-14,4.19746378227,6.65744590925,0.307551073435,0.355661812595,30.7551073435,35.5661812595,1,1,3,3,7,7,0,0
156,1.38777878078e-14,2.26283230158e-13,2.22152998685e-14,2.67089107294e-14,4.48683868418,6.82645021022,0.289374901918,0.347112515793,28.9374901918,34.7112515793,1,1,3,3,7,7,0,0
157,6.08885468947e-14,8.12027464164e-15,5.81585287368e-14,9.17285080701e-15,4.7569256093,6.9896181389,0.270086925116,0.335130790324,27.0086925116,33.5130790324,1,1,3,3,7,7,0,0
158,0,3.86565649539e-15,5.56194657757e-14,1.23181099363e-14,5.00671979733,7.14529412532,0.249794188027,0.319750785484,24.9794188027,31.9750785484,1,1,1,3,7,7,0,0
159,1.12101261755e-13,1.44157044713e-14,5.81585287368e-14,5.22861479623e-15,5.23534239823,7.29187668863,0.228622600904,0.301082284693,22.8622600904,30.1082284693,1,1,3,3,7,7,0,0
160,5.76387816845e-14,3.27566353744e-15,3.12250225676e-14,9.12938209523e-15,5.44205940478,7.42785790247,0.206717006544,0.2793162512,20.6717006544,27.93162512,1,1,3,3,7,7,0,0
161,7.37614539776e-14,1.42985017994e-14,3.46944695195e-15,1.00454104864e-14,5.62630066341,7.5518644785,0.18424125863,0.254728223843,18.424125863,25.4728223843,1,1,3,3,7,7,0,0
162,0,1.97292815996e-15,1.16161726368e-13,1.189639405e-14,5.78767895966,7.7989639252,0.161378296252,0.247099446699,16.1378296252,24.7099446699,1,1,1,3,7,7,0,0
163,6.35960131078e-14,4.35671920264e-15,2.42861286637e-14,1.02868077611e-14,5.92600918753,7.95359331203,0.138330227868,0.15462938683,13.8330227868,15.462938683,1,1,3,3,7,7,0,0
164,5.55111512313e-14,1.52153762994e-15,6.87791060272e-14,4.73810855232e-15,6.04132759046,7.98753447464,0.115318402933,0.264419960915,11.5318402933,26.4419960915,1,1,3,3,7,7,0,0
165,1.38777878078e-14,2.7276939624e-15,6.20633538312e-14,5.48129308317e-15,6.13391104979,7.90511074791,0.108175644967,0.462591424252,10.8175644967,46.2591424252,1,1,3,3,6,7,0,0
166,1.12743681122e-13,1.61561658907e-15,5.76387816845e-14,1.72505185693e-14,6.20429638957,7.71380346791,0.107235117342,0.67962244661,10.7235117342,67.962244661,1,1,3,3,6,7,0,0
167,6.08885468947e-14,6.42977289908e-14,3.27306970834e-14,6.74502545518e-14,6.2532996739,7.42369544542,0.106931832179,0.876502902121,10.6931832179,87.6502902121,1,1,3,3,6,7,0,0
168,5.88784672006e-14,5.90669163806e-15,3.27306970834e-14,1.16159341132e-13,6.28203554104,7.25341779548,0.10717764865,1.04922029807,10.717764865,104.922029807,1,1,3,3,6,7,0,0
169,5.88784672006e-14,9.42050449995e-16,6.73644745505e-14,2.91985757173e-14,6.29193674647,7.99067400819,0.107893611533,1.19453572246,10.7893611533,119.453572246,1,1,3,3,6,8,0,0
170,6.20633538312e-14,1.00721687254e-15,5.59431511414e-14,1.51521592707e-14,6.28477432748,8.73503487236,0.109013823784,1.30841205369,10.9013823784,130.841205369,1,1,3,3,6,8,0,0
171,1.38777878078e-14,1.22282309523e-15,1.11238931551e-13,1.88552486313e-14,6.26222395853,9.46517344155,0.110500616,1.39505652927,11.0500616,139.505652927,1,1,3,3,6,8,0,0
172,6.93889390391e-15,1.23260187651e-14,2.79715755707e-14,2.78494617127e-14,6.22437635605,10.1683481385,0.112366833303,1.45734007101,11.2366833303,145.734007101,1,1,3,3,6,8,0,0
173,6.20633538312e-14,2.275497001e-15,6.44421169934e-14,1.81729848566e-14,6.17086102581,10.8325579716,0.114589241603,1.49630493871,11.4589241603,149.630493871,1,1,3,3,6,8,0,0
174,7.37614539776e-14,4.32624508301e-15,5.38603005815e-14,2.25663557581e-14,6.10127224626,11.4464889253,0.117125778045,1.51280275931,11.7125778045,151.280275931,1,1,3,3,6,8,0,0
175,5.92859355033e-14,1.27656349972e-14,5.29588092909e-14,2.15848632797e-14,6.01517937799,11.9996896768,0.119925366794,1.50792631361,11.9925366794,150.792631361,1,1,3,3,6,8,0,0
176,1.12957008997e-13,3.84478987891e-15,2.42861286637e-14,2.49436678356e-14,5.91213506744,12.4827012352,0.12292880247,1.4829134833,12.292880247,148.29134833,1,1,3,3,6,8,0,0
177,1.01031820261e-13,7.77897112995e-14,3.46944695195e-14,8.64288531843e-15,5.79167024043,13.0149013483,0.126074902388,1.43909492118,12.6074902388,143.909492118,1,1,3,3,6,8,0,0
178,5.92859355033e-14,4.38532230961e-14,6.69162694769e-14,3.31397769439e-13,5.65325831668,14.3927848376,0.138411923756,1.37788348927,13.8411923756,137.788348927,1,1,3,3,6,8,0,0
179,5.72195849815e-14,8.33733371311e-15,2.79715755707e-14,2.87402813717e-13,5.49622526759,15.693585672,0.157033049087,1.30080083436,15.7033049087,130.080083436,1,1,3,3,6,8,0,0
180,6.54613941668e-14,2.1839858825e-15,5.05159101305e-14,1.27685550583e-14,5.31958296195,16.9031147298,0.176642305643,1.2095290578,17.6642305643,120.95290578,1,1,3,3,7,8,0,0
181,6.93889390391e-15,4.26707477193e-15,6.93889390391e-15,4.07705162353e-14,5.12731538213,18.0036941819,0.192267579821,1.10057945218,19.2267579821,110.057945218,1,1,3,3,7,8,0,0
182,1.38777878078e-14,3.70166463178e-15,7.47341745035e-14,5.5150317625e-15,4.92895408189,18.9743438243,0.198361300235,1.04987901275,19.8361300235,104.987901275,1,1,3,3,7,8,0,0
183,5.59431511414e-14,7.90181497359e-15,2.77555756156e-14,9.32957961177e-15,4.73416574548,19.7964612231,0.194788336411,1.01419027099,19.4788336411,101.419027099,1,1,3,3,7,8,0,0
184,1.17142011481e-13,7.56614747485e-15,6.08885468947e-14,2.78909761049e-15,4.5527426607,20.4537042423,0.181423084777,0.964890166947,18.1423084777,96.4890166947,1,1,3,3,7,8,0,0
185,5.88784672006e-14,2.79942443714e-15,1.04083408559e-14,4.52188353143e-15,4.39471683101,20.9353458784,0.173367403226,0.898185688707,17.3367403226,89.8185688707,1,1,3,3,6,8,0,0
186,2.77555756156e-14,1.45762688689e-15,2.50185377655e-14,3.63625537294e-15,4.26986979119,21.2538880042,0.176868205465,0.808946190323,17.6868205465,80.8946190323,1,1,3,3,7,8,0,0
187,6.21602521788e-14,5.81472778093e-15,1.55158384578e-14,4.62093072551e-15,4.18524689703,21.4285969793,0.172831714634,0.701492115607,17.2831714634,70.1492115607,1,1,3,3,7,8,0,0
188,5.9791366093e-14,3.25260050103e-15,1.38777878078e-14,8.63750628395e-15,4.14095116313,21.4841506155,0.162816370439,0.585795415022,16.2816370439,58.5795415022,1,1,3,3,7,8,0,0
189,1.96261557335e-14,1.58282814669e-13,6.79869977755e-14,1.41871602172e-14,4.12812778414,21.4509656525,0.147769795764,0.504752102482,14.7769795764,50.4752102482,1,1,3,3,6,8,0,0
190,0,1.02313899284e-14,1.38777878078e-14,1.09112811881e-15,4.12805634693,21.3651712081,0.128340593659,0.453796628208,12.8340593659,45.3796628208,1,1,1,3,6,8,0,0
191,1.17142011481e-13,1.82399112015e-14,7.11025042036e-14,7.83251307888e-15,4.12799689426,21.2547987064,0.106496485462,0.386486895774,10.6496485462,38.6486895774,1,1,3,3,6,7,0,0
192,5.64785044985e-14,5.57657389712e-16,8.80446933447e-14,2.1478667189e-14,4.12794952894,21.1338200307,0.084641168015,0.313933082271,8.4641168015,31.3933082271,1,1,3,3,6,7,0,0
193,2.50185377655e-14,4.5825397225e-15,6.93889390391e-15,4.08390330882e-15,4.12791374924,21.012945853,0.0638182749475,0.241293231824,6.38182749475,24.1293231824,1,1,3,3,6,7,0,0
194,6.54613941668e-14,5.5977249901e-15,6.54613941668e-14,4.23617500649e-15,4.12788856343,20.8998202897,0.0448608771922,0.172852123672,4.48608771922,17.2852123672,1,1,3,3,6,6,0,0
195,6.20633538312e-14,3.62174613918e-15,5.76387816845e-14,1.18738951545e-15,4.12787260421,20.7993868733,0.0284001328187,0.111957592986,2.84001328187,11.1957592986,1,1,3,3,6,6,0,0
196,2.86097924908e-14,4.2120507901e-15,3.10316769156e-14,8.55041671671e-15,4.12786424319,20.7143471988,0.0148706565912,0.0850396744163,1.48706565912,8.50396744163,1,1,3,3,5,6,0,0
197,1.38777878078e-14,4.00969656573e-15,1.38777878078e-14,4.71708495654e-16,4.12786170523,20.6456405237,0.00451280989034,0.0687066751926,0.451280989034,6.87066751926,1,1,3,3,5,6,0,0
198,6.20633538312e-14,1.01389877307e-14,2.77555756156e-14,3.98911552902e-15,4.12786318296,20.5928882626,0.0026275216031,0.0590707037545,0.26275216031,5.90707037545,1,1,3,3,5,6,0,0
199,9.26413801423e-14,1.81701467555e-14,8.12176708576e-14,1.45223925683e-14,4.12786695109,20.5547686976,0.00670087357615,0.0606665972693,0.670087357615,6.06665972693,1,1,3,3,5,6,0,0
200,5.88784672006e-14,1.88674790229e-14,3.73670872518e-14,9.4650537024e-15,4.12787148097,20.5293107321,0.00805698630002,0.0539489369401,0.805698630002,5.39489369401,1,1,3,3,5,6,0,0
201,5.56194657757e-14,5.51107215922e-14,5.55111512313e-14,8.6077646046e-15,4.12787555497,20.5141173408,0.00724754447541,0.0413593487576,0.724754447541,4.13593487576,1,1,3,3,5,6,0,0
202,2.22152998685e-14,1.51458929539e-15,6.35960131078e-14,1.7549620103e-14,4.12787838098,20.506545797,0.00502819024807,0.0259432644568,0.502819024807,2.59432644568,1,1,3,3,5,6,0,0
203,1.55158384578e-14,7.59698746707e-15,7.24441791896e-14,1.74674488687e-13,4.1278797069,20.5038792285,0.00235937691647,0.0113578050878,0.235937691647,1.13578050878,1,1,3,3,5,5,0,0
204,6.20633538312e-14,6.44572132858e-16,7.50556132966e-14,1.84066699349e-14,4.12787993512,20.5035189629,0.000406104043007,0.00186483815321,0.0406104043007,0.186483815321,1,1,3,3,5,5,0,0
205,6.20633538312e-14,6.44572132858e-16,6.93889390391e-15,1.60182850168e-15,4.12787993512,20.5004207545,0,0.00309820839264,0,0.309820839264,1,1,3,3,2,5,0,0
206,6.20633538312e-14,6.44572132858e-16,3.46944695195e-14,1.84479613191e-14,4.12787993512,20.4796661531,0,0.0207546013848,0,2.07546013848,1,1,3,3,2,5,0,0
207,6.20633538312e-14,6.44572132858e-16,1.55158384578e-14,1.5624456859e-15,4.12787993512,20.4260819717,0,0.0535841814361,0,5.35841814361,1,1,3,3,2,6,0,0
208,6.20633538312e-14,6.44572132858e-16,5.92859355033e-14,2.95723450371e-15,4.12787993512,20.3270270869,0,0.0990548847311,0,9.90548847311,1,1,3,3,2,6,0,0
209,6.20633538312e-14,6.44572132858e-16,6.20633538312e-14,4.468491836e-15,4.12787993512,20.1721887335,0,0.154838353385,0,15.4838353385,1,1,3,3,2,6,0,0
210,6.20633538312e-14,6.44572132858e-16,2.77555756156e-14,5.83483708763e-15,4.12787993512,19.9533802479,0,0.218808485632,0,21.8808485632,1,1,3,3,2,6,0,0
211,6.20633538312e-14,6.44572132858e-16,5.55111512313e-14,6.19826560321e-15,4.12787993512,19.6643487415,0,0.289031506418,0,28.9031506418,1,1,3,3,2,6,0,0
212,6.20633538312e-14,6.44572132858e-16,2.08166817117e-14,2.49929547394e-14,4.12787993512,19.3005977813,0,0.363750960153,0,36.3750960153,1,1,3,3,2,7,0,0
213,6.20633538312e-14,6.44572132858e-16,3.73670872518e-14,1.11044003265e-14,4.12787993512,18.8592277472,0,0.441370034133,0,44.1370034133,1,1,3,3,2,7,0,0
214,6.20633538312e-14,6.44572132858e-16,3.73670872518e-14,3.21159641451e-15,4.12787993512,18.3387948555,0,0.520432891686,0,52.0432891686,1,1,3,3,2,7,0,0
215,6.20633538312e-14,6.44572132858e-16,7.50556132966e-14,9.55814321732e-15,4.12787993512,17.7391887395,0,0.599606116033,0,59.9606116033,1,1,3,3,2,7,0,0
216,6.20633538312e-14,6.44572132858e-16,1.96261557335e-14,1.21686282113e-14,4.12787993512,17.0615278126,0,0.677660926892,0,67.7660926892,1,1,3,3,2,7,0,0
217,6.20633538312e-14,6.44572132858e-16,5.59431511414e-14,1.96034711525e-14,4.12787993512,16.3080711749,0,0.753456637684,0,75.3456637684,1,1,3,3,2,7,0,0
218,6.20633538312e-14,6.44572132858e-16,1.38777878078e-14,2.26670895064e-14,4.12787993512,15.4821456457,0,0.825925529163,0,82.5925529163,1,1,3,3,2,7,0,0
219,6.20633538312e-14,6.44572132858e-16,4.44305997371e-14,2.51216359762e-14,4.12787993512,14.5880862297,0,0.894059416031,0,89.4059416031,1,1,3,3,2,7,0,0
220,6.20633538312e-14,6.44572132858e-16,5.92859355033e-14,6.77798844556e-15,4.12787993512,13.6311882245,0,0.956898005183,0,95.6898005183,1,1,3,3,2,7,0,0
221,6.20633538312e-14,6.44572132858e-16,5.59431511414e-14,9.0115108986e-15,4.12787993512,12.6176688656,0,1.01351935889,0,101.351935889,1,1,3,3,2,8,0,0
222,6.20633538312e-14,6.44572132858e-16,6.93889390391e-15,2.29293352009e-14,4.12787993512,11.5546360936,0,1.06303277207,0,106.303277207,1,1,3,3,2,8,0,0
223,6.20633538312e-14,6.44572132858e-16,5.05159101305e-14,2.10058957221e-14,4.12787993512,10.4500615057,0,1.10457458783,0,110.457458783,1,1,3,3,2,8,0,0
224,6.20633538312e-14,6.44572132858e-16,5.92859355033e-14,2.11641103463e-14,4.12787993512,9.31275379275,0,1.137307713,0,113.7307713,1,1,3,3,2,8,0,0
225,6.20633538312e-14,6.44572132858e-16,1.38777878078e-14,1.23945572194e-14,4.12787993512,8.15232807825,0,1.16042571449,0,116.042571449,1,1,3,3,2,8,0,0
226,6.20633538312e-14,6.44572132858e-16,5.72195849815e-14,1.45535329423e-14,4.12787993512,6.97916529781,0,1.17316278045,0,117.316278045,1,1,3,3,2,8,0,0
227,6.20633538312e-14,6.44572132858e-16,4.38854183572e-14,1.08216914062e-14,4.12787993512,5.80435439951,0,1.17481089829,0,117.481089829,1,1,3,3,2,8,0,0
228,6.20633538312e-14,6.44572132858e-16,2.08166817117e-14,2.04664575729e-14,4.12787993512,4.63960856243,0,1.16474583708,0,116.474583708,1,1,3,3,2,8,0,0
229,6.20633538312e-14,6.44572132858e-16,0,2.66521921114e-14,4.12787993512,4.28406615839,0,1.14246340075,0,114.246340075,1,1,3,1,2,8,0,0
230,6.20633538312e-14,6.44572132858e-16,5.72195849815e-14,1.72291288014e-14,4.12787993512,4.25263404405,0,1.10762698744,0,110.762698744,1,1,3,3,2,8,0,0
231,6.20633538312e-14,6.44572132858e-16,3.10316769156e-14,1.76064297672e-14,4.12787993512,4.22338490516,0,1.06012665015,0,106.012665015,1,1,3,3,2,8,0,0
232,6.20633538312e-14,6.44572132858e-16,5.88784672006e-14,1.32731294308e-14,4.12787993512,4.19652964785,0,1.00014824704,0,100.014824704,1,1,3,3,2,8,0,0
233,6.20633538312e-14,6.44572132858e-16,6.54613941668e-14,2.7038090405e-14,4.12787993512,4.17223935403,0,0.928249070747,0,92.8249070747,1,1,3,3,2,8,0,0
234,6.20633538312e-14,6.44572132858e-16,1.14649343088e-13,1.2949663465e-14,4.12787993512,4.15064182969,0,0.845433580321,0,84.5433580321,1,1,3,3,2,8,0,0
235,6.20633538312e-14,6.44572132858e-16,2.86097924908e-14,1.5872150612e-14,4.12787993512,4.13181802363,0,0.753220004247,0,75.3220004247,1,1,3,3,2,7,0,0
236,6.20633538312e-14,6.44572132858e-16,6.93889390391e-14,2.52668542757e-14,4.12787993512,4.11579822469,0,0.653686610087,0,65.3686610087,1,1,3,3,2,7,0,0
237,6.20633538312e-14,6.44572132858e-16,7.7579192289e-14,1.68434916746e-14,4.12787993512,4.10255795643,0,0.549486272943,0,54.9486272943,1,1,3,3,2,7,0,0
238,6.20633538312e-14,6.44572132858e-16,6.24500451352e-14,9.2951069577e-15,4.12787993512,4.09201350138,0,0.443820900512,0,44.3820900512,1,1,3,3,2,7,0,0
239,6.20633538312e-14,6.44572132858e-16,2.08166817117e-14,1.95701433933e-15,4.12787993512,4.18502642849,0,0.340373266673,0,34.0373266673,1,1,3,3,2,7,0,0
240,6.20633538312e-14,6.44572132858e-16,0,3.6583724743e-15,4.12787993512,4.4282291103,0,0.243202681812,0,24.3202681812,1,1,3,1,2,6,0,0
241,6.20633538312e-14,6.44572132858e-16,4.44305997371e-14,2.9264170894e-15,4.12787993512,4.58484915481,0,0.156620044517,0,15.6620044517,1,1,3,3,2,6,0,0
242,6.20633538312e-14,6.44572132858e-16,6.93889390391e-15,1.23917696985e-15,4.12787993512,4.66991437149,0,0.0850652166806,0,8.50652166806,1,1,3,3,2,6,0,0
243,6.20633538312e-14,6.44572132858e-16,5.88784672006e-14,8.62622721291e-15,4.12787993512,4.70292717495,0,0.0330128034509,0,3.30128034509,1,1,3,3,2,6,0,0
244,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0.0049312007829,0,0.49312007829,1,1,3,3,2,5,0,0
245,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
246,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
247,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
248,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
249,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
250,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
251,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
252,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
253,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
254,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
255,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
256,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
257,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
258,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
259,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
260,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
261,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
262,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
263,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
264,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
265,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
266,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
267,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
268,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
269,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
270,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
271,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
272,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
273,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
274,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
275,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
276,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
277,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
278,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
279,6.20633538312e-14,6.44572132858e-16,1.14439169963e-13,2.29747857506e-15,4.12787993512,4.70785837573,0,0,0,0,1,1,3,3,2,2,0,0
