frame,RL1_wrap_original,RL1_wrap_rate005,RL1_wrap_diff,RL5_wrap_original,RL5_wrap_rate005,RL5_wrap_diff,LL1_wrap_original,LL1_wrap_rate005,LL1_wrap_diff,LL5_wrap_original,LL5_wrap_rate005,LL5_wrap_diff
325,1.35224,1.35224,0.0,-1.35224,-1.35224,0.0,1.43187,1.43187,0.0,-1.43187,-1.43187,0.0
326,1.33255,1.33255,0.0,-1.33255,-1.33255,0.0,1.392,1.392,0.0,-1.392,-1.392,0.0
327,1.30814,1.30814,0.0,-1.30814,-1.30814,0.0,1.34893,1.34893,0.0,-1.34893,-1.34893,0.0
328,1.27743,1.27743,0.0,-1.27743,-1.27743,0.0,1.30174,1.30174,0.0,-1.30174,-1.30174,0.0
329,1.23805,1.23805,0.0,-1.23805,-1.23805,0.0,1.24905,1.2517399999999999,0.002689999999999859,-1.24905,-1.2517399999999999,-0.002689999999999859
330,1.18633,1.18805,0.0017199999999999438,-1.18633,-1.18805,-0.0017199999999999438,1.1886,1.2017399999999998,0.013139999999999707,-1.1886,-1.2017399999999998,-0.013139999999999707
331,1.11636,1.13805,0.021689999999999987,-1.11636,-1.13805,-0.021689999999999987,1.11636,1.1517399999999998,0.035379999999999745,-1.11636,-1.1517399999999998,-0.035379999999999745
332,1.01828,1.08805,0.06976999999999989,-1.01828,-1.08805,-0.06976999999999989,1.01828,1.1017399999999997,0.08345999999999965,-1.01828,-1.1017399999999997,-0.08345999999999965
333,0.875379,1.03805,0.1626709999999999,-0.875379,-1.03805,-0.1626709999999999,0.875379,1.0517399999999997,0.17636099999999966,-0.875379,-1.0517399999999997,-0.17636099999999966
334,0.661314,0.9880499999999999,0.3267359999999999,-0.661314,-0.9880499999999999,-0.3267359999999999,0.661314,1.0017399999999996,0.3404259999999997,-0.661314,-1.0017399999999996,-0.3404259999999997
335,0.348254,0.9380499999999998,0.5897959999999998,-0.348251,-0.9380499999999998,-0.5897989999999999,0.348253,0.9517399999999996,0.6034869999999997,-0.348251,-0.9517399999999996,-0.6034889999999996
336,-0.0456862,0.8880499999999998,0.9337361999999998,0.0456897,-0.8880499999999998,-0.9337396999999998,-0.0456862,0.9017399999999995,0.9474261999999996,0.0456898,-0.9017399999999995,-0.9474297999999995
337,-0.420214,0.8380499999999997,1.2582639999999996,0.420212,-0.8380499999999997,-1.2582619999999998,-0.420214,0.8517399999999995,1.2719539999999996,0.420212,-0.8517399999999995,-1.2719519999999995
338,-0.698263,0.7880499999999997,1.4863129999999996,0.698262,-0.7880499999999997,-1.4863119999999999,-0.698263,0.8017399999999995,1.5000029999999995,0.698262,-0.8017399999999995,-1.5000019999999994
339,-0.885085,0.7380499999999997,1.6231349999999996,0.885085,-0.7380499999999997,-1.6231349999999996,-0.885085,0.7517399999999994,1.6368249999999995,0.885085,-0.7517399999999994,-1.6368249999999995
340,-1.01076,0.6880499999999996,1.6988099999999997,1.01076,-0.6880499999999996,-1.6988099999999997,-1.01076,0.7017399999999994,1.7124999999999995,1.01076,-0.7017399999999994,-1.7124999999999995
341,-1.09832,0.6380499999999996,1.7363699999999995,1.09832,-0.6380499999999996,-1.7363699999999995,-1.09832,0.6517399999999993,1.7500599999999993,1.09832,-0.6517399999999993,-1.7500599999999993
342,-1.16176,0.5880499999999995,1.7498099999999994,1.16176,-0.5880499999999995,-1.7498099999999994,-1.16176,0.6017399999999993,1.7634999999999992,1.16176,-0.6017399999999993,-1.7634999999999992
343,-1.20937,0.5380499999999995,1.7474199999999995,1.20937,-0.5380499999999995,-1.7474199999999995,-1.20937,0.5517399999999992,1.7611099999999993,1.20937,-0.5517399999999992,-1.7611099999999993
344,-1.24618,0.4880499999999995,1.7342299999999995,1.24618,-0.4880499999999995,-1.7342299999999995,-1.24618,0.5017399999999992,1.7479199999999993,1.24618,-0.5017399999999992,-1.7479199999999993
345,-1.27716,0.4380499999999995,1.7152099999999995,1.27716,-0.4380499999999995,-1.7152099999999995,-1.27534,0.4517399999999992,1.727079999999999,1.27534,-0.4517399999999992,-1.727079999999999
346,-1.30812,0.3880499999999995,1.6961699999999995,1.30812,-0.3880499999999995,-1.6961699999999995,-1.29891,0.4017399999999992,1.700649999999999,1.29891,-0.4017399999999992,-1.700649999999999
347,-1.3395,0.3380499999999995,1.6775499999999994,1.3395,-0.3380499999999995,-1.6775499999999994,-1.31829,0.3517399999999992,1.6700299999999992,1.31829,-0.3517399999999992,-1.6700299999999992
348,-1.3714,0.28804999999999953,1.6594499999999994,1.3714,-0.28804999999999953,-1.6594499999999994,-1.33445,0.30173999999999923,1.6361899999999991,1.33445,-0.30173999999999923,-1.6361899999999991
349,-1.40382,0.23804999999999954,1.6418699999999995,1.40382,-0.23804999999999954,-1.6418699999999995,-1.34808,0.25173999999999924,1.5998199999999991,1.34808,-0.25173999999999924,-1.5998199999999991
350,-1.43669,0.18804999999999955,1.6247399999999996,1.43669,-0.18804999999999955,-1.6247399999999996,-1.35969,0.20173999999999925,1.5614299999999992,1.35969,-0.20173999999999925,-1.5614299999999992
351,-1.46986,0.13804999999999956,1.6079099999999995,1.46986,-0.13804999999999956,-1.6079099999999995,-1.36967,0.15173999999999926,1.5214099999999993,1.36967,-0.15173999999999926,-1.5214099999999993
352,-1.50317,0.08804999999999956,1.5912199999999994,1.50317,-0.08804999999999956,-1.5912199999999994,-1.37831,0.10173999999999926,1.4800499999999992,1.37831,-0.10173999999999926,-1.4800499999999992
353,-1.53642,0.038049999999999556,1.5744699999999994,1.53642,-0.038049999999999556,-1.5744699999999994,-1.38583,0.05173999999999926,1.4375699999999991,1.38583,-0.05173999999999926,-1.4375699999999991
354,-1.56936,-0.011950000000000446,1.5574099999999997,1.56936,0.011950000000000446,-1.5574099999999997,-1.39241,0.001739999999999256,1.3941499999999991,1.39241,-0.001739999999999256,-1.3941499999999991
355,-1.60178,-0.06195000000000045,1.5398299999999996,1.60178,0.06195000000000045,-1.5398299999999996,-1.39818,-0.04826000000000075,1.3499199999999991,1.39818,0.04826000000000075,-1.3499199999999991
356,-1.63341,-0.11195000000000045,1.5214599999999996,1.63341,0.11195000000000045,-1.5214599999999996,-1.40327,-0.09826000000000075,1.3050099999999993,1.40327,0.09826000000000075,-1.3050099999999993
357,-1.66403,-0.16195000000000045,1.5020799999999994,1.66403,0.16195000000000045,-1.5020799999999994,-1.40776,-0.14826000000000075,1.2594999999999992,1.40776,0.14826000000000075,-1.2594999999999992
358,-1.69341,-0.21195000000000047,1.4814599999999996,1.69341,0.21195000000000047,-1.4814599999999996,-1.41173,-0.19826000000000077,1.2134699999999992,1.41173,0.19826000000000077,-1.2134699999999992
359,-1.72134,-0.26195000000000046,1.4593899999999995,1.72134,0.26195000000000046,-1.4593899999999995,-1.41524,-0.24826000000000076,1.1669799999999992,1.41524,0.24826000000000076,-1.1669799999999992
360,-1.74762,-0.31195000000000045,1.4356699999999996,1.74762,0.31195000000000045,-1.4356699999999996,-1.41833,-0.29826000000000075,1.1200699999999992,1.41833,0.29826000000000075,-1.1200699999999992
361,-1.77209,-0.36195000000000044,1.4101399999999995,1.77209,0.36195000000000044,-1.4101399999999995,-1.42106,-0.34826000000000074,1.0727999999999993,1.42106,0.34826000000000074,-1.0727999999999993
362,-1.79461,-0.4119500000000004,1.3826599999999996,1.79461,0.4119500000000004,-1.3826599999999996,-1.42345,-0.3982600000000007,1.0251899999999994,1.42345,0.3982600000000007,-1.0251899999999994
363,-1.81505,-0.4619500000000004,1.3530999999999995,1.81505,0.4619500000000004,-1.3530999999999995,-1.42554,-0.4482600000000007,0.9772799999999993,1.42554,0.4482600000000007,-0.9772799999999993
364,-1.83332,-0.5119500000000005,1.3213699999999995,1.83332,0.5119500000000005,-1.3213699999999995,-1.42735,-0.4982600000000007,0.9290899999999992,1.42735,0.4982600000000007,-0.9290899999999992
365,-1.84934,-0.5619500000000005,1.2873899999999994,1.84935,0.5619500000000005,-1.2873999999999994,-1.42889,-0.5482600000000007,0.8806299999999992,1.42889,0.5482600000000007,-0.8806299999999992
366,-1.86306,-0.6119500000000005,1.2511099999999993,1.86306,0.6119500000000005,-1.2511099999999993,-1.43019,-0.5982600000000008,0.8319299999999993,1.43019,0.5982600000000008,-0.8319299999999993
367,-1.87442,-0.6619500000000006,1.2124699999999993,1.87442,0.6619500000000006,-1.2124699999999993,-1.43125,-0.6482600000000008,0.7829899999999991,1.43125,0.6482600000000008,-0.7829899999999991
368,-1.88339,-0.7119500000000006,1.1714399999999991,1.88339,0.7119500000000006,-1.1714399999999991,-1.43209,-0.6982600000000009,0.7338299999999992,1.43209,0.6982600000000009,-0.7338299999999992
369,-1.88996,-0.7619500000000007,1.1280099999999993,1.88996,0.7619500000000007,-1.1280099999999993,-1.43271,-0.7482600000000009,0.684449999999999,1.43271,0.7482600000000009,-0.684449999999999
370,-1.89412,-0.8119500000000007,1.0821699999999992,1.89412,0.8119500000000007,-1.0821699999999992,-1.43311,-0.798260000000001,0.6348499999999991,1.43311,0.798260000000001,-0.6348499999999991
371,-1.89586,-0.8619500000000008,1.0339099999999992,1.89586,0.8619500000000008,-1.0339099999999992,-1.4333,-0.848260000000001,0.585039999999999,1.4333,0.848260000000001,-0.585039999999999
372,-1.8952,-0.9119500000000008,0.9832499999999992,1.8952,0.9119500000000008,-0.9832499999999992,-1.43328,-0.8982600000000011,0.535019999999999,1.43328,0.8982600000000011,-0.535019999999999
373,-1.89213,-0.9619500000000009,0.9301799999999992,1.89213,0.9619500000000009,-0.9301799999999992,-1.43303,-0.9482600000000011,0.4847699999999989,1.43303,0.9482600000000011,-0.4847699999999989
374,-1.88668,-1.0119500000000008,0.8747299999999991,1.88668,1.0119500000000008,-0.8747299999999991,-1.43256,-0.9982600000000011,0.4342999999999989,1.43256,0.9982600000000011,-0.4342999999999989
375,-1.87887,-1.0619500000000008,0.8169199999999992,1.87887,1.0619500000000008,-0.8169199999999992,-1.43186,-1.048260000000001,0.38359999999999883,1.43186,1.048260000000001,-0.38359999999999883
376,-1.86872,-1.1119500000000009,0.756769999999999,1.86872,1.1119500000000009,-0.756769999999999,-1.4309,-1.0982600000000011,0.33263999999999894,1.4309,1.0982600000000011,-0.33263999999999894
377,-1.85628,-1.161950000000001,0.694329999999999,1.85628,1.161950000000001,-0.694329999999999,-1.42968,-1.1482600000000012,0.2814199999999989,1.42968,1.1482600000000012,-0.2814199999999989
378,-1.84159,-1.211950000000001,0.6296399999999991,1.84159,1.211950000000001,-0.6296399999999991,-1.42817,-1.1982600000000012,0.22990999999999873,1.42817,1.1982600000000012,-0.22990999999999873
379,-1.82468,-1.261950000000001,0.5627299999999991,1.82468,1.261950000000001,-0.5627299999999991,-1.42635,-1.2482600000000013,0.17808999999999875,1.42635,1.2482600000000013,-0.17808999999999875
380,-1.80564,-1.311950000000001,0.49368999999999885,1.80564,1.311950000000001,-0.49368999999999885,-1.42419,-1.2982600000000013,0.12592999999999877,1.42419,1.2982600000000013,-0.12592999999999877
381,-1.78453,-1.361950000000001,0.42257999999999885,1.78453,1.361950000000001,-0.42257999999999885,-1.42164,-1.3482600000000013,0.07337999999999867,1.42164,1.3482600000000013,-0.07337999999999867
382,-1.76143,-1.4119500000000011,0.3494799999999989,1.76143,1.4119500000000011,-0.3494799999999989,-1.41866,-1.3982600000000014,0.02039999999999864,1.41866,1.3982600000000014,-0.02039999999999864
383,-1.73647,-1.4619500000000012,0.27451999999999877,1.73647,1.4619500000000012,-0.27451999999999877,-1.41516,-1.41516,0.0,1.41516,1.41516,0.0
384,-1.70974,-1.5119500000000012,0.1977899999999988,1.70974,1.5119500000000012,-0.1977899999999988,-1.41105,-1.41105,0.0,1.41105,1.41105,0.0
385,-1.68137,-1.5619500000000013,0.11941999999999875,1.68137,1.5619500000000013,-0.11941999999999875,-1.40615,-1.40615,0.0,1.40615,1.40615,0.0
386,-1.65142,-1.6119500000000013,0.039469999999998784,1.65142,1.6119500000000013,-0.039469999999998784,-1.40025,-1.40025,0.0,1.40025,1.40025,0.0
387,-1.61989,-1.61989,0.0,1.61989,1.61989,0.0,-1.39305,-1.39305,0.0,1.39305,1.39305,0.0
388,-1.58662,-1.58662,0.0,1.58662,1.58662,0.0,-1.38421,-1.38421,0.0,1.38421,1.38421,0.0
389,-1.55135,-1.55135,0.0,1.55135,1.55135,0.0,-1.37337,-1.37337,0.0,1.37337,1.37337,0.0
390,-1.51368,-1.51368,0.0,1.51368,1.51368,0.0,-1.36009,-1.36009,0.0,1.36009,1.36009,0.0
391,-1.47314,-1.47314,0.0,1.47314,1.47314,0.0,-1.34374,-1.34374,0.0,1.34375,1.34375,0.0
392,-1.42904,-1.42904,0.0,1.42904,1.42904,0.0,-1.32352,-1.32352,0.0,1.32352,1.32352,0.0
393,-1.38045,-1.38045,0.0,1.38045,1.38045,0.0,-1.29821,-1.29821,0.0,1.29821,1.29821,0.0
394,-1.32602,-1.33045,-0.004429999999999934,1.32602,1.33045,0.004429999999999934,-1.26606,-1.26606,0.0,1.26606,1.26606,0.0
395,-1.26371,-1.2804499999999999,-0.016739999999999755,1.26371,1.2804499999999999,0.016739999999999755,-1.22442,-1.22442,0.0,1.22442,1.22442,0.0
396,-1.19033,-1.2304499999999998,-0.04011999999999971,1.19033,1.2304499999999998,0.04011999999999971,-1.16907,-1.17442,-0.005349999999999966,1.16907,1.17442,0.005349999999999966
397,-1.10057,-1.1804499999999998,-0.07987999999999973,1.10057,1.1804499999999998,0.07987999999999973,-1.09313,-1.12442,-0.03129000000000004,1.09313,1.12442,0.03129000000000004
398,-0.985233,-1.1304499999999997,-0.1452169999999997,0.985233,1.1304499999999997,0.1452169999999997,-0.984898,-1.07442,-0.08952199999999988,0.984898,1.07442,0.08952199999999988
399,-0.824401,-1.0804499999999997,-0.25604899999999964,0.824401,1.0804499999999997,0.25604899999999964,-0.824401,-1.0244199999999999,-0.20001899999999984,0.824401,1.0244199999999999,0.20001899999999984
400,-0.581206,-1.0304499999999996,-0.44924399999999964,0.581205,1.0304499999999996,0.4492449999999997,-0.581206,-0.9744199999999998,-0.39321399999999984,0.581205,0.9744199999999998,0.39321499999999987
401,-0.231461,-0.9804499999999996,-0.7489889999999996,0.231457,0.9804499999999996,0.7489929999999996,-0.231462,-0.9244199999999998,-0.6929579999999997,0.231458,0.9244199999999998,0.6929619999999999
402,0.178845,-0.9304499999999996,-1.1092949999999995,-0.178847,0.9304499999999996,1.1092969999999995,0.178845,-0.8744199999999998,-1.0532649999999997,-0.178847,0.8744199999999998,1.0532669999999997
403,0.533855,-0.8804499999999995,-1.4143049999999995,-0.533852,0.8804499999999995,1.4143019999999995,0.533855,-0.8244199999999997,-1.3582749999999997,-0.533852,0.8244199999999997,1.3582719999999997
404,0.782478,-0.8304499999999995,-1.6129279999999995,-0.782477,0.8304499999999995,1.6129269999999996,0.782477,-0.7744199999999997,-1.5568969999999998,-0.782476,0.7744199999999997,1.5568959999999996
405,0.946774,-0.7804499999999994,-1.7272239999999994,-0.946774,0.7804499999999994,1.7272239999999994,0.946774,-0.7244199999999996,-1.6711939999999996,-0.946774,0.7244199999999996,1.6711939999999996
406,1.05759,-0.7304499999999994,-1.7880399999999994,-1.05759,0.7304499999999994,1.7880399999999994,1.05759,-0.6744199999999996,-1.7320099999999996,-1.05759,0.6744199999999996,1.7320099999999996
407,1.13543,-0.6804499999999993,-1.8158799999999993,-1.13543,0.6804499999999993,1.8158799999999993,1.13543,-0.6244199999999995,-1.7598499999999995,-1.13543,0.6244199999999995,1.7598499999999995
408,1.19234,-0.6304499999999993,-1.8227899999999992,-1.19234,0.6304499999999993,1.8227899999999992,1.19234,-0.5744199999999995,-1.7667599999999994,-1.19234,0.5744199999999995,1.7667599999999994
409,1.2354,-0.5804499999999992,-1.8158499999999993,-1.2354,0.5804499999999992,1.8158499999999993,1.2354,-0.5244199999999994,-1.7598199999999995,-1.2354,0.5244199999999994,1.7598199999999995
410,1.26893,-0.5304499999999992,-1.799379999999999,-1.26893,0.5304499999999992,1.799379999999999,1.26893,-0.47441999999999945,-1.7433499999999993,-1.26893,0.47441999999999945,1.7433499999999993
411,1.29566,-0.4804499999999992,-1.7761099999999992,-1.29566,0.4804499999999992,1.7761099999999992,1.29566,-0.42441999999999946,-1.7200799999999994,-1.29566,0.42441999999999946,1.7200799999999994
412,1.31739,-0.4304499999999992,-1.7478399999999992,-1.31739,0.4304499999999992,1.7478399999999992,1.31756,-0.3744199999999995,-1.6919799999999996,-1.31756,0.3744199999999995,1.6919799999999996
413,1.33535,-0.38044999999999923,-1.7157999999999993,-1.33535,0.38044999999999923,1.7157999999999993,1.33946,-0.3244199999999995,-1.6638799999999996,-1.33946,0.3244199999999995,1.6638799999999996
414,1.35039,-0.33044999999999924,-1.6808399999999992,-1.35039,0.33044999999999924,1.6808399999999992,1.36292,-0.2744199999999995,-1.6373399999999994,-1.36292,0.2744199999999995,1.6373399999999994
415,1.36315,-0.28044999999999926,-1.6435999999999993,-1.36315,0.28044999999999926,1.6435999999999993,1.38776,-0.2244199999999995,-1.6121799999999995,-1.38776,0.2244199999999995,1.6121799999999995
416,1.37407,-0.23044999999999927,-1.604519999999999,-1.37407,0.23044999999999927,1.604519999999999,1.41382,-0.17441999999999952,-1.5882399999999997,-1.41382,0.17441999999999952,1.5882399999999997
417,1.3835,-0.18044999999999928,-1.5639499999999993,-1.3835,0.18044999999999928,1.5639499999999993,1.4409,-0.12441999999999952,-1.5653199999999996,-1.4409,0.12441999999999952,1.5653199999999996
418,1.3917,-0.1304499999999993,-1.5221499999999992,-1.3917,0.1304499999999993,1.5221499999999992,1.46881,-0.07441999999999951,-1.5432299999999994,-1.46881,0.07441999999999951,1.5432299999999994
419,1.39889,-0.08044999999999929,-1.4793399999999992,-1.39889,0.08044999999999929,1.4793399999999992,1.4973,-0.02441999999999951,-1.5217199999999995,-1.4973,0.02441999999999951,1.5217199999999995
420,1.40521,-0.030449999999999283,-1.4356599999999993,-1.40521,0.030449999999999283,1.4356599999999993,1.52615,0.02558000000000049,-1.5005699999999993,-1.52615,-0.02558000000000049,1.5005699999999993
421,1.41081,0.01955000000000072,-1.3912599999999993,-1.41081,-0.01955000000000072,1.3912599999999993,1.5551,0.0755800000000005,-1.4795199999999995,-1.5551,-0.0755800000000005,1.4795199999999995
422,1.41578,0.06955000000000072,-1.3462299999999994,-1.41578,-0.06955000000000072,1.3462299999999994,1.58389,0.1255800000000005,-1.4583099999999996,-1.58389,-0.1255800000000005,1.4583099999999996
423,1.42021,0.11955000000000073,-1.3006599999999993,-1.42021,-0.11955000000000073,1.3006599999999993,1.61227,0.1755800000000005,-1.4366899999999996,-1.61227,-0.1755800000000005,1.4366899999999996
424,1.42417,0.16955000000000073,-1.2546199999999992,-1.42417,-0.16955000000000073,1.2546199999999992,1.63998,0.2255800000000005,-1.4143999999999994,-1.63998,-0.2255800000000005,1.4143999999999994
425,1.42772,0.21955000000000074,-1.2081699999999993,-1.42772,-0.21955000000000074,1.2081699999999993,1.66677,0.2755800000000005,-1.3911899999999995,-1.66677,-0.2755800000000005,1.3911899999999995
426,1.43091,0.26955000000000073,-1.1613599999999993,-1.43091,-0.26955000000000073,1.1613599999999993,1.69241,0.3255800000000005,-1.3668299999999995,-1.69241,-0.3255800000000005,1.3668299999999995
427,1.43377,0.3195500000000007,-1.1142199999999993,-1.43377,-0.3195500000000007,1.1142199999999993,1.71669,0.37558000000000047,-1.3411099999999996,-1.71669,-0.37558000000000047,1.3411099999999996
428,1.43635,0.3695500000000007,-1.0667999999999993,-1.43635,-0.3695500000000007,1.0667999999999993,1.73943,0.42558000000000046,-1.3138499999999995,-1.73943,-0.42558000000000046,1.3138499999999995
429,1.43867,0.4195500000000007,-1.0191199999999991,-1.43867,-0.4195500000000007,1.0191199999999991,1.76045,0.47558000000000045,-1.2848699999999997,-1.76045,-0.47558000000000045,1.2848699999999997
430,1.44075,0.4695500000000007,-0.9711999999999993,-1.44075,-0.4695500000000007,0.9711999999999993,1.7796,0.5255800000000005,-1.2540199999999997,-1.7796,-0.5255800000000005,1.2540199999999997
431,1.44263,0.5195500000000007,-0.9230799999999993,-1.44263,-0.5195500000000007,0.9230799999999993,1.79677,0.5755800000000005,-1.2211899999999996,-1.79677,-0.5755800000000005,1.2211899999999996
432,1.44431,0.5695500000000008,-0.8747599999999992,-1.44431,-0.5695500000000008,0.8747599999999992,1.81186,0.6255800000000006,-1.1862799999999996,-1.81186,-0.6255800000000006,1.1862799999999996
433,1.44581,0.6195500000000008,-0.8262599999999992,-1.44581,-0.6195500000000008,0.8262599999999992,1.82478,0.6755800000000006,-1.1491999999999996,-1.82478,-0.6755800000000006,1.1491999999999996
434,1.44714,0.6695500000000009,-0.7775899999999992,-1.44714,-0.6695500000000009,0.7775899999999992,1.83547,0.7255800000000007,-1.1098899999999992,-1.83547,-0.7255800000000007,1.1098899999999992
435,1.44832,0.7195500000000009,-0.7287699999999991,-1.44832,-0.7195500000000009,0.7287699999999991,1.84389,0.7755800000000007,-1.0683099999999994,-1.84389,-0.7755800000000007,1.0683099999999994
436,1.44936,0.769550000000001,-0.679809999999999,-1.44936,-0.769550000000001,0.679809999999999,1.85001,0.8255800000000008,-1.0244299999999993,-1.85001,-0.8255800000000008,1.0244299999999993
437,1.45026,0.819550000000001,-0.6307099999999991,-1.45026,-0.819550000000001,0.6307099999999991,1.85381,0.8755800000000008,-0.9782299999999992,-1.85381,-0.8755800000000008,0.9782299999999992
438,1.45103,0.869550000000001,-0.581479999999999,-1.45103,-0.869550000000001,0.581479999999999,1.85529,0.9255800000000008,-0.9297099999999993,-1.85529,-0.9255800000000008,0.9297099999999993
439,1.45167,0.9195500000000011,-0.5321199999999989,-1.45167,-0.9195500000000011,0.5321199999999989,1.85447,0.9755800000000009,-0.8788899999999992,-1.85447,-0.9755800000000009,0.8788899999999992
440,1.4522,0.9695500000000011,-0.4826499999999988,-1.4522,-0.9695500000000011,0.4826499999999988,1.85135,1.0255800000000008,-0.8257699999999992,-1.85135,-1.0255800000000008,0.8257699999999992
441,1.45261,1.019550000000001,-0.4330599999999989,-1.45261,-1.019550000000001,0.4330599999999989,1.84599,1.0755800000000009,-0.7704099999999992,-1.84599,-1.0755800000000009,0.7704099999999992
442,1.4529,1.069550000000001,-0.38334999999999897,-1.4529,-1.069550000000001,0.38334999999999897,1.83842,1.125580000000001,-0.712839999999999,-1.83843,-1.125580000000001,0.7128499999999991
443,1.45308,1.1195500000000012,-0.33352999999999877,-1.45308,-1.1195500000000012,0.33352999999999877,1.82872,1.175580000000001,-0.6531399999999989,-1.82872,-1.175580000000001,0.6531399999999989
444,1.45314,1.1695500000000012,-0.2835899999999989,-1.45314,-1.1695500000000012,0.2835899999999989,1.81695,1.225580000000001,-0.5913699999999991,-1.81695,-1.225580000000001,0.5913699999999991
445,1.4531,1.2195500000000012,-0.23354999999999881,-1.4531,-1.2195500000000012,0.23354999999999881,1.80322,1.275580000000001,-0.527639999999999,-1.80322,-1.275580000000001,0.527639999999999
446,1.45293,1.2695500000000013,-0.18337999999999877,-1.45293,-1.2695500000000013,0.18337999999999877,1.78764,1.325580000000001,-0.4620599999999988,-1.78764,-1.325580000000001,0.4620599999999988
447,1.45265,1.3195500000000013,-0.13309999999999866,-1.45265,-1.3195500000000013,0.13309999999999866,1.77034,1.3755800000000011,-0.3947599999999989,-1.77034,-1.3755800000000011,0.3947599999999989
448,1.45225,1.3695500000000014,-0.08269999999999866,-1.45225,-1.3695500000000014,0.08269999999999866,1.75148,1.4255800000000012,-0.32589999999999875,-1.75148,-1.4255800000000012,0.32589999999999875
449,1.45172,1.4195500000000014,-0.03216999999999848,-1.45172,-1.4195500000000014,0.03216999999999848,1.73124,1.4755800000000012,-0.25565999999999867,-1.73124,-1.4755800000000012,0.25565999999999867
450,1.45105,1.45105,0.0,-1.45105,-1.45105,0.0,1.70982,1.5255800000000013,-0.18423999999999863,-1.70982,-1.5255800000000013,0.18423999999999863
451,1.45024,1.45024,0.0,-1.45024,-1.45024,0.0,1.68744,1.5755800000000013,-0.11185999999999874,-1.68744,-1.5755800000000013,0.11185999999999874
452,1.44926,1.44926,0.0,-1.44926,-1.44926,0.0,1.66435,1.6255800000000014,-0.03876999999999864,-1.66435,-1.6255800000000014,0.03876999999999864
453,1.44809,1.44809,0.0,-1.44809,-1.44809,0.0,1.64079,1.64079,0.0,-1.64079,-1.64079,0.0
454,1.44669,1.44669,0.0,-1.44669,-1.44669,0.0,1.61701,1.61701,0.0,-1.61701,-1.61701,0.0
455,1.44502,1.44502,0.0,-1.44502,-1.44502,0.0,1.59327,1.59327,0.0,-1.59327,-1.59327,0.0
456,1.44305,1.44305,0.0,-1.44305,-1.44305,0.0,1.56978,1.56978,0.0,-1.56978,-1.56978,0.0
457,1.44075,1.44075,0.0,-1.44075,-1.44075,0.0,1.54676,1.54676,0.0,-1.54676,-1.54676,0.0
458,1.43811,1.43811,0.0,-1.43811,-1.43811,0.0,1.52445,1.52445,0.0,-1.52445,-1.52445,0.0
459,1.43514,1.43514,0.0,-1.43514,-1.43514,0.0,1.5031,1.5031,0.0,-1.5031,-1.5031,0.0
460,1.43182,1.43182,0.0,-1.43182,-1.43182,0.0,1.48296,1.48296,0.0,-1.48296,-1.48296,0.0
461,1.42815,1.42815,0.0,-1.42815,-1.42815,0.0,1.46432,1.46432,0.0,-1.46432,-1.46432,0.0
462,1.42411,1.42411,0.0,-1.42411,-1.42411,0.0,1.44746,1.44746,0.0,-1.44746,-1.44746,0.0
463,1.4197,1.4197,0.0,-1.4197,-1.4197,0.0,1.4327,1.4327,0.0,-1.4327,-1.4327,0.0
464,1.4149,1.4149,0.0,-1.4149,-1.4149,0.0,1.42035,1.42035,0.0,-1.42035,-1.42035,0.0
465,1.4097,1.4097,0.0,-1.4097,-1.4097,0.0,1.41074,1.41074,0.0,-1.41074,-1.41074,0.0
466,1.40409,1.40409,0.0,-1.40409,-1.40409,0.0,1.40409,1.40409,0.0,-1.40409,-1.40409,0.0
467,1.39806,1.39806,0.0,-1.39806,-1.39806,0.0,1.39806,1.39806,0.0,-1.39806,-1.39806,0.0
468,1.39157,1.39157,0.0,-1.39157,-1.39157,0.0,1.39157,1.39157,0.0,-1.39157,-1.39157,0.0
469,1.38463,1.38463,0.0,-1.38463,-1.38463,0.0,1.38463,1.38463,0.0,-1.38463,-1.38463,0.0
470,1.37721,1.37721,0.0,-1.37721,-1.37721,0.0,1.37721,1.37721,0.0,-1.37721,-1.37721,0.0
471,1.36928,1.36928,0.0,-1.36928,-1.36928,0.0,1.36928,1.36928,0.0,-1.36928,-1.36928,0.0
472,1.36083,1.36083,0.0,-1.36083,-1.36083,0.0,1.36083,1.36083,0.0,-1.36083,-1.36083,0.0
473,1.35183,1.35183,0.0,-1.35183,-1.35183,0.0,1.35183,1.35183,0.0,-1.35183,-1.35183,0.0
474,1.34226,1.34226,0.0,-1.34226,-1.34226,0.0,1.34226,1.34226,0.0,-1.34226,-1.34226,0.0
475,1.3321,1.3321,0.0,-1.3321,-1.3321,0.0,1.3321,1.3321,0.0,-1.3321,-1.3321,0.0
476,1.32131,1.32131,0.0,-1.32131,-1.32131,0.0,1.32131,1.32131,0.0,-1.32131,-1.32131,0.0
477,1.30987,1.30987,0.0,-1.30987,-1.30987,0.0,1.30987,1.30987,0.0,-1.30987,-1.30987,0.0
478,1.29775,1.29775,0.0,-1.29775,-1.29775,0.0,1.29775,1.29775,0.0,-1.29775,-1.29775,0.0
479,1.28493,1.28493,0.0,-1.28493,-1.28493,0.0,1.28493,1.28493,0.0,-1.28493,-1.28493,0.0
480,1.27138,1.27138,0.0,-1.27138,-1.27138,0.0,1.27138,1.27138,0.0,-1.27138,-1.27138,0.0
