frame,time,RL0,RL1,RL2,RL3,RL4,RL5,LL0,LL1,LL2,LL3,LL4,LL5
39,0.39,-8.19189520201992e-18,0.11421385460489789,-0.8158462340373279,0.1379829847005315,-0.7138292187378616,-0.11421385460489786,3.085048138492145e-17,-0.08578614539510057,0.8158462340373315,-0.13798298470052395,0.7138292187378545,0.0857861453951005
40,0.4,1.7476807797597962e-16,0.11538520020950441,-0.8158457889032685,0.1379810856089031,-0.7138268745121699,-0.1153852002095043,7.459444086003826e-17,-0.0846147997904804,0.8158457889032685,-0.1379810856088982,0.7138268745121663,0.08461479979048034
41,0.41000000000000003,3.6761637011895303e-17,0.1166421160020006,-0.8158460984987111,0.13797896328592218,-0.7138250617846338,-0.11664211600200061,8.516061445663147e-17,-0.08335788399798441,0.8158460984987147,-0.13797896328590664,0.7138250617846231,0.08335788399798438
42,0.42,9.540634267107642e-18,0.11798974983521254,-0.8158472645957647,0.1379765908532652,-0.7138238554490299,-0.11798974983521249,1.4125466763424736e-16,-0.0820102501647962,0.8158472645957718,-0.1379765908532461,0.7138238554490157,0.08201025016479638
43,0.43,1.1561431822127404e-16,0.11943346516685438,-0.81584940377999,0.1379739380952173,-0.7138233418752065,-0.1194334651668543,-2.8025419225603644e-17,-0.0805665348332113,0.8158494037799865,-0.13797393809521774,0.7138233418752065,0.08056653483321145
44,0.44,1.6170585244345758e-16,0.12097924168767046,-0.8158526475504583,0.13797096998463954,-0.713823617535096,-0.12097924168767044,4.7414179090121314e-17,-0.07902075831235546,0.8158526475504583,-0.1379709699846302,0.7138236175350889,0.079020758312356
45,0.45,1.2921387142691175e-16,0.1226344966742475,-0.8158571430249789,0.13796764381969162,-0.7138247868446697,-0.12263449667424732,1.837923272964558e-16,-0.07736550332577778,0.8158571430249789,-0.13796764381969517,0.7138247868446732,0.0773655033257782
46,0.46,-8.56037508978278e-17,0.12440942403012187,-0.8158630543496638,0.13796390440267958,-0.7138269587523438,-0.12440942403012178,-4.2295262915662823e-17,-0.07559057596984138,0.8158630543496602,-0.13796390440268536,0.7138269587523474,0.07559057596984159
47,0.47000000000000003,-4.5946692253298017e-17,0.12631875527345163,-0.8158705648105463,0.13795967713284585,-0.7138302419433926,-0.1263187552734516,1.6508550962633242e-16,-0.07368124472654972,0.8158705648105463,-0.13795967713284718,0.7138302419433926,0.07368124472654981
48,0.48,4.416561932649144e-17,0.12838262354956356,-0.8158800628708437,0.13795406847259495,-0.7138341313434373,-0.12838262354956356,3.536700657512095e-18,-0.07161737645042177,0.8158800628708437,-0.1379540684725954,0.7138341313434373,0.0716173764504218
49,0.49,4.382385612836695e-17,0.1306296119312573,-0.8158914770034055,0.1379482392337149,-0.7138397162371191,-0.13062961193125727,1.0764377882677043e-17,-0.06937038806872166,0.8158914770034055,-0.13794823923371446,0.7138397162371191,0.06937038806872167
50,0.5,4.5883658729464447e-17,0.13309072742338132,-0.8159051582029849,0.13794160217464946,-0.7138467603776326,-0.13309072742338132,1.0233234166072487e-17,-0.06690927257659332,0.8159051582029849,-0.13794160217464946,0.7138467603776326,0.06690927257659332
51,0.51,4.0351580659163647e-17,0.1357912774947349,-0.815921396523657,0.13793391280320322,-0.7138553093268576,-0.1357912774947349,5.450571063494882e-18,-0.064208722505237,0.815921396523657,-0.13793391280320322,0.7138553093268576,0.06420872250523699
52,0.52,3.9638956748316474e-17,0.13873829597969492,-0.8159404734078041,0.13792504966480845,-0.7138655230726108,-0.13873829597969492,6.288380136881044e-18,-0.06126170402027727,0.8159404734078041,-0.137925049664808,0.7138655230726108,0.061261704020277266
53,0.53,4.257474201953828e-17,0.14192368644161626,-0.8159626795839802,0.13791494346620603,-0.7138776230501889,-0.1419236864416163,3.4565412995920046e-18,-0.05807631355835548,0.8159626795839802,-0.1379149434662056,0.7138776230501853,0.058076313558355463
54,0.54,4.193856954316193e-17,0.14532978801651247,-0.8159883224747172,0.13790355206632798,-0.7138918745410456,-0.1453297880165125,1.1199239263497152e-17,-0.054670211983457756,0.8159883224747136,-0.13790355206632798,0.7138918745410421,0.05467021198345774
55,0.55,3.8074707485062843e-17,0.1489331149707321,-0.8160177291231366,0.1378908554545034,-0.7139085845776427,-0.14893311497073214,1.254514974186859e-17,-0.0510668850292376,0.8160177291231366,-0.13789085545450297,0.7139085845776392,0.05106688502923758
56,0.56,3.902833436548271e-17,0.15270690955193728,-0.8160512483659029,0.13787685461133858,-0.7139281029772433,-0.15270690955193728,-1.958761074259404e-18,-0.04729309044803263,0.8160512483659065,-0.13787685461133858,0.7139281029772433,0.04729309044803261
57,0.5700000000000001,4.355000269827448e-17,0.15662291780714932,-0.8160892530659335,0.13786157075360272,-0.7139508238195353,-0.15662291780714932,1.156343667461393e-17,-0.043377082192820875,0.8160892530659335,-0.13786157075360272,0.7139508238195353,0.04337708219282087
58,0.58,4.837924553274996e-17,0.16065263410524033,-0.8161321425770051,0.1378450442452338,-0.7139771868222353,-0.16065263410524036,9.075830193807473e-18,-0.03934736589472893,0.8161321425770051,-0.13784504424523336,0.7139771868222353,0.03934736589472894
59,0.59,3.5232650117463655e-17,0.16476816923642323,-0.816180345469797,0.1378273330777683,-0.7140076785475684,-0.16476816923642326,1.5552964931808926e-17,-0.0352318307635463,0.816180345469797,-0.1378273330777683,0.7140076785475684,0.03523183076354629
60,0.6,3.908915995613121e-17,0.16894284487743066,-0.8162343225137302,0.13780851098167768,-0.7140428334954065,-0.16894284487743066,1.0615588114301709e-17,-0.03105715512254012,0.8162343225137302,-0.13780851098167768,0.7140428334954065,0.031057155122540092
61,0.61,3.199519001873072e-17,0.17315158587832508,-0.8162945698994309,0.13778866527489664,-0.7140832351743298,-0.1731515858783251,8.311905633267024e-18,-0.026848414121645486,0.8162945698994309,-0.13778866527489664,0.7140832351743298,0.02684841412164546
62,0.62,5.153371800288166e-17,0.17737116194735242,-0.8163616226861353,0.13776789456310568,-0.7141295172492419,-0.17737116194735245,6.840317208947645e-18,-0.02262883805261888,0.8163616226861353,-0.13776789456310568,0.7141295172492419,0.022628838052618866
63,0.63,3.674891207691817e-17,0.18158031701506128,-0.8164360584607283,0.1377463063988157,-0.714182364859544,-0.18158031701506133,6.552952074687737e-18,-0.018419682984909536,0.8164360584607283,-0.1377463063988157,0.714182364859544,0.01841968298490952
64,0.64,4.5603614828336305e-17,0.1857598152385019,-0.8165185011998634,0.13772401499127407,-0.7142425161911397,-0.18575981523850194,1.2459296308677853e-17,-0.01424018476146896,0.8165185011998634,-0.13772401499127407,0.7142425161911397,0.014240184761468919
65,0.65,3.5090396201145964e-17,0.18989242581658794,-0.8166096253316023,0.1377011390410955,-0.7143107643726956,-0.18989242581658794,4.97646589238288e-18,-0.010107574183382664,0.8166096253316023,-0.1377011390410955,0.7143107643726956,0.010107574183382637
66,0.66,4.4853592159292625e-17,0.19396286369628302,-0.8167101599983556,0.13767779975498018,-0.7143879597533327,-0.19396286369628302,8.57733607545949e-18,-0.006037136303687199,0.8167101599983556,-0.13767779975498018,0.7143879597533327,0.006037136303687171
67,0.67,3.6337358715583574e-17,0.19795769935223817,-0.8168208935279299,0.13765411907868563,-0.7144750126066142,-0.19795769935223817,4.543041640243071e-18,-0.002042300647732115,0.8168208935279299,-0.13765411907868608,0.7144750126066142,0.002042300647732087
68,0.68,4.003965036242885e-17,0.20186524779852827,-0.8169426781238985,0.1376302181713479,-0.7145728962952425,-0.2018652477985283,1.0363695620683289e-17,0.0018652477985582339,0.8169426781238985,-0.1376302181713479,0.7145728962952425,-0.0018652477985582755
69,0.6900000000000001,4.294148256262963e-17,0.2056754446242634,-0.8170764347905265,0.1376062161317516,-0.714682650922279,-0.20567544462426346,4.820707735769958e-18,0.005675444624292772,0.8170764347905265,-0.13760621613175117,0.714682650922279,-0.0056754446242928275
70,0.7000000000000001,3.76067675127369e-17,0.2093797149832874,-0.817223158510875,0.13758222897731953,-0.7148053874881959,-0.20937971498328745,8.146452979322306e-18,0.009379714983315954,0.817223158510875,-0.13758222897731998,0.7148053874881959,-0.00937971498331601
71,0.71,3.3851332278294246e-17,0.21297084000086683,-0.8173839236994357,0.1375583688691836,-0.7149422925686202,-0.21297084000086686,2.799704475602736e-18,0.012970840000895614,0.8173839236994357,-0.1375583688691836,0.7149422925686202,-0.012970840000895642
72,0.72,3.6799229352816657e-17,0.21644282390382358,-0.817559889953171,0.13753474357154272,-0.7150946335247119,-0.21644282390382363,4.679837248097301e-18,0.016442823903851975,0.817559889953171,-0.13753474357154272,0.7150946335247119,-0.01644282390385203
73,0.73,3.46762261127519e-17,0.21979076427067745,-0.8177523081266723,0.13751145613027715,-0.7152637642569508,-0.21979076427067748,9.742546103066912e-18,0.0197907642707061,0.8177523081266723,-0.13751145613027715,0.7152637642569508,-0.019790764270706127
74,0.74,3.365891553178409e-17,0.2230107270849868,-0.8179625267589198,0.13748860475407698,-0.7154511315129972,-0.2230107270849868,1.1765557812630091e-17,0.023010727085016294,0.8179625267589198,-0.13748860475407654,0.7154511315129972,-0.023010727085016322
75,0.75,3.4674639928694254e-17,0.22656530832635252,-0.8181282345225444,0.13773842004854642,-0.7158666545710886,-0.22656530832635255,1.620569048992826e-17,0.02609962771847904,0.8181919988804235,-0.13746628288098794,0.7156582817614114,-0.02609962771847904
76,0.76,4.2948504788861093e-17,0.23194011314911558,-0.8180820104823293,0.13897549578099888,-0.7170575062633282,-0.23194011314911564,1.694611985110161e-17,0.029055118539023483,0.818442289230867,-0.13744457941387156,0.7158868686447426,-0.029055118539023483
77,0.77,5.700598074675511e-17,0.24031612386815462,-0.8177841432501839,0.14135396982844972,-0.7191381130786332,-0.24031612386815468,1.6423083209622776e-17,0.031875483507785546,0.8187150819184384,-0.13742357910966707,0.7161386610281055,-0.031875483507785546
78,0.78,4.602026141528338e-17,0.25303119488464454,-0.8172284601086705,0.1448705528195423,-0.7220990129282128,-0.25303119488464454,1.9502746628775207e-17,0.03455953987715338,0.8190121885530718,-0.13740336310933643,0.7164155516624091,-0.034559539877153406
79,0.79,3.417975004473723e-17,0.2721562817047187,-0.8164175997912767,0.1494735949502758,-0.7258911947415512,-0.2721562817047187,1.1987142241465551e-17,0.03710654691365714,0.8193355568870412,-0.13738400959776842,0.7167195664848065,-0.03710654691365714
80,0.8,-3.894632921940423e-17,0.29715628170471875,-0.8153602832861441,0.15508010512974935,-0.7304403884158908,-0.29715628170471864,9.008013968516897e-18,0.03951612143113614,0.819687279997333,-0.13736559458562836,0.7170528745829627,-0.039516121431136114
81,0.81,-1.4616637695661291e-16,0.3221562817047187,-0.8140757574437397,0.16156486413535387,-0.7356406215790918,-0.32215628170471844,3.748791349142961e-18,0.04178815982058395,0.8200696060457499,-0.13734819280811428,0.7174177988538637,-0.04178815982058395
82,0.8200000000000001,-5.414924924469278e-16,0.34715628170471874,-0.8120944940172566,0.1687055870983133,-0.7408000811155708,-0.34715628170471835,2.2384586728062817e-18,0.04392276619487806,0.8204849486539533,-0.13733187873868424,0.7178168273926366,-0.04392276619487809
83,0.8300000000000001,6.17050385186877e-15,0.37215628170471815,-0.8089708487979311,0.17592529822514946,-0.7448961470230748,-0.3721562817047184,3.4993196929815054e-18,0.04592018622220548,0.8209358979324196,-0.13731672771908443,0.7182526256515032,-0.04592018622220545
84,0.84,2.398674951011707e-15,0.3971562817047183,-0.8052848020802205,0.1807697841682937,-0.7460545862485133,-0.3971562817047184,1.4476826695278597e-17,0.04778074619617262,0.8214252322033929,-0.1373028172104186,0.71872804941381,-0.047780746196172647
85,0.85,2.2472626972495833e-15,0.37215628170471815,-0.7968074754243207,0.1990822391227095,-0.755889714547036,-0.3721562817047185,1.6395047359192775e-17,0.04950479687893494,0.8219559304589811,-0.13729022817348746,0.7192461586324668,-0.04950479687893497
86,0.86,4.757421570641797e-16,0.34715628170471813,-0.7893279784958313,0.20969145873924433,-0.7590194372350765,-0.34715628170471846,6.7897764069601215e-18,0.05109266165332335,0.8225311855945857,-0.13727904659029833,0.7198102321848849,-0.051092661653323324
87,0.87,-1.9256339061087604e-17,0.3221562817047182,-0.7809862818999501,0.2197532556329006,-0.7607395375328507,-0.32215628170471844,6.676965234586793e-18,0.05254458852862548,0.8231544184551726,-0.13726936514244648,0.7204237835976186,-0.05254458852862545
88,0.88,4.167674777796314e-17,0.2971562817047182,-0.7716502613741066,0.23007246570148354,-0.7617227270755946,-0.2971562817047184,-6.61122668492458e-18,0.05386070556076472,0.8238292927257166,-0.13726128506604118,0.7210905777917573,-0.05386070556076469
89,0.89,4.21916733090657e-17,0.2721562817047182,-0.7614290950194703,0.24056763074076903,-0.7619967257602389,-0.27215628170471845,-1.0827484113593983e-17,0.055040979269618234,0.8245597306881695,-0.13725491820703317,0.7218146488952022,-0.055040979269618234
90,0.9,5.65195465858498e-17,0.2471562817047182,-0.7504555935077103,0.25106779564840986,-0.7615233891561188,-0.24715628170471846,1.94054824610461e-17,0.05608517566160734,0.8253499298572083,-0.13725038930526268,0.7226003191624719,-0.056085175661607395
91,0.91,3.7784544344974046e-17,0.2221562817047182,-0.7388575825007965,0.2614128166400663,-0.7602703991408659,-0.22215628170471846,1.5852247863795844e-17,0.05699282349024734,0.8262043805017046,-0.1372478385403949,0.7234522190420996,-0.05699282349024734
92,0.92,3.234841929444528e-17,0.19715628170471822,-0.7267555037848058,0.2714578487660898,-0.7582133525508978,-0.19715628170471847,2.3102005533322165e-17,0.0577631794030789,0.8271278840689728,-0.13724742437842485,0.7243753084473972,-0.05776317940307893
93,0.93,2.9574538409282866e-17,0.17215628170471825,-0.7142625388766933,0.281069632067776,-0.7553321709444716,-0.17215628170471847,1.432187818506006e-17,0.058395194618659496,0.8281255725711044,-0.1372493267639846,0.7253748993350881,-0.058395194618659496
94,0.9400000000000001,3.8246495214845893e-17,0.14715628170471828,-0.70148453004055,0.2901246174220412,-0.751609147462593,-0.14715628170471848,3.0718750009932757e-18,0.058887482736846464,0.8292029290866775,-0.13725375071196855,0.726456679798646,-0.058887482736846436
95,0.9500000000000001,3.371167507482346e-17,0.12215628170471829,-0.6885197230810408,0.2985087432877892,-0.7470284663688296,-0.12215628170471847,-1.937466538509779e-18,0.059238288195961025,0.8303658096919203,-0.13726093036274778,0.7276267400546685,-0.05923828819596105
96,0.96,5.233612182534908e-17,0.09715628170471831,-0.6754585215668182,0.30611804648996854,-0.7415765680567872,-0.09715628170471846,1.1267267828928923e-17,0.05944545474929144,0.8316204673563884,-0.13727113357927634,0.7288916009356661,-0.05944545474929144
97,0.97,4.0468150070708544e-17,0.07215628170471833,-0.6623833555458499,0.3128596182133526,-0.7352429737592003,-0.07215628170471847,-5.632157791473145e-18,0.05950639316893233,0.8329735785637428,-0.13728466718166488,0.7302582457454085,-0.05950639316893233
98,0.98,4.61537375991176e-17,0.04715628170471838,-0.6493687097750548,0.31865264850096253,-0.7280213582760182,-0.04715628170471847,-8.80417054259542e-18,0.05941804728027661,0.8344322735083488,-0.13730188293362178,0.7317341564419713,-0.05941804728027664
99,0.99,3.6219333775745015e-17,0.029693555246289305,-0.6364813304044513,0.3234294179885514,-0.7199107483930063,-0.029693555246289374,3.366554437852473e-17,0.05917685755113791,0.8360041704155073,-0.1373231844101147,0.7333273548256236,-0.05917685755113791
100,1.0,2.8930337231372003e-17,0.0216914030873384,-0.6237806181414288,0.327136151389552,-0.7109167695309799,-0.02169140308733844,7.921323541383832e-18,0.05877872206710885,0.8376974134573746,-0.1373490348755967,0.7350464483329744,-0.05877872206710891
101,1.01,4.859604438929595e-17,0.01809864929377923,-0.6113192101607946,0.32973367687972444,-0.7010528870405159,-0.018098649293779273,-1.6106495231205216e-17,0.05821895614735509,0.8395207114523348,-0.13737996626906368,0.7369006777213953,-0.05821895614735509
102,1.02,4.783911870529275e-17,0.016405879214765995,-0.5991437476495146,0.3311978544384294,-0.6903416020879454,-0.016405879214766037,6.851748437093942e-18,0.05749225437355443,0.8414833707523864,-0.1374165893021312,0.738899960054519,-0.05749225437355443
103,1.03,4.5074752140760527e-17,0.015361691278720987,-0.5872958190084613,0.3315197510817335,-0.6788155700901952,-0.015361691278721029,9.630125481847751e-18,0.0565926624003103,0.8435953106948492,-0.1374596045084392,0.7410549152032906,-0.05659266240031033
104,1.04,3.920233277274639e-17,0.014330996133718035,-0.575813056500004,0.3307055550867989,-0.6665186115868038,-0.014330996133718077,6.184040397238473e-18,0.055513572620272206,0.8458670400418394,-0.1375098137069558,0.7433768537487935,-0.055513572620272206
105,1.05,3.743478102494691e-17,0.012972992104003947,-0.5647303570769547,0.3287762344566404,-0.6535065915335969,-0.012972992104004002,-1.6876927619707844e-17,0.054247760613936796,0.8483095719501083,-0.13756813104691645,0.745877702997022,-0.05424776061393685
106,1.06,3.630031635709557e-17,0.011077377998745377,-0.5540812340631202,0.32576695046645565,-0.639848184529574,-0.011077377998745419,-2.042558567127749e-17,0.05278745057084541,0.8509343105187429,-0.13763559404877068,0.7485699045675118,-0.05278745057084541
107,1.07,3.3476795870737063e-17,0.008477448985213645,-0.5438992523440557,0.3217262550327763,-0.6256255073768293,-0.0084774489852137,1.0734008827279498e-17,0.05112442073986603,0.8537528845680004,-0.1377133735244792,0.7514662580924791,-0.05112442073986603
108,1.08,4.243192130673254e-17,0.004998190397397642,-0.5342195672011779,0.31671510006356807,-0.6109346672647411,-0.004998190397397684,1.1267206493144452e-17,0.04925011295809795,0.8567770002888554,-0.13780278393850154,0.7545797842273543,-0.04925011295809792
109,1.09,2.6342344005690253e-17,0.0004161391172726736,-0.525080657163394,0.31080568253569674,-0.5958863396990934,-0.00041613911727271524,7.171714049929786e-18,0.047155645646864947,0.8600184781276329,-0.13790529985777555,0.7579237779854089,-0.047155645646864947
110,1.1,4.110584822824163e-17,-0.005585061036013639,-0.5165264298480717,0.3040801422466509,-0.5806065720947244,0.005585061036013611,6.939068738965429e-18,0.04483154857125349,0.8634897449163016,-0.13802259068901945,0.7615123356053224,-0.04483154857125354
111,1.11,5.253537174152829e-17,-0.013480617050671828,-0.5086089757356308,0.2966291315417112,-0.5652381072773429,0.0134806170506718,9.097035706739505e-18,0.04226695262389077,0.8672051501996921,-0.1381565950906879,0.7653617452903787,-0.04226695262389077
